Company_Name,Revenue_Cr,Revenue_Source,Revenue_Confidence
Syngene International Limited,3642.4,BRSR_XBRL,HIGH
Syrma SGS Technology Limited,3787.1933,BRSR_XBRL,HIGH
Tamilnad Mercantile Bank Limited,6141.752965359,BRSR_XBRL,HIGH
Tanla Platforms Limited,4027.7215116,BRSR_XBRL,HIGH
TATA CHEMICALS LIMITED,15421.0,BRSR_XBRL,HIGH
TATA COMMUNICATIONS LIMITED,7277.8594892,BRSR_XBRL,HIGH
Tata Consultancy Services Limited,255324.0,BRSR_XBRL,HIGH
Tata Consumer Products Limited,103550.180584437,BRSR_XBRL,HIGH
Tata Elxsi Limited,3729.0483,BRSR_XBRL,HIGH
Tata Investment Corporation Limited,806.5007,BRSR_XBRL,HIGH
Tata Motors Limited,71877.6150865,BRSR_XBRL,HIGH
Tata Steel Limited,140932.649047966,BRSR_XBRL,HIGH
Tata Technologies Limited,5168.45,BRSR_XBRL,HIGH
Tata Teleservices Maharashtra Limited,1316.148705918,BRSR_XBRL,HIGH
TBO Tek Limited,575.943,BRSR_XBRL,HIGH
Techno Electric  Engineering Company Limited,2577.2984,BRSR_XBRL,HIGH
Tech Mahindra Limited,52988.3,BRSR_XBRL,HIGH
TEGA INDUSTRIES LIMITED,895.096,BRSR_XBRL,HIGH
Tejas Networks Limited,2663.25,Gemini_Low,LOW
Thermax Limited,6254.07,BRSR_XBRL,HIGH
THE NEW INDIA ASSURANCE COMPANY LIMITED,43618.4,BRSR_XBRL,HIGH
THE PHOENIX MILLS LIMITED,486.120818,BRSR_XBRL,HIGH
The Ramco Cements Limited,13826.404321426002,BRSR_XBRL,HIGH
Thomas Cook  India  Limited,2073.7053965,BRSR_XBRL,HIGH
Timken India Limited,3147.81,BRSR_XBRL,HIGH
TITAGARH RAIL SYSTEMS LIMITED,3386.04,Gemini_Medium,MEDIUM
Titan Company Limited,54842.417968,BRSR_XBRL,HIGH
Torrent Pharmaceuticals Limited,9682.4391385,BRSR_XBRL,HIGH
Torrent Power Limited,29165.264233936,BRSR_XBRL,HIGH
TRIDENT LIMITED,69658.9,BRSR_XBRL,HIGH
Triveni Engineering  Industries Limited,6655.3984151,BRSR_XBRL,HIGH
Triveni Turbine Limited,1795.2,BRSR_XBRL,HIGH
TTK PRESTIGE LIMITED,834.0,Gemini_Low,LOW
Tube Investments of India Limited,7892.512806091,BRSR_XBRL,HIGH
TVS Holdings Limited,1607.77,BRSR_XBRL,HIGH
TVS Motor Company Limited,0.3239999,BRSR_XBRL,HIGH
TVS Supply Chain Solutions Limited,2139.65,BRSR_XBRL,HIGH
Ujjivan Small Finance Bank Limited,7200.5870179,BRSR_XBRL,HIGH
UltraTech Cement Limited,70857.0,BRSR_XBRL,HIGH
UNION BANK OF INDIA,127538.89,BRSR_XBRL,HIGH
UNITED BREWERIES LIMITED,22505.635970154,BRSR_XBRL,HIGH
United Spirits Limited,26780.0,BRSR_XBRL,HIGH
Uno Minda Limited,12469.978075606,BRSR_XBRL,HIGH
UPL LIMITED,12672.0,BRSR_XBRL,HIGH
Usha Martin Limited,2171.0616956,BRSR_XBRL,HIGH
UTI Asset Management Company Limited,1456.444608894,BRSR_XBRL,HIGH
V-GUARD INDUSTRIES LIMITED,5308.866960836,BRSR_XBRL,HIGH
VALOR ESTATE LIMITED,1609.4119,BRSR_XBRL,HIGH
Varroc Engineering Limited,77305.0,BRSR_XBRL,HIGH
Vedanta Limited,152968.0,BRSR_XBRL,HIGH
Vedant Fashions Limited,1386.4825398,BRSR_XBRL,HIGH
Vinati Organics Limited,2248.1,BRSR_XBRL,HIGH
VIP INDUSTRIES LIMITED,2657.521564,BRSR_XBRL,HIGH
Vodafone Idea Limited,43157.2244213,BRSR_XBRL,HIGH
Voltamp Transformers Limited,1934.2303241,BRSR_XBRL,HIGH
Voltas Limited,11295.579845646002,BRSR_XBRL,HIGH
Waaree Renewable Technologies Limited,1597.4614,BRSR_XBRL,HIGH
Welspun Corp Limited,9081.78,BRSR_XBRL,HIGH
Welspun Living Limited,8772.259319778,BRSR_XBRL,HIGH
Whirlpool of India Limited,7420.8,BRSR_XBRL,HIGH
Wipro Limited,89088.4,BRSR_XBRL,HIGH
Wockhardt Limited,2693.0,BRSR_XBRL,HIGH
YES Bank Limited,36751.7730547,BRSR_XBRL,HIGH
Zee Entertainment Enterprises Limited,11533.4,BRSR_XBRL,HIGH
ZENSAR TECHNOLOGIES LIMITED,5280.6,BRSR_XBRL,HIGH
Zen Technologies Limited,930.66717227,BRSR_XBRL,HIGH
ZF Commercial Vehicle Control Systems India Limited,3804.1,BRSR_XBRL,HIGH
Zydus Lifesciences Limited,22573.8,BRSR_XBRL,HIGH
Zydus Wellness Limited,2708.9,BRSR_XBRL,HIGH
Kalyani Steels,456.0,Gemini_Low,LOW
Sunflag Iron and Steel,3446.0,Manual_Verified,HIGH
Electrosteel Castings,6433.74,Gemini_Low,LOW
Essar Steel India (AM/NS India),62700.0,Manual_Verified,HIGH
KIOCL (Kudremukh Iron Ore Company),1822.0,Manual_Verified,HIGH
Rashtriya Ispat Nigam Limited (RINL) - Vizag Steel,23328.0,Gemini_Low,LOW
Mrs. Bectors Food Specialities,1962.57,Gemini_Low,LOW
Bikaji Foods,2810.79,Gemini_Medium,MEDIUM
Varun Beverages (PepsiCo franchise),16042.0,Manual_Verified,HIGH
Heritage Foods,4331.67,Gemini_Low,LOW
Vardhman Textiles,9839.63,Gemini_Low,LOW
Himadri Speciality Chemical Limited,4595.803474847,BRSR_XBRL,HIGH
SARDA ENERGY & MINERALS LIMITED,3889.0,Manual_Verified,HIGH
Tata Power,15545.0,Gemini_Low,LOW
JSW Energy,15949.06,Gemini_Low,LOW
Prism Johnson (Cement),7654.0,Manual_Verified,HIGH
Mangalam Cement,1787.89,Gemini_Low,LOW
Sanghi Industries,285.0,Gemini_Low,LOW
LT Technology Services Limited,10670.1063134,BRSR_XBRL,HIGH
Larsen & Toubro Limited,275513.5,Gemini_Low,LOW
LTIMindtree Limited,38008.1009632,BRSR_XBRL,HIGH
APL Apollo Tubes,21325.99,Gemini_Low,LOW
IndiGo (InterGlobe Aviation),68904.0,Manual_Verified,HIGH
"GMR Airports (Delhi, Hyderabad)",8959.0,Manual_Verified,HIGH
"Adani Airports (Mumbai, Ahmedabad, 6 others)",8062.0,Manual_Verified,HIGH
GVK Mumbai Airport,4964.0,Manual_Verified,HIGH
Bangalore International Airport Ltd (BIAL),3833.0,Manual_Verified,HIGH
Sanofi India Limited,19996.1,BRSR_XBRL,HIGH
DIVI'S LABORATORIES LIMITED,2715.0,Gemini_Low,LOW
JK Tyre & Industries Limited,15312.53,Gemini_Low,LOW
Schaeffler India Limited,8076.29,BRSR_XBRL,HIGH
Jindal Saw Limited,17961.9683798,BRSR_XBRL,HIGH
Narayana Hrudayalaya Ltd.,5961.09,Gemini_Low,LOW
Minda Corporation Limited,4144.3,BRSR_XBRL,HIGH
West Coast Paper Mills Limited,4062.12,Gemini_Low,LOW
Trident Limited,7025.25,Gemini_Medium,MEDIUM
Bharat Heavy Electricals Limited (BHEL),29269.17,Gemini_Low,LOW
Emami Paper Mills Limited,1839.63,Gemini_Low,LOW
Seshasayee Paper and Boards Limited,1665.4,Gemini_Low,LOW
Mahindra Holidays & Resorts India Limited,2876.0,Gemini_Low,LOW
Punjab & Sind Bank,10883.0,Manual_Verified,HIGH
Andhra Paper Limited (formerly Andhra Pradesh Paper Mills),362.0,Gemini_Low,LOW
Damodar Valley Corporation (DVC),21200.0,Manual_Verified,HIGH
West Coast Paper Mills,4062.12,Gemini_Low,LOW
Welspun Living Limited (formerly Welspun India),9836.99,Gemini_Low,LOW
CCL Products (India) Limited,3784.99,Gemini_Low,LOW
ITC Limited (Paperboards Division),78551.59,Gemini_Low,LOW
Nestle India,20970.46,Gemini_Low,LOW
JK Paper,6661.19,Gemini_Low,LOW
K.P.R. MILL LIMITED,1632.0,Gemini_Low,LOW
Mother Dairy,15037.0,Manual_Verified,HIGH
KPR Mill Limited,6696.5,Gemini_Low,LOW
Haldiram Snacks Food Private Limited,10500.0,Manual_Verified,HIGH
Cochin International Airport (CIAL),951.0,Gemini_Low,LOW
L&T Finance Limited,7988.13,Gemini_Low,LOW
IndiaMART InterMESH Limited,1472.23,Gemini_Medium,MEDIUM
GAIL (India) Limited,144124.63,Gemini_Low,LOW
Sagar Cements,2494.44,Gemini_Low,LOW
Siemens Limited,20496.6,BRSR_XBRL,HIGH
hindalco-TNFD-2024-report,,Document_File,N/A
Hindustan,346.64,Gemini_Low,LOW
itc-nature-report,,Document_File,N/A
JSL-TNFD-Report-FY-2024-25,,Document_File,N/A
Tata,23848.02,Gemini_Low,LOW
Tech,13995.0,Gemini_Low,LOW
Vedanta-Aluminium-TNFD-2025,,Document_File,N/A
Vedanta,39868.0,Gemini_Low,LOW
