Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence
Aavas Financiers Limited,Chemicals & Fertilizers,Pune,Maharashtra,2358.276986442422,0.42,0.0374641669027132,0.005225,0.0066722230635327,0.005225,0.0118972230635327,0.0123219972541616,Tier 2,75%
Adani Energy Solutions Limited,Power Generation,Ahmedabad,Gujarat,24446.54528252705,0.51,0.1562256571307733,0.0054449999999999,0.0032591551982455,0.0054449999999999,0.0087041551982454,0.1331114390633573,Tier 2,75%
Adani Enterprises Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,41308.111387490135,0.55,0.0374641669027132,0.005225,0.0004988195079461,0.005225,0.0057238195079461,0.2158348819996359,Tier 2,75%
Adani Ports and Special Economic Zone Limited,Chemicals & Fertilizers,Delhi,Delhi,30561.93548387097,0.62,0.0374641669027132,0.005225,0.0007600233137047,0.005225,0.0059850233137047,0.1596861129032258,Tier 2,75%
Adani Total Gas Limited,Chemicals & Fertilizers,Bangalore,Karnataka,5411.674412959513,0.48,0.0374641669027132,0.005225,0.0033229641587894,0.005225,0.0085479641587894,0.0282759988077134,Tier 2,75%
Aditya Birla Capital Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,40585.55147058824,0.52,0.0374641669027132,0.005225,0.0004800074431298,0.005225,0.0057050074431298,0.2120595064338235,Tier 2,75%
Aditya Birla Fashion and Retail Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0014972999999271,0.58,0.0374641669027132,0.005225,14512.26661633046,0.005225,14512.27184133046,7.823392499619098e-09,Tier 2,75%
Aditya Birla Sun Life AMC Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1659.129916567342,0.45,0.0374641669027132,0.005225,0.0101612748573066,0.005225,0.0153862748573066,0.0086689538140643,Tier 2,75%
Aegis Logistics Limited,Chemicals & Fertilizers,Pune,Maharashtra,2976.7790765536674,0.42,0.0374641669027132,0.005225,0.0052858978427638,0.005225,0.0105108978427638,0.0155536706749929,Tier 2,75%
Aether Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.0008328340012372,0.51,0.0374641669027132,0.005225,22941.81684705489,0.005225,22941.822072054896,4.3515576564643705e-09,Tier 2,75%
Ajanta Pharma Limited,Pharmaceuticals,Mumbai,Maharashtra,4648.091193438521,0.55,0.0144770016599194,0.003465,0.0017130367244506,0.003465,0.0051780367244506,0.0161056359852644,Tier 2,75%
Akzo Nobel India Limited,Chemicals & Fertilizers,Delhi,Delhi,4091.2610032877296,0.62,0.0374641669027132,0.005225,0.0056774142400146,0.005225,0.0109024142400146,0.0213768387421783,Tier 2,75%
Alkem Laboratories Limited,Chemicals & Fertilizers,Bangalore,Karnataka,10551.182898481458,0.48,0.0374641669027132,0.005225,0.0017043397206099,0.005225,0.0069293397206099,0.0551299306445656,Tier 2,75%
Amara Raja Energy  Mobility Limited,Power Generation,Chennai,Tamil Nadu,0.0012404889999999,0.52,0.1562256571307733,0.0054449999999999,65488.15967574777,0.0054449999999999,65488.16512074777,6.75446260499933e-09,Tier 2,75%
Amber Enterprises India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,9972.90478956304,0.58,0.0374641669027132,0.005225,0.0021788252532315,0.005225,0.0074038252532315,0.0521084275254668,Tier 2,75%
Ambuja Cements Limited,Cement,Hyderabad,Telangana,18857.00072182446,0.45,0.0777832037429109,0.0033,0.0018562040804187,0.0033,0.0051562040804187,0.0622281023820207,Tier 2,75%
Anand Rathi Wealth Limited,Chemicals & Fertilizers,Pune,Maharashtra,905.1129317980512,0.42,0.0374641669027132,0.005225,0.0173845158392348,0.005225,0.0226095158392348,0.0047292150686448,Tier 2,75%
Anant Raj Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1228.597134563935,0.51,0.0374641669027132,0.005225,0.0155516601682171,0.005225,0.0207766601682172,0.0064194200280965,Tier 2,75%
Anupam Rasayan India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,1436.9742026988515,0.55,0.0374641669027132,0.005225,0.0143393609695932,0.005225,0.0195643609695932,0.0075081902091014,Tier 2,75%
Apollo Tyres Limited,Chemicals & Fertilizers,Delhi,Delhi,17870.583886533117,0.62,0.0374641669027132,0.005225,0.0012997775353711,0.005225,0.0065247775353711,0.0933738008071355,Tier 2,75%
Aptus Value Housing Finance India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1750.0013883052864,0.48,0.0374641669027132,0.005225,0.0102758776269983,0.005225,0.0155008776269983,0.0091437572538951,Tier 2,75%
Asahi India Glass Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4311.6100731346005,0.52,0.0374641669027132,0.005225,0.0045183507921549,0.005225,0.0097433507921549,0.0225281626321282,Tier 2,75%
Ashok Leyland Limited,Chemicals & Fertilizers,Kolkata,West Bengal,38752.43620236856,0.58,0.0374641669027132,0.005225,0.0005607187297877,0.005225,0.0057857187297877,0.2024814791573757,Tier 2,75%
Asian Paints Limited,Chemicals & Fertilizers,Hyderabad,Telangana,29552.67592538788,0.45,0.0374641669027132,0.005225,0.0005704686488893,0.005225,0.0057954686488893,0.1544127317101516,Tier 2,75%
Aster DM Healthcare Limited,Chemicals & Fertilizers,Pune,Maharashtra,4138.456776832813,0.42,0.0374641669027132,0.005225,0.003802129863292,0.005225,0.009027129863292,0.0216234366589514,Tier 2,75%
AstraZeneca Pharma India Limited,Pharmaceuticals,Ahmedabad,Gujarat,1716.2616962347486,0.51,0.0144770016599194,0.003465,0.0043019493255351,0.003465,0.0077669493255351,0.0059468467774534,Tier 2,75%
Astral Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,5296.010351035105,0.55,0.0374641669027132,0.005225,0.0038907196985491,0.005225,0.0091157196985491,0.0276716540841584,Tier 2,75%
Atul Limited,Chemicals & Fertilizers,Delhi,Delhi,5074.68122914792,0.62,0.0374641669027132,0.005225,0.0045771906511618,0.005225,0.0098021906511618,0.0265152094222978,Tier 2,75%
Avenue Supermarts Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0057789810000077,0.52,0.0374641669027132,0.005225,3371.0729952884267,0.005225,3371.0782202884266,3.019517572504023e-08,Tier 2,75%
Axis Bank Limited,Financial Services,Kolkata,West Bengal,14461.24892696344,0.58,0.0011797441546504,0.000297,4.731621820169515e-05,0.000297,0.0003443162182016,0.0042949909313081,Tier 2,75%
BAJAJ ELECTRICALS LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,4828.298730267674,0.45,0.0374641669027132,0.005225,0.0034916802062258,0.005225,0.0087166802062258,0.0252278608656485,Tier 2,75%
BANK OF INDIA,Financial Services,Pune,Maharashtra,79815.7766778279,0.42,0.0011797441546504,0.000297,6.207952432176373e-06,0.000297,0.0003032079524321,0.0237052856733148,Tier 2,75%
BANK OF MAHARASHTRA,Financial Services,Ahmedabad,Gujarat,28400.662881950244,0.51,0.0011797441546504,0.000297,2.1185051960674097e-05,0.000297,0.0003181850519606,0.0084349968759392,Tier 2,75%
BASF India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,15162.375127133011,0.55,0.0374641669027132,0.005225,0.0013589752016898,0.005225,0.0065839752016898,0.0792234100392699,Tier 2,75%
BATA INDIA LIMITED,Chemicals & Fertilizers,Delhi,Delhi,3488.134803688564,0.62,0.0374641669027132,0.005225,0.0066590842346803,0.005225,0.0118840842346803,0.0182255043492727,Tier 2,75%
BEML Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3839.229995909212,0.48,0.0374641669027132,0.005225,0.0046839600994114,0.005225,0.0099089600994114,0.0200599767286256,Tier 2,75%
BHARAT ELECTRONICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0023658009999904,0.52,0.0374641669027132,0.005225,8234.575431107654,0.005225,8234.580656107655,1.236131022494984e-08,Tier 2,75%
BHARAT HEAVY ELECTRICALS LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,28339.44641582102,0.58,0.0374641669027132,0.005225,0.0007667481038529,0.005225,0.0059917481038529,0.1480736075226648,Tier 2,75%
BLS International Services Limited,Chemicals & Fertilizers,Hyderabad,Telangana,138.4905799234619,0.45,0.0374641669027132,0.005225,0.1217330096786233,0.005225,0.1269580096786233,0.0007236132801,Tier 2,75%
Bajaj Auto Limited,Chemicals & Fertilizers,Pune,Maharashtra,50010.310416946166,0.42,0.0374641669027132,0.005225,0.0003146341218031,0.005225,0.0055396341218031,0.2613038719285437,Tier 2,75%
Bajaj Finance Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,69734.2906774754,0.51,0.0374641669027132,0.005225,0.0002739932525986,0.005225,0.0054989932525986,0.3643616687898089,Tier 2,75%
Bajaj Finserv Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,133844.3453587353,0.55,0.0374641669027132,0.005225,0.0001539496625073,0.005225,0.0053789496625073,0.6993367044993919,Tier 2,75%
Bajaj Holdings  Investment Limited,Chemicals & Fertilizers,Delhi,Delhi,1600.254864705497,0.62,0.0374641669027132,0.005225,0.0145150525656779,0.005225,0.0197400525656779,0.0083613316680862,Tier 2,75%
Balkrishna Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.104128799999892,0.48,0.0374641669027132,0.005225,172.69766014129607,0.005225,172.70288514129606,5.440729799994356e-07,Tier 2,75%
Balrampur Chini Mills Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5415.378550876743,0.52,0.0374641669027132,0.005225,0.0035974155096243,0.005225,0.0088224155096243,0.0282953529283309,Tier 2,75%
Bandhan Bank Limited,Financial Services,Kolkata,West Bengal,24912.11310661062,0.58,0.0011797441546504,0.000297,2.746662263329483e-05,0.000297,0.0003244666226332,0.0073988975926633,Tier 2,75%
Bharat Dynamics Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3345.089317235049,0.45,0.0374641669027132,0.005225,0.0050398878796324,0.005225,0.0102648878796324,0.0174780916825531,Tier 2,75%
Bharat Forge Limited,Chemicals & Fertilizers,Pune,Maharashtra,8843.741290269694,0.42,0.0374641669027132,0.005225,0.001779218724597,0.005225,0.007004218724597,0.0462085482416591,Tier 2,75%
Bharti Airtel Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,108942.37918215612,0.51,0.0374641669027132,0.005225,0.0001753837695102,0.005225,0.0054003837695102,0.5692239312267656,Tier 2,75%
Bharti Hexacom Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,8547.885939036381,0.55,0.0374641669027132,0.005225,0.0024105716832734,0.005225,0.0076355716832734,0.044662704031465,Tier 2,75%
Bikaji Foods International Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0253686259999502,0.62,0.0374641669027132,0.005225,915.6106239150588,0.005225,915.6158489150588,1.325510708497398e-07,Tier 2,75%
Biocon Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.0024848999999971,0.48,0.0374641669027132,0.005225,7236.830501558744,0.005225,7236.835726558744,1.2983602499984846e-08,Tier 2,75%
Birla Corporation Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,9214.497085662084,0.52,0.0374641669027132,0.005225,0.0021142083619218,0.005225,0.0073392083619218,0.0481457472725843,Tier 2,75%
Birlasoft Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2657.849598266678,0.58,0.0374641669027132,0.005225,0.0081754877393154,0.005225,0.0134004877393154,0.0138872641509433,Tier 2,75%
Blue Dart Express Limited,Chemicals & Fertilizers,Hyderabad,Telangana,5720.183219100787,0.45,0.0374641669027132,0.005225,0.0029472613831539,0.005225,0.0081722613831539,0.0298879573198016,Tier 2,75%
Blue Star Limited,Chemicals & Fertilizers,Pune,Maharashtra,11325.516954094808,0.42,0.0374641669027132,0.005225,0.0013893361480025,0.005225,0.0066143361480025,0.0591758260851453,Tier 2,75%
Bosch limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,18172.5,0.51,0.0374641669027132,0.005225,0.0010514087285945,0.005225,0.0062764087285945,0.0949513124999999,Tier 2,75%
Brigade Enterprises Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,5074.207710948835,0.55,0.0374641669027132,0.005225,0.0040607899735817,0.005225,0.0092857899735817,0.0265127352897076,Tier 2,75%
Britannia Industries Limited,Chemicals & Fertilizers,Delhi,Delhi,17295.866037299525,0.62,0.0374641669027132,0.005225,0.0013429673558751,0.005225,0.0065679673558751,0.09037090004489,Tier 2,75%
CCL Products India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1717.9971000960393,0.48,0.0374641669027132,0.005225,0.0104673052779292,0.005225,0.0156923052779292,0.0089765348480018,Tier 2,75%
CE INFO SYSTEMS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0038386999998908,0.52,0.0374641669027132,0.005225,5074.990697362403,0.005225,5074.995922362403,2.0057207499429428e-08,Tier 2,75%
CEAT Limited,Chemicals & Fertilizers,Kolkata,West Bengal,13171.669285723718,0.58,0.0374641669027132,0.005225,0.001649693469538,0.005225,0.006874693469538,0.0688219720179064,Tier 2,75%
CERA Sanitaryware Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.0191525120003619,0.45,0.0374641669027132,0.005225,880.2435474731659,0.005225,880.2487724731659,1.0007187520189093e-07,Tier 2,75%
CESC Limited,Chemicals & Fertilizers,Pune,Maharashtra,9583.999406498822,0.42,0.0374641669027132,0.005225,0.0016417937263716,0.005225,0.0068667937263716,0.0500763968989563,Tier 2,75%
CG Power and Industrial Solutions Limited,Power Generation,Ahmedabad,Gujarat,9328.76195862199,0.51,0.1562256571307733,0.0054449999999999,0.0085407994640763,0.0054449999999999,0.0139857994640762,0.0507951088646958,Tier 2,75%
CHENNAI PETROLEUM CORPORATION LIMITED,Oil & Gas,Mumbai,Maharashtra,0.0071049909998973,0.55,0.0971185610539406,0.0154274999999999,7517.983989063382,0.0154274999999999,7517.9994165633825,1.0961224865091488e-07,Tier 2,75%
CITY UNION BANK LIMITED,Financial Services,Delhi,Delhi,6732.232042648709,0.62,0.0011797441546504,0.000297,0.0001086476775086,0.000297,0.0004056476775086,0.0019994729166666,Tier 2,75%
COAL INDIA LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,14336.893989228613,0.48,0.0374641669027132,0.005225,0.0012543023702911,0.005225,0.0064793023702911,0.0749102710937195,Tier 2,75%
COROMANDEL INTERNATIONAL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,24063.96343549885,0.52,0.0374641669027132,0.005225,0.000809566006931,0.005225,0.006034566006931,0.1257342089504814,Tier 2,75%
Campus Activewear Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1592.938299183485,0.58,0.0374641669027132,0.005225,0.0136409657641552,0.005225,0.0188659657641552,0.0083231026132337,Tier 2,75%
Can Fin Homes Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3986.666666666667,0.45,0.0374641669027132,0.005225,0.0042288148259751,0.005225,0.0094538148259751,0.0208303333333333,Tier 2,75%
Canara Bank,Financial Services,Pune,Maharashtra,142214.23726559384,0.42,0.0011797441546504,0.000297,3.4841275703487075e-06,0.000297,0.0003004841275703,0.0422376284678813,Tier 2,75%
Caplin Point Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1921.2272050166173,0.51,0.0374641669027132,0.005225,0.0099450627549376,0.005225,0.0151700627549376,0.0100384121462118,Tier 2,75%
Capri Global Capital Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2410.1510824504835,0.55,0.0374641669027132,0.005225,0.0085493776496128,0.005225,0.0137743776496128,0.0125930394058037,Tier 2,75%
Carborundum Universal Limited,Chemicals & Fertilizers,Delhi,Delhi,2786.2745098039213,0.62,0.0374641669027132,0.005225,0.0083365021637142,0.005225,0.0135615021637142,0.0145582843137254,Tier 2,75%
Cello World Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1112.734375,0.48,0.0374641669027132,0.005225,0.0161609100224861,0.005225,0.0213859100224861,0.005814037109375,Tier 2,75%
Century Plyboards India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0406790970000061,0.58,0.0374641669027132,0.005225,534.1617293906597,0.005225,534.1669543906597,2.1254828182503187e-07,Tier 2,75%
Chalet Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.001717824999996,0.45,0.0374641669027132,0.005225,9814.081822222985,0.005225,9814.087047222984,8.9756356249791e-09,Tier 2,75%
Chemplast Sanmar Limited,Chemicals & Fertilizers,Pune,Maharashtra,2408.7398055336025,0.42,0.0374641669027132,0.005225,0.0065324407654955,0.005225,0.0117574407654955,0.012585665483913,Tier 2,75%
Cholamandalam Financial Holdings Limited,Financial Services,Ahmedabad,Gujarat,33456.89655172414,0.51,0.0011797441546504,0.000297,1.7983422877896847e-05,0.000297,0.0003149834228778,0.009936698275862,Tier 2,75%
Cholamandalam Investment and Finance Company Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,26051.85078079815,0.55,0.0374641669027132,0.005225,0.0007909338944809,0.005225,0.0060159338944809,0.1361209203296703,Tier 2,75%
Cipla Limited,Chemicals & Fertilizers,Delhi,Delhi,27547.60979401477,0.62,0.0374641669027132,0.005225,0.0008431868918343,0.005225,0.0060681868918343,0.1439362611737271,Tier 2,75%
Clean Science and Technology Limited,Information Technology,Bangalore,Karnataka,922.3146191187452,0.48,0.0009696637386769,0.000396,0.0005046418921665,0.000396,0.0009006418921665,0.000365236589171,Tier 2,75%
Cochin Shipyard Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4527.850814446703,0.52,0.0374641669027132,0.005225,0.0043025637521565,0.005225,0.0095275637521565,0.023658020505484,Tier 2,75%
Coforge Limited,Chemicals & Fertilizers,Kolkata,West Bengal,5556.727186236422,0.58,0.0374641669027132,0.005225,0.0039104343393707,0.005225,0.0091354343393707,0.0290338995480853,Tier 2,75%
Computer Age Management Services Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1422.4932963476651,0.45,0.0374641669027132,0.005225,0.0118516376488431,0.005225,0.0170766376488431,0.0074325274734165,Tier 2,75%
Concord Biotech Limited,Information Technology,Pune,Maharashtra,1200.0874441278045,0.42,0.0009696637386769,0.000396,0.0003393575795139,0.000396,0.0007353575795139,0.0004752346278746,Tier 2,75%
Container Corporation of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,8863.360711714871,0.51,0.0374641669027132,0.005225,0.0021556975668529,0.005225,0.0073806975668529,0.0463110597187102,Tier 2,75%
Craftsman Automation Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.0384794359991981,0.55,0.0374641669027132,0.005225,535.4884046876797,0.005225,535.4936296876797,2.010550530958101e-07,Tier 2,75%
CreditAccess Grameen Limited,Cement,Delhi,Delhi,5755.92504177608,0.62,0.0777832037429109,0.0033,0.0083784250091144,0.0033,0.0116784250091144,0.018994552637861,Tier 2,75%
Crompton Greaves Consumer Electricals Limited,Chemicals & Fertilizers,Bangalore,Karnataka,7028.938636817909,0.48,0.0374641669027132,0.005225,0.0025583948078743,0.005225,0.0077833948078743,0.0367262043773735,Tier 2,75%
Cummins India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10166.1519769149,0.52,0.0374641669027132,0.005225,0.0019162970250345,0.005225,0.0071412970250345,0.0531181440793803,Tier 2,75%
Cyient Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2413.619421778986,0.58,0.0374641669027132,0.005225,0.0090027518868562,0.005225,0.0142277518868562,0.0126111614787952,Tier 2,75%
Cyient Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2413.619421778986,0.58,0.0374641669027132,0.005225,0.0090027518868562,0.005225,0.0142277518868562,0.0126111614787952,Tier 2,75%
Cyient Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2413.619421778986,0.45,0.0374641669027132,0.005225,0.0069848937053195,0.005225,0.0122098937053195,0.0126111614787952,Tier 2,75%
Cyient Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2413.619421778986,0.45,0.0374641669027132,0.005225,0.0069848937053195,0.005225,0.0122098937053195,0.0126111614787952,Tier 2,75%
DCM Shriram Limited,Chemicals & Fertilizers,Pune,Maharashtra,12368.80644373932,0.42,0.0374641669027132,0.005225,0.0012721478156127,0.005225,0.0064971478156127,0.0646270136685379,Tier 2,75%
DIVIS LABORATORIES LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,9198.08368892662,0.51,0.0374641669027132,0.005225,0.0020772506281265,0.005225,0.0073022506281265,0.0480599872746415,Tier 2,75%
DLF Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,7993.685441941074,0.55,0.0374641669027132,0.005225,0.0025776961010225,0.005225,0.0078026961010225,0.0417670064341421,Tier 2,75%
DOMS Industries Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0170910000002113,0.62,0.0374641669027132,0.005225,1359.0652085539184,0.005225,1359.0704335539183,8.930047500110404e-08,Tier 2,75%
Dabur India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,9070.730265551108,0.48,0.0374641669027132,0.005225,0.0019825085287341,0.005225,0.0072075085287341,0.0473945656375045,Tier 2,75%
Dalmia Bharat Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,13978.956999085089,0.52,0.0374641669027132,0.005225,0.0013936209111084,0.005225,0.0066186209111084,0.0730400503202195,Tier 2,75%
Data Patterns India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,708.3478260869564,0.58,0.0374641669027132,0.005225,0.0306759137295724,0.005225,0.0359009137295724,0.0037011173913043,Tier 2,75%
Deepak Nitrite Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2526.472289615035,0.45,0.0374641669027132,0.005225,0.0066728913574546,0.005225,0.0118978913574546,0.0132008177132385,Tier 2,75%
Delhivery Limited,Chemicals & Fertilizers,Pune,Maharashtra,8931.904135787712,0.42,0.0374641669027132,0.005225,0.0017616568494162,0.005225,0.0069866568494162,0.0466691991094907,Tier 2,75%
Devyani International Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.0033493329999967,0.51,0.0374641669027132,0.005225,5704.635854482835,0.005225,5704.641079482835,1.7500264924982758e-08,Tier 2,75%
Dixon Technologies India Limited,Information Technology,Mumbai,Maharashtra,5418.125,0.55,0.0009696637386769,0.000396,9.843166340243072e-05,0.000396,0.0004944316634024,0.0021455775,Tier 2,75%
Dr Reddys Laboratories Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0326439000000683,0.62,0.0374641669027132,0.005225,711.5505034519032,0.005225,711.5557284519032,1.705643775003569e-07,Tier 2,75%
EICHER MOTORS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.0018451460000007,0.48,0.0374641669027132,0.005225,9746.003900664507,0.005225,9746.009125664508,9.640887850003656e-09,Tier 2,75%
EIH Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0002743149999999,0.52,0.0374641669027132,0.005225,71018.23374375432,0.005225,71018.23896875432,1.4332958749994774e-09,Tier 2,75%
ESAB India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0137347000000253,0.58,0.0374641669027132,0.005225,1582.0670858142971,0.005225,1582.0723108142977,7.17638075001322e-08,Tier 2,75%
Easy Trip Planners Limited,Chemicals & Fertilizers,Hyderabad,Telangana,403.2814045499505,0.45,0.0374641669027132,0.005225,0.0418042461566878,0.005225,0.0470292461566878,0.0021071453387734,Tier 2,75%
Electronics Mart India Limited,Chemicals & Fertilizers,Pune,Maharashtra,6964.742416452442,0.42,0.0374641669027132,0.005225,0.0022592292949656,0.005225,0.0074842292949656,0.036390779125964,Tier 2,75%
Elgi Equipments Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2080.906982736408,0.51,0.0374641669027132,0.005225,0.0091819217672374,0.005225,0.0144069217672374,0.0108727389847977,Tier 2,75%
Emami Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,3123.513034674766,0.55,0.0374641669027132,0.005225,0.0065968323383794,0.005225,0.0118218323383794,0.0163203556061756,Tier 2,75%
Endurance Technologies Limited,Information Technology,Delhi,Delhi,8846.154628118917,0.62,0.0009696637386769,0.000396,6.79607742858908e-05,0.000396,0.0004639607742858,0.003503077232735,Tier 2,75%
Engineers India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3028.352547070541,0.48,0.0374641669027132,0.005225,0.0059381461813942,0.005225,0.0111631461813942,0.0158231420584435,Tier 2,75%
