Company_Name,Sector,Indicator_Name,Value,Zero_Type,Data_Source,Confidence
360 ONE WAM LIMITED,Chemicals & Fertilizers,E_Waste_MT,0.45,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
360 ONE WAM LIMITED,Chemicals & Fertilizers,Scope3_OLD,0.010267125,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Revenue_Cr,4445.5563083,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Base_MSA_Loss,0.62,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,V7_Direct_EIF,0.0374641669027132,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
3M INDIA LIMITED,Chemicals & Fertilizers,V7_Scope3_Factor,0.005225,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
3M INDIA LIMITED,Chemicals & Fertilizers,MSA_Intensity_Direct,0.0056432904469587,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,MSA_Intensity_Scope3,0.005225,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,MSA_Intensity_V7_Total,0.010868290446958698,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Scope3_Biodiversity_MSA,23.228031710867498,NON_ZERO,V7 Recalculated (V7_Scope3_Factor × Revenue),TIER_1_VALIDATED
3M INDIA LIMITED,Chemicals & Fertilizers,Data_Tier,Tier 2,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Confidence,75%,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Scope1_GHG_tCO2e,4550.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Scope2_GHG_tCO2e,10774.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Scope3_GHG_tCO2e,551734.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Consumption_KL,88437.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Waste_Generated_MT,4531.55,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Hazardous_Air_Pollutants,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Total_GHG_Emissions_tCO2e,567058.0,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,GHG_Emissions_Normalized,127556.13936129525,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Consumption_Normalized,19893.348293639923,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Waste_Generated_Normalized,1019.3437414209436,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Pollution_Index,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Data_Quality_Flag,OK,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Owned_ha,45.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Leased_ha,15.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Total_Land_ha,60.0,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Degraded_Reported_ha,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Degraded_HA_Calculated,37.5,NON_ZERO,DHE Proxy (100% coverage via Degraded Hectare Equivalents),TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Degradation_Pct,62.5,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Restored_ha,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Data_Quality,MSA_PROXY_HIGH,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Renewable_Energy_Pct,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Degradation_Ratio,0.625,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Restoration_Ratio,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Net_Land_Impact,0.625,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Distance_To_Protected_Area_km,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Degraded_HA_Reported,37.5,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Land_Intensity,13.496623558221055,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,PA_Proximity_Score,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Renewable_Energy_GJ,12200.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Total_Energy_GJ,98823.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Intensity,19893.348293639923,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Stress_Category,High (3-4),NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Stress_Score,3.003465928782394,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Recycling_Pct,24.5,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Water_Discharge_ML,12450.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Waste_Recycled_Pct,72.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Plastic_Waste_MT,84.2,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,E_Waste_MT,2.1,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
3M INDIA LIMITED,Chemicals & Fertilizers,Scope3_OLD,0.0215061,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Revenue_Cr,20594.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Base_MSA_Loss,0.48,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,V7_Direct_EIF,0.0777832037429109,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
ACC Limited,Cement Manufacturing,V7_Scope3_Factor,0.0033,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
ACC Limited,Cement Manufacturing,MSA_Intensity_Direct,0.0018706316847836,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,MSA_Intensity_Scope3,0.0033,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,MSA_Intensity_V7_Total,0.0051706316847836,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Scope3_Biodiversity_MSA,67.9602,NON_ZERO,V7 Recalculated (V7_Scope3_Factor × Revenue),TIER_1_VALIDATED
ACC Limited,Cement Manufacturing,Data_Tier,Tier 2,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Confidence,75%,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Scope1_GHG_tCO2e,13488976.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Scope2_GHG_tCO2e,625212.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Scope3_GHG_tCO2e,2850000.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Water_Consumption_KL,4799919.85,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Waste_Generated_MT,477485.5,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Hazardous_Air_Pollutants,28500.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Total_GHG_Emissions_tCO2e,16964188.0,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,GHG_Emissions_Normalized,823744.1973390307,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Water_Consumption_Normalized,233073.70350587548,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Waste_Generated_Normalized,23185.66087209867,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Pollution_Index,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Data_Quality_Flag,OK,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Land_Owned_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Leased_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Total_Land_ha,0.0,VALID_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Land_Degraded_Reported_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Degraded_HA_Calculated,,NOT_DISCLOSED,DHE Proxy (100% coverage via Degraded Hectare Equivalents),TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Degradation_Pct,,NOT_DISCLOSED,Calculated (Formula-based),TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Restored_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Data_Quality,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Renewable_Energy_Pct,16.5,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Land_Degradation_Ratio,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Land_Restoration_Ratio,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Net_Land_Impact,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ACC Limited,Cement Manufacturing,Distance_To_Protected_Area_km,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Land_Degraded_HA_Reported,145.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Land_Intensity,0.0,VALID_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,PA_Proximity_Score,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Renewable_Energy_GJ,13435125.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Total_Energy_GJ,81425000.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Water_Intensity,233073.70350587548,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ACC Limited,Cement Manufacturing,Water_Stress_Category,Extremely High (4-5),NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Water_Stress_Score,5.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Water_Recycling_Pct,14.8,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Water_Discharge_ML,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Waste_Recycled_Pct,99.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Plastic_Waste_MT,12450.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,E_Waste_MT,12.4,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ACC Limited,Cement Manufacturing,Scope3_OLD,0.0658647,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Revenue_Cr,60281.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Base_MSA_Loss,0.52,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,V7_Direct_EIF,0.1562256571307733,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
ADANI POWER LIMITED,Power Generation,V7_Scope3_Factor,0.0054449999999999,NON_ZERO,V7 Methodology (PhD-validated),TIER_1_VALIDATED
ADANI POWER LIMITED,Power Generation,MSA_Intensity_Direct,0.0016134206213978,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,MSA_Intensity_Scope3,0.0054449999999999,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,MSA_Intensity_V7_Total,0.0070584206213977,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,Scope3_Biodiversity_MSA,328.23004499999394,NON_ZERO,V7 Recalculated (V7_Scope3_Factor × Revenue),TIER_1_VALIDATED
ADANI POWER LIMITED,Power Generation,Data_Tier,Tier 2,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Confidence,75%,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Scope1_GHG_tCO2e,86427664.95,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Scope2_GHG_tCO2e,1366.59,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Scope3_GHG_tCO2e,24135597.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Water_Consumption_KL,752186371.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Waste_Generated_MT,15451984.18988,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Hazardous_Air_Pollutants,11250.0,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Total_GHG_Emissions_tCO2e,110564628.54,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,GHG_Emissions_Normalized,1834153.8551118926,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,Water_Consumption_Normalized,12478000.879215673,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,Waste_Generated_Normalized,256332.57892005774,NON_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,Pollution_Index,0.0,VALID_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Data_Quality_Flag,OK,NON_ZERO,BRSR FY 2023-24 / Gemini Extraction,TIER_1_DIRECT
ADANI POWER LIMITED,Power Generation,Land_Owned_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ADANI POWER LIMITED,Power Generation,Land_Leased_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
ADANI POWER LIMITED,Power Generation,Total_Land_ha,0.0,VALID_ZERO,Calculated (Formula-based),TIER_2_CALCULATED
ADANI POWER LIMITED,Power Generation,Land_Degraded_Reported_ha,,NOT_DISCLOSED,BRSR FY 2023-24 / Gemini Extraction,TIER_3_IMPUTED
