Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Estimated,Data_Tier,Address_Clean,City_Clean,State_Clean,City_Key,Is_Detailed,latitude,longitude,geocode_method
Dalmia Bharat Limited,3,Plant,"Kadapa, Andhra Pradesh",,Andhra Pradesh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Kadapa, Andhra Pradesh",,Andhra Pradesh,", Andhra Pradesh, India",False,15.9240905,80.1863809,City_Centroid
Dalmia Bharat Limited,4,Plant,"Belgaum, Karnataka",,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2,False,Tier_1,"Belgaum, Karnataka",,Karnataka,", Karnataka, India",False,14.9562045,75.7896741,City_Centroid
DCM Shriram Limited,2,Facility,Kota,Kota,,India,XBRL_TextExtraction,False,Tier_1,Kota,Kota,,"Kota, , India",False,25.1737019,75.8574194,City_Centroid
Dr Reddys Laboratories Limited,2,Plant,"Hyderabad, Pydibhimavaram",Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Hyderabad, Pydibhimavaram",Hyderabad,Telangana,"Hyderabad, Telangana, India",False,17.360589,78.4740613,City_Centroid
Elgi Equipments Limited,2,Plant,"CCP, ACP and Foundry Plant",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"CCP, ACP and Foundry Plant",,,", , India",False,,,City_Centroid
GAIL India Limited,2,Plant,"Gandhar, Jamnagar, Jhabua",Jamnagar,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Gandhar, Jamnagar, Jhabua",Jamnagar,,"Jamnagar, , India",False,22.4732415,70.0552102,City_Centroid
GAIL India Limited,3,Facility,"Vijaipur 

Kochi",Kochi,,India,XBRL_TextExtraction,False,Tier_1,"Vijaipur 

Kochi",Kochi,,"Kochi, , India",False,9.9679032,76.2444378,City_Centroid
Garden Reach Shipbuilders  Engineers Limited,2,Plant,"Garden Reach, Kolkata",Kolkata,West Bengal,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Garden Reach, Kolkata",Kolkata,West Bengal,"Kolkata, West Bengal, India",False,22.5726459,88.3638953,City_Centroid
GlaxoSmithKline Pharmaceuticals Limited,2,Plant,"Ambad, Nashik",Nashik,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Ambad, Nashik",Nashik,Maharashtra,"Nashik, Maharashtra, India",False,20.0112475,73.7902364,City_Centroid
Grindwell Norton Limited,2,Plant,All sites of GNO,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,All sites of GNO,,,", , India",False,,,City_Centroid
HERO MOTOCORP LIMITED,2,Plant,Haryana and Rajasthan,,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Haryana and Rajasthan,,Rajasthan,", Rajasthan, India",False,26.8105777,73.7684549,City_Centroid
HFCL Limited,4,Facility,Delhi and  Gurugram Office,Delhi,Delhi,India,XBRL_TextExtraction,False,Tier_1,Delhi and  Gurugram Office,Delhi,Delhi,"Delhi, Delhi, India",False,28.6138954,77.2090057,City_Centroid
HINDALCO INDUSTRIES LIMITED,3,Plant,"Dahej, Belagavi, Kuppam",,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Dahej, Belagavi, Kuppam",,,", , India",False,,,City_Centroid
Hindustan Petroleum Corporation Limited,2,Corporate Office,Same as above,,,India,XBRL_CorporateOffice,False,Tier_1,Same as above,,,", , India",False,,,City_Centroid
Hindustan Petroleum Corporation Limited,4,Facility,Mumbai Refinery,Mumbai,Maharashtra,India,XBRL_TextExtraction,False,Tier_1,Mumbai Refinery,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",False,19.054999,72.8692035,City_Centroid
Home First Finance Company India Limited,2,Corporate Office,same as above,,,India,XBRL_CorporateOffice,False,Tier_1,same as above,,,", , India",False,,,City_Centroid
HONEYWELL AUTOMATION INDIA LIMITED,2,Plant,Fulgaon Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Fulgaon Plant,,,", , India",False,,,City_Centroid
Indian Oil Corporation Limited,3,Plant,Gujarat Refinery,,Gujarat,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Gujarat Refinery,,Gujarat,", Gujarat, India",False,22.3850051,71.745261,City_Centroid
Indian Oil Corporation Limited,4,Plant,Panipat Refinery,Panipat,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2,False,Tier_1,Panipat Refinery,Panipat,Haryana,"Panipat, Haryana, India",False,29.3912753,76.9771675,City_Centroid
Indian Oil Corporation Limited,5,Plant,Mathura Refinery,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress3,False,Tier_1,Mathura Refinery,,,", , India",False,,,City_Centroid
Indian Oil Corporation Limited,6,Plant,Marketing Division,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress4,False,Tier_1,Marketing Division,,,", , India",False,,,City_Centroid
Indian Oil Corporation Limited,7,Plant,Pipeline Division,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress5,False,Tier_1,Pipeline Division,,,", , India",False,,,City_Centroid
Indian Oil Corporation Limited,8,Facility,Panipat with,Panipat,Haryana,India,XBRL_TextExtraction,False,Tier_1,Panipat with,Panipat,Haryana,"Panipat, Haryana, India",False,29.3912753,76.9771675,City_Centroid
IndusInd Bank Limited,3,Facility,Mumbai is using,Mumbai,Maharashtra,India,XBRL_TextExtraction,False,Tier_1,Mumbai is using,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",False,19.054999,72.8692035,City_Centroid
JAIPRAKASH POWER VENTURES LIMITED,3,Facility,Uttarakhand,,Uttarakhand,India,XBRL_TextExtraction,False,Tier_1,Uttarakhand,,Uttarakhand,", Uttarakhand, India",False,30.0417376,79.089691,City_Centroid
Jindal Stainless Limited,3,Plant,"Hisar Unit, Haryana",,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Hisar Unit, Haryana",,Haryana,", Haryana, India",False,29.0,76.0,City_Centroid
JK CEMENT LIMITED,3,Plant,Gotan Integrated Cement Plant,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Gotan Integrated Cement Plant,,,", , India",False,,,City_Centroid
KARUR VYSYA BANK LIMITED,3,Facility,Chennai,Chennai,Tamil Nadu,India,XBRL_TextExtraction,False,Tier_1,Chennai,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",False,13.0836939,80.270186,City_Centroid
Larsen  Toubro Limited,3,Facility,Hyderabad,Hyderabad,Telangana,India,XBRL_TextExtraction,False,Tier_1,Hyderabad,Hyderabad,Telangana,"Hyderabad, Telangana, India",False,17.360589,78.4740613,City_Centroid
LAURUS LABS LIMITED,3,Plant,Hyderabad and Vizag,Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Hyderabad and Vizag,Hyderabad,Telangana,"Hyderabad, Telangana, India",False,17.360589,78.4740613,City_Centroid
Mahanagar Gas Limited,2,Facility,Bangalore,Bangalore,Karnataka,India,XBRL_TextExtraction,False,Tier_1,Bangalore,Bangalore,Karnataka,"Bangalore, Karnataka, India",False,12.9767936,77.590082,City_Centroid
MANKIND PHARMA LIMITED,3,Plant,"Manesar, Delhi and Rajasthan",Manesar,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Manesar, Delhi and Rajasthan",Manesar,Rajasthan,"Manesar, Rajasthan, India",False,,,City_Centroid
Maruti Suzuki India Limited,4,Facility,Kharkhoda in Haryana,,Haryana,India,XBRL_TextExtraction,False,Tier_1,Kharkhoda in Haryana,,Haryana,", Haryana, India",False,29.0,76.0,City_Centroid
Minda Corporation Limited,3,Plant,"MCL DCD, Greater Noida",Noida,Uttar Pradesh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"MCL DCD, Greater Noida",Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India",False,28.5706333,77.3272147,City_Centroid
Minda Corporation Limited,4,Plant,MCL WHD Greater Noida,Noida,Uttar Pradesh,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2,False,Tier_1,MCL WHD Greater Noida,Noida,Uttar Pradesh,"Noida, Uttar Pradesh, India",False,28.5706333,77.3272147,City_Centroid
Minda Corporation Limited,5,Plant,MCL WHD Pithampur,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress3,False,Tier_1,MCL WHD Pithampur,,,", , India",False,,,City_Centroid
Minda Corporation Limited,6,Plant,MCL WHD Component Divison,,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress4,False,Tier_1,MCL WHD Component Divison,,,", , India",False,,,City_Centroid
NCC LIMITED,2,Facility,Bhimavaram,Bhimavaram,,India,XBRL_TextExtraction,False,Tier_1,Bhimavaram,Bhimavaram,,"Bhimavaram, , India",False,16.5427689,81.527344,City_Centroid
NMDC Limited,2,Plant,Head Office (Hyderabad),Hyderabad,Telangana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress2,False,Tier_1,Head Office (Hyderabad),Hyderabad,Telangana,"Hyderabad, Telangana, India",False,17.360589,78.4740613,City_Centroid
Oil India Limited,1,Registered Office,"Duliajan, Assam",,Assam,India,XBRL_RegisteredOffice,False,Tier_1,"Duliajan, Assam",,Assam,", Assam, India",False,26.4073841,93.2551303,City_Centroid
Petronet LNG Limited,2,Facility,Kochi was completed,Kochi,,India,XBRL_TextExtraction,False,Tier_1,Kochi was completed,Kochi,,"Kochi, , India",False,9.9679032,76.2444378,City_Centroid
Pfizer Limited,2,Facility,Goa,,Goa,India,XBRL_TextExtraction,False,Tier_1,Goa,,Goa,", Goa, India",False,15.3004543,74.0855134,City_Centroid
Piramal Enterprises Limited,3,Facility,Bangalore operates,Bangalore,Karnataka,India,XBRL_TextExtraction,False,Tier_1,Bangalore operates,Bangalore,Karnataka,"Bangalore, Karnataka, India",False,12.9767936,77.590082,City_Centroid
PI INDUSTRIES LIMITED,3,Plant,"Udaipur, Gurgaon, Davangere",Udaipur,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Udaipur, Gurgaon, Davangere",Udaipur,,"Udaipur, , India",False,24.578721,73.6862571,City_Centroid
PI INDUSTRIES LIMITED,4,Facility,Gujarat,,Gujarat,India,XBRL_TextExtraction,False,Tier_1,Gujarat,,Gujarat,", Gujarat, India",False,22.3850051,71.745261,City_Centroid
PI INDUSTRIES LIMITED,5,Facility,Jambusar and Udaipur,Udaipur,,India,XBRL_TextExtraction,False,Tier_1,Jambusar and Udaipur,Udaipur,,"Udaipur, , India",False,24.578721,73.6862571,City_Centroid
Procter  Gamble Health Limited,2,Facility,Goa is,,Goa,India,XBRL_TextExtraction,False,Tier_1,Goa is,,Goa,", Goa, India",False,15.3004543,74.0855134,City_Centroid
Radico Khaitan Limited,3,Plant,"Reengus, Rajasthan",,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Reengus, Rajasthan",,Rajasthan,", Rajasthan, India",False,26.8105777,73.7684549,City_Centroid
Ramkrishna Forgings Limited,2,Facility,Kolkata from,Kolkata,West Bengal,India,XBRL_TextExtraction,False,Tier_1,Kolkata from,Kolkata,West Bengal,"Kolkata, West Bengal, India",False,22.5726459,88.3638953,City_Centroid
Reliance Industries Limited,2,Facility,Andhra Pradesh,,Andhra Pradesh,India,XBRL_TextExtraction,False,Tier_1,Andhra Pradesh,,Andhra Pradesh,", Andhra Pradesh, India",False,15.9240905,80.1863809,City_Centroid
SARDA ENERGY  MINERALS LIMITED,3,Facility,Raipur are ISO,Raipur,,India,XBRL_TextExtraction,False,Tier_1,Raipur are ISO,Raipur,,"Raipur, , India",False,21.2380912,81.6336993,City_Centroid
SAREGAMA India Limited,3,Plant,Chennai and Mumbai,Chennai,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Chennai and Mumbai,Chennai,Maharashtra,"Chennai, Maharashtra, India",False,17.5028324,76.233966,City_Centroid
SHIPPING CORPORATION OF INDIA LIMITED,2,Corporate Office,SAME AS ABOVE,,,India,XBRL_CorporateOffice,False,Tier_1,SAME AS ABOVE,,,", , India",False,,,City_Centroid
Siemens Limited,2,Plant,Puducherry and Gurugram,Gurugram,Puducherry,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Puducherry and Gurugram,Gurugram,Puducherry,"Gurugram, Puducherry, India",False,,,City_Centroid
Siemens Limited,3,Facility,Goa,,Goa,India,XBRL_TextExtraction,False,Tier_1,Goa,,Goa,", Goa, India",False,15.3004543,74.0855134,City_Centroid
Signatureglobal India Limited,3,Plant,Gurugram and Ghaziabad,Gurugram,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Gurugram and Ghaziabad,Gurugram,Haryana,"Gurugram, Haryana, India",False,28.4646148,77.0299194,City_Centroid
Sterling and Wilson Renewable Energy Limited,3,Plant,"Bikaner, Barmer, Kutch",Bikaner,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Bikaner, Barmer, Kutch",Bikaner,,"Bikaner, , India",False,28.0159286,73.3171367,City_Centroid
Tata Steel Limited,3,Facility,Punjab,,Punjab,India,XBRL_TextExtraction,False,Tier_1,Punjab,,Punjab,", Punjab, India",False,30.9293211,75.5004841,City_Centroid
Tata Technologies Limited,2,Plant,"Bangalore, Thane, Chennai",Bangalore,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Bangalore, Thane, Chennai",Bangalore,Karnataka,"Bangalore, Karnataka, India",False,12.9767936,77.590082,City_Centroid
Tata Teleservices Maharashtra Limited,2,Corporate Office,Same as above,,,India,XBRL_CorporateOffice,False,Tier_1,Same as above,,,", , India",False,,,City_Centroid
The Ramco Cements Limited,3,Plant,"Salem(TN), Mathodu(KA)",Salem,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Salem(TN), Mathodu(KA)",Salem,Karnataka,"Salem, Karnataka, India",False,12.9645529,77.717708,City_Centroid
TITAGARH RAIL SYSTEMS LIMITED,3,Plant,"Uttarpara, Titagarh, bharatpur",Bharatpur,,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Uttarpara, Titagarh, bharatpur",Bharatpur,,"Bharatpur, , India",False,27.0246959,77.2920116,City_Centroid
Titan Company Limited,6,Facility,Hosur in mid of,Hosur,Tamil Nadu,India,XBRL_TextExtraction,False,Tier_1,Hosur in mid of,Hosur,Tamil Nadu,"Hosur, Tamil Nadu, India",False,12.7183361,77.8229481,City_Centroid
TRIDENT LIMITED,2,Corporate Office,Not Applicable,,,India,XBRL_CorporateOffice,False,Tier_1,Not Applicable,,,", , India",False,,,City_Centroid
TVS Motor Company Limited,2,Facility,Tamil Nadu is,,Tamil Nadu,India,XBRL_TextExtraction,False,Tier_1,Tamil Nadu is,,Tamil Nadu,", Tamil Nadu, India",False,11.3323723,78.6098639,City_Centroid
UCO BANK,1,Registered Office,10 BTM SARANI KOLKATA 700001,Kolkata,West Bengal,India,XBRL_RegisteredOffice,False,Tier_1,10 BTM SARANI KOLKATA 700001,Kolkata,West Bengal,"Kolkata, West Bengal, India",False,22.5726459,88.3638953,City_Centroid
Usha Martin Limited,3,Facility,Ranchi,Ranchi,,India,XBRL_TextExtraction,False,Tier_1,Ranchi,Ranchi,,"Ranchi, , India",False,23.3700501,85.3250387,City_Centroid
UTI Asset Management Company Limited,2,Facility,Mumbai is equipped with,Mumbai,Maharashtra,India,XBRL_TextExtraction,False,Tier_1,Mumbai is equipped with,Mumbai,Maharashtra,"Mumbai, Maharashtra, India",False,19.054999,72.8692035,City_Centroid
VALOR ESTATE LIMITED,2,Corporate Office,SAME AS ABOVE,,,India,XBRL_CorporateOffice,False,Tier_1,SAME AS ABOVE,,,", , India",False,,,City_Centroid
Voltamp Transformers Limited,1,Registered Office,"Makarpura, Vadodara – 390014",Vadodara,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Makarpura, Vadodara – 390014",Vadodara,Gujarat,"Vadodara, Gujarat, India",False,22.2973142,73.1942567,City_Centroid
Welspun Living Limited,4,Facility,Vapi,Vapi,Gujarat,India,XBRL_TextExtraction,False,Tier_1,Vapi,Vapi,Gujarat,"Vapi, Gujarat, India",False,20.3735482,72.9084376,City_Centroid
ZF Commercial Vehicle Control Systems India Limited,2,Plant,Chennai - Ambattur,Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,Chennai - Ambattur,Chennai,Tamil Nadu,"Chennai, Tamil Nadu, India",False,13.0836939,80.270186,City_Centroid
Zydus Wellness Limited,2,Plant,"Aligarh, Ahmedabad and Sikkim",Ahmedabad,Sikkim,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Aligarh, Ahmedabad and Sikkim",Ahmedabad,Sikkim,"Ahmedabad, Sikkim, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_1,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_2,Yard,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_4,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_5,Yard,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Larsen & Toubro Limited,EST_6,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_1,Plant,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_2,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_3,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_4,R&D,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_5,Plant,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
Mahindra & Mahindra Limited,EST_6,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_1,Refinery,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_2,Terminal,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_4,Warehouse,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_5,Refinery,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
GAIL (India) Limited,EST_6,Terminal,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
DIVI'S LABORATORIES LIMITED,EST_1,Hospital,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
DIVI'S LABORATORIES LIMITED,EST_2,Clinic,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
DIVI'S LABORATORIES LIMITED,EST_3,Office,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
DIVI'S LABORATORIES LIMITED,EST_4,Pharmacy,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
DIVI'S LABORATORIES LIMITED,EST_5,Hospital,Estimated facility,Unknown,Unknown,India,Imputation_Estimated,True,Tier_3,Estimated facility,Unknown,Unknown,"Unknown, Unknown, India",False,,,City_Centroid
