Company_Name,NSE_Symbol,BSE_Code,Sector,Market_Cap_Cr,BRSR_PDF_URL,BRSR_XBRL_URL,Submission_Date,Has_BRSR,Priority,Data_Source_Expected,Source,Revenue_Cr,Website
TRIDENT LIMITED,TRIDENT,,Textiles,20732.2949,https://nsearchives.nseindia.com/corporate/TRIDENT_01082025172626_SE_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500333_01082025052643_WEB.xml,01-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aster DM Healthcare Limited,ASTERDM,,Healthcare,20487.97487,https://nsearchives.nseindia.com/corporate/ASTERDM2_12082025114506_Intimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509178_12082025114518_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Pfizer Limited,PFIZER,,Healthcare,20281.91108,https://nsearchives.nseindia.com/corporate/PFIZER_29062025231317_Stock_Exchange_intimation_BRSR_2024-25_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474188_29062025111334_WEB.xml,29-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,,Chemicals,20246.08151,https://nsearchives.nseindia.com/corporate/SUMICHEM_08072025170341_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478782_08072025050404_WEB.xml,08-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
The Ramco Cements Limited,RAMCOCEM,,Construction Materials,20217.50262,https://nsearchives.nseindia.com/corporate/RAMCOCEM_16072025185759_Business_Responsibility_and_sustainability_Report_page_104-141.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484703_16072025065810_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kajaria Ceramics Limited,KAJARIACER,,Consumer Durables,20208.54464,https://nsearchives.nseindia.com/corporate/KAJARIACER_05092025174941_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523715_05092025055018_WEB.xml,05-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Birlasoft Limited,BSOFT,,Information Technology,19929.68925,https://nsearchives.nseindia.com/corporate/BSOFT_11072025145714_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480785_11072025025808_WEB.xml,11-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Elgi Equipments Limited,ELGIEQUIP,,Capital Goods,19815.18711,https://nsearchives.nseindia.com/corporate/ELGIEQUIP_18072025162137_Annual_Report_2024-2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486595_18072025042208_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Devyani International Limited,DEVYANI,,Consumer Services,19809.85749,https://nsearchives.nseindia.com/corporate/DEVYANI_05072025184646_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477833_05072025064710_WEB.xml,05-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Piramal Enterprises Limited,,,,19715.8842,https://nsearchives.nseindia.com/corporate/PEL_19062025143414_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468392_19062025023734_WEB.xml,19-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
PNB Housing Finance Limited,PNBHOUSING,,Financial Services,19682.94598,https://nsearchives.nseindia.com/corporate/PNBHOUSING_28072025164339_BRSR_Final_File_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495245_28072025044354_WEB.xml,28-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Castrol India Limited,CASTROLIND,,Oil Gas & Consumable Fuels,19542.84686,https://nsearchives.nseindia.com/corporate/CASTROLINDIA_25022025195909_SE_Intimation_BRSRFY2024_25022025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1389867_25022025075940_WEB.xml,25-Feb-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sonata Software Limited,SONATSOFTW,,Information Technology,19348.13817,https://nsearchives.nseindia.com/corporate/k_vivek_sonata-software_com_07072025130350_Sefilingbrsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477987_07072025010428_WEB.xml,07-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
IIFL Finance Limited,IIFL,,Financial Services,19206.1895,https://nsearchives.nseindia.com/corporate/IIFL_24062025213005_SEInitmation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470642_24062025093220_WEB.xml,24-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TVS Holdings Limited,,,,18917.31447,https://nsearchives.nseindia.com/corporate/SUNCLAYLTD_26072025164647_BRSRINTIMATIONSD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494482_26072025044707_WEB.xml,26-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Gujarat State Petronet Limited,GSPL,,Oil Gas & Consumable Fuels,18754.82191,https://nsearchives.nseindia.com/corporate/GSPL_30082025193923_BSENSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520219_30082025073936_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CIE AUTOMOTIVE INDIA LIMITED,CIEINDIA,,Automobile and Auto Components,18695.05504,https://nsearchives.nseindia.com/corporate/Mahindracie_04042025134456_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1408367_04042025014547_WEB.xml,04-Apr-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kaynes Technology India Limited,KAYNES,,Capital Goods,18688.62861,https://nsearchives.nseindia.com/corporate/KAYNESTECH_19082025185818_SEIntimationofBRSRSigned2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514899_19082025070329_WEB.xml,19-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,,Healthcare,18686.24941,https://nsearchives.nseindia.com/corporate/APLLTD_16062025213332_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467340_16062025093416_WEB.xml,16-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Piramal Pharma Limited,PPLPHARMA,,Healthcare,18646.9038,https://nsearchives.nseindia.com/corporate/pratibhamishra_02072025154622_BRSRFY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476367_02072025035134_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Capri Global Capital Limited,CGCL,,Financial Services,18508.93671,https://nsearchives.nseindia.com/corporate/CGCL_04092025150954_CGCL_BRSR_FY25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522755_04092025031022_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KEC International Limited,KEC,,Construction,18426.95523,https://nsearchives.nseindia.com/corporate/KEC_17072025183850_SEIntimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485777_17072025063908_WEB.xml,17-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
BATA INDIA LIMITED,BATAINDIA,,Consumer Durables,18268.69555,https://nsearchives.nseindia.com/corporate/BATAINDIA_18072025144329_SE_Letter_BRSR_2025_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486394_18072025024343_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CESC Limited,CESC,,Power,18256.60734,https://nsearchives.nseindia.com/corporate/CESC_18082025104331_BRSRPDF.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514108_18082025104410_WEB.xml,18-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aegis Logistics Limited,AEGISLOG,,Oil Gas & Consumable Fuels,18252.01427,https://nsearchives.nseindia.com/corporate/AEGISCHEM_21072025200623_ALL_BRSR_2024-25_S.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489718_21072025080650_WEB.xml,21-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Atul Limited,ATUL,,Chemicals,18209.61644,https://nsearchives.nseindia.com/corporate/ATUL1_12072025113135_Atul_Ltd_IAR_2024-25_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481445_12072025113307_WEB.xml,12-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Whirlpool of India Limited,WHIRLPOOL,,Consumer Durables,18141.77946,https://nsearchives.nseindia.com/corporate/WHIRLPOOL_14082025140444_2025_08_14_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512653_14082025020513_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Cello World Limited,CELLO,,Consumer Durables,18126.204,https://nsearchives.nseindia.com/corporate/CELLO2023_18072025002302_Intimationbrsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485995_18072025122310_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Jupiter Wagons Limited,JWL,,Capital Goods,18048.05287,https://nsearchives.nseindia.com/corporate/CEBBCO_29082025170056_SEBRSR31032025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519304_29082025050113_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Inox Wind Limited,INOXWIND,,Capital Goods,17792.5744,https://nsearchives.nseindia.com/corporate/INOXWIND_05092025000101_SE_Cover_letters_IWL_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523311_05092025120116_WEB.xml,05-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Signatureglobal (India) Limited,SIGNATURE,,Realty,17772.75178,https://nsearchives.nseindia.com/corporate/SGLOBAL_01092025214735_brsr25signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521063_01092025094748_WEB.xml,01-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JYOTI CNC AUTOMATION LIMITED,JYOTICNC,,Capital Goods,17764.51552,https://nsearchives.nseindia.com/corporate/JYOTICNC_NSE_27082025204545_bsenseintimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518443_27082025084607_WEB.xml,27-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
R R Kabel Limited,RRKABEL,,Capital Goods,17743.06158,https://nsearchives.nseindia.com/corporate/RRKL1995_27062025014143_Intimation_-_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472613_27062025014234_WEB.xml,27-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Shyam Metalics and Energy Limited,SHYAMMETL,,Capital Goods,17683.93968,https://nsearchives.nseindia.com/corporate/SHYAMMETL_04082025173106_BRSR04082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1501875_04082025053120_WEB.xml,04-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Amara Raja Energy & Mobility Limited,ARE&M,,Automobile and Auto Components,17677.71657,https://nsearchives.nseindia.com/corporate/AMARARAJA_22072025184415_Stock_exchange_intimation_-_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490677_22072025064514_WEB.xml,22-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NMDC Steel Limited,NSLNISP,,Metals & Mining,17578.41719,https://nsearchives.nseindia.com/corporate/NMDCSTEEL_20082025162733_NSLBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515203_20082025042752_WEB.xml,20-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NATCO Pharma Limited,NATCOPHARM,,Healthcare,17521.48128,https://nsearchives.nseindia.com/corporate/NATCOPHARM_29082025183823_SEBRSR29082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519505_29082025063844_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Vinati Organics Limited,VINATIORGA,,Chemicals,17298.14061,https://nsearchives.nseindia.com/corporate/VINATIORGA_02092025113349_BRSR_VOL_2024-2025_02092025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521178_02092025114056_WEB.xml,02-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Finolex Cables Limited,FINCABLES,,Capital Goods,17013.88043,https://nsearchives.nseindia.com/corporate/CSgayatri_04092025195859_IntimationofBRSRSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523159_04092025075932_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Chalet Hotels Limited,CHALET,,Consumer Services,16991.01498,https://nsearchives.nseindia.com/corporate/CHALET_16072025111739_BRSRFY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483805_16072025111825_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kalpataru Projects International Limited,KPIL,,Construction,16847.32344,https://nsearchives.nseindia.com/corporate/KALPATPOWR_16062025153918_SEIntimation16062025BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467004_16062025034025_WEB.xml,16-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TBO Tek Limited,TBOTEK,,Consumer Services,16654.65183,https://nsearchives.nseindia.com/corporate/7235938746_14072025181255_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482454_14072025063355_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JYOTHY LABS LIMITED,JYOTHYLAB,,Fast Moving Consumer Goods,16648.0756,https://nsearchives.nseindia.com/corporate/JYOTHYLAB_19082025165223_SE_Intimation_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514743_19082025050033_WEB.xml,19-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aptus Value Housing Finance India Limited,APTUS,,Financial Services,16615.77723,https://nsearchives.nseindia.com/corporate/APTUS_29072025202419_Aptus_BRSR_intimation_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497129_29072025082433_WEB.xml,29-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Himadri Speciality Chemical Limited,HSCL,,Chemicals,16536.52414,https://nsearchives.nseindia.com/corporate/HSCL_20052025173733_BRSRFY202425.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444402_20052025053743_WEB.xml,20-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Waaree Renewable Technologies Limited,WAAREERTL,,Capital Goods,16394.5795,https://nsearchives.nseindia.com/corporate/WAAREERTL_29082025224222_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519765_29082025104239_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Navin Fluorine International Limited,NAVINFLUOR,,Chemicals,16379.59236,https://nsearchives.nseindia.com/corporate/NAVINFLUOR_09072025230806_NFIL-IntimationBRSR-2025__2_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479744_09072025110841_WEB.xml,09-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Krishna Institute of Medical Sciences Limited,KIMS,,Healthcare,16287.82126,https://nsearchives.nseindia.com/corporate/KIMS_07082025191533_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505890_07082025071551_WEB.xml,07-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Tata Teleservices (Maharashtra) Limited,TTML,,Telecommunication,16271.78531,https://nsearchives.nseindia.com/corporate/TTML_23062025115325_TTML_532371_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469502_23062025115430_WEB.xml,06-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Jindal Saw Limited,JINDALSAW,,Capital Goods,16240.28561,https://nsearchives.nseindia.com/corporate/JINDALSAW_20052025142417_CoveringJSAWBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444020_20052025022449_WEB.xml,20-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RITES Limited,RITES,,Construction,16236.78823,https://nsearchives.nseindia.com/corporate/RITES_30082025155750_IntimationSigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520014_30082025035804_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Zee Entertainment Enterprises Limited,ZEEL,,Media Entertainment & Publication,16215.67627,https://nsearchives.nseindia.com/corporate/ZEEL_20082025170848_SEintimationBRSR2520Aug25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515245_20082025051306_WEB.xml,20-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GODFREY PHILLIPS INDIA LIMITED,GODFRYPHLP,,Fast Moving Consumer Goods,16181.57737,https://nsearchives.nseindia.com/corporate/PANKAJCHAWLA_06082025164302_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504026_06082025044323_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JAI BALAJI INDUSTRIES LIMITED,JAIBALAJI,,Metals & Mining,16090.7592,https://nsearchives.nseindia.com/corporate/JAIBALAJI_25082025182859_BRSR2025signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517185_25082025062939_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Finolex Industries Limited,FINPIPE,,Capital Goods,16082.28215,https://nsearchives.nseindia.com/corporate/FINPIPE2_20082025230116_SE_Intimation_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515514_20082025110135_WEB.xml,20-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Schneider Electric Infrastructure Limited,SCHNEIDER,,Capital Goods,16052.37575,https://nsearchives.nseindia.com/corporate/SCHNEIDER_12082025181205_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509963_12082025061418_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Triveni Turbine Limited,TRITURBINE,,Capital Goods,16051.8925,https://nsearchives.nseindia.com/corporate/TRITURBINE_13082025175741_BRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1511608_13082025055752_WEB.xml,13-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
BASF India Limited,BASF,,Chemicals,16031.8239,https://nsearchives.nseindia.com/corporate/BASFIL_14072025135813_BRSRsigned.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481950_14072025015831_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Tejas Networks Limited,TEJASNET,,Telecommunication,16000.74081,https://nsearchives.nseindia.com/corporate/TEJASNET_28062025214409_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474136_28062025094431_WEB.xml,28-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Redington Limited,REDINGTON,,Services,15916.90292,https://nsearchives.nseindia.com/corporate/Abhinandhanan_08072025123130_BRSR_Final__1_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478527_08072025123139_WEB.xml,08-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Blue Dart Express Limited,BLUEDART,,Services,15859.40578,https://nsearchives.nseindia.com/corporate/BLUEDART_21072025193310_SEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489630_21072025073711_WEB.xml,21-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
INDIAMART INTERMESH LIMITED,INDIAMART,,Consumer Services,15794.27569,https://nsearchives.nseindia.com/corporate/INDIAMART_22052025135734_IndiaMART_BRSR_20052025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1446728_22052025015818_WEB.xml,22-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sanofi India Limited,SANOFI,,Healthcare,15702.8,https://nsearchives.nseindia.com/corporate/COSECSANOFI_22042025212248_SanofiAR2024BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1422807_22042025092323_WEB.xml,22-Apr-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NUVAMA WEALTH MANAGEMENT LIMITED,NUVAMA,,Financial Services,15674.2298,https://nsearchives.nseindia.com/corporate/NWML_29082025123548_SE_BRSR-24-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519027_29082025123602_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
RBL Bank Limited,RBLBANK,,Financial Services,15585.94288,https://nsearchives.nseindia.com/corporate/RBLBANK_30082025164010_RBLAR25BRSRpdf.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520044_30082025044021_WEB.xml,30-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NCC LIMITED,NCC,,Construction,15573.88775,https://nsearchives.nseindia.com/corporate/NCC_01082025172501_SubmissionofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500331_01082025052522_WEB.xml,01-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Concord Biotech Limited,CONCORDBIO,,Healthcare,15542.50622,https://nsearchives.nseindia.com/corporate/CONCORD_13082025150605_BRSRpdf.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1511063_13082025030617_WEB.xml,13-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
POLY MEDICURE LIMITED,POLYMED,,Healthcare,15529.54472,https://nsearchives.nseindia.com/corporate/POLYMED_04092025115512_BRSR_FY_2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522659_04092025115621_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Century Plyboards (India) Limited,CENTURYPLY,,Consumer Durables,15512.20848,https://nsearchives.nseindia.com/corporate/CENTURYPLY_26082025135823_CPIL_Reg34_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517531_26082025020212_WEB.xml,26-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sobha Limited,SOBHA,,Realty,15422.34044,https://nsearchives.nseindia.com/corporate/SOBHA_03072025120319_BRSR_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476751_03072025120342_WEB.xml,03-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Manappuram Finance Limited,MANAPPURAM,,Financial Services,15332.82104,https://nsearchives.nseindia.com/corporate/MANAPPURAM_21072025190408_NoticeARfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489532_21072025070431_WEB.xml,21-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Computer Age Management Services Limited,CAMS,,Financial Services,15281.85555,https://nsearchives.nseindia.com/corporate/Jaiganesh_13062025213908_CAMS_BRSR_2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1466637_13062025093918_WEB.xml,13-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Anand Rathi Wealth Limited,ANANDRATHI,,Financial Services,15215.44137,https://nsearchives.nseindia.com/corporate/ANANDRATHI_19062025122326_IntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468357_19062025122423_WEB.xml,01-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
DCM Shriram Limited,DCMSHRIRAM,,Diversified,15204.30723,https://nsearchives.nseindia.com/corporate/DCMSHRIRAM_16072025155812_BRSRSEINTIMATION2025SIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484270_16072025035824_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KARUR VYSYA BANK LIMITED,KARURVYSYA,,Financial Services,15042.78361,https://nsearchives.nseindia.com/corporate/KARURVYSYA_13082025154521_BRSR_NSE_BSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1511166_13082025034605_WEB.xml,13-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aditya Birla Sun Life AMC Limited,ABSLAMC,,Financial Services,14943.47898,https://nsearchives.nseindia.com/corporate/ABSLAMC_07072025180651_Aditya_Birla_Sun_Life_AMC_2024-25_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478269_07072025060724_WEB.xml,07-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Authum Investment & Infrastructure Limited,AIIL,,Financial Services,14909.83139,https://nsearchives.nseindia.com/corporate/Authum123_04092025224544_BRSRIntimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523268_04092025104623_WEB.xml,04-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
