ITC Limited (Paperboards Division),ITC Limited (Paperboards Division),52.0,1245000.0,99.5,28450.0,14.5
Indegene Limited,Indegene Limited,0.0,0.0,98.0,0.4,18.5
IndiGo (InterGlobe Aviation),IndiGo (InterGlobe Aviation),18.4,154200.0,68.0,1845.0,45.8
IndiaMART InterMESH Limited,IndiaMART InterMESH Limited,0.0,0.0,98.0,0.2,45.2
Indian Energy Exchange Limited,Indian Energy Exchange Limited,0.0,0.0,95.0,0.2,4.2
Indian Oil Corporation Limited,Indian Oil Corporation Limited,42.4,12450000.0,68.5,28450.0,124.0
Indian Renewable Energy Development Agency Limited,Indian Renewable Energy Development Agency Limited,0.0,0.0,0.0,0.0,1.4
Indus Towers Limited,Indus Towers Limited,0.0,12450.0,98.0,1.2,245.0
IndusInd Bank Limited,IndusInd Bank Limited,0.0,254000.0,94.0,5.8,124.0
Infibeam Avenues Limited,Infibeam Avenues Limited,0.0,0.0,98.0,0.4,14.5
Infosys Limited,Infosys Limited,46.2,0.0,,42.0,1245.0
Inox Wind Limited,Inox Wind Limited,10.0,1200.0,88.0,14.2,1.2
InterGlobe Aviation Limited,InterGlobe Aviation Limited,18.4,154200.0,68.0,1845.0,45.8
Ion Exchange India Limited,Ion Exchange India Limited,100.0,0.0,92.0,124.0,4.2
Ipca Laboratories Limited,Ipca Laboratories Limited,42.0,0.0,84.5,285.0,5.4
Ircon International Limited,Ircon International Limited,5.0,0.0,62.0,8.4,1.2
JAI BALAJI INDUSTRIES LIMITED,JAI BALAJI INDUSTRIES LIMITED,74.0,0.0,99.0,12.5,0.8
JAIPRAKASH POWER VENTURES LIMITED,JAIPRAKASH POWER VENTURES LIMITED,82.5,412000.0,99.5,14.2,2.1
JBM Auto Limited,JBM Auto Limited,14.0,4500.0,91.0,145.0,4.2
JINDAL STEEL  POWER LIMITED,JINDAL STEEL  POWER LIMITED,48.5,0.0,99.0,415.0,24.5
JK CEMENT LIMITED,JK CEMENT LIMITED,14.8,0.0,99.5,45800.0,4.2
JK LAKSHMI CEMENT LIMITED,JK LAKSHMI CEMENT LIMITED,12.5,0.0,98.0,14580.0,2.8
JK Paper,JK Paper,62.0,4120000.0,94.0,450.0,5.4
JK Tyre  Industries Limited,JK Tyre  Industries Limited,42.0,0.0,88.0,412.0,12.5
JK Tyre & Industries Limited,JK Tyre & Industries Limited,42.0,0.0,88.0,412.0,12.5
JM Financial Limited,JM Financial Limited,0.0,0.0,95.0,1.2,14.8
JSW Energy Limited,JSW Energy Limited,14.5,125400.0,99.5,14.0,8.4
JSW Infrastructure Limited,JSW Infrastructure Limited,22.0,0.0,82.0,45.2,5.8
JSW Steel Limited,JSW Steel Limited,38.4,0.0,99.5,1845.0,112.4
JUBILANT INGREVIA LIMITED,JUBILANT INGREVIA LIMITED,100.0,0.0,68.0,185.0,4.2
JYOTHY LABS LIMITED,JYOTHY LABS LIMITED,14.0,4500.0,78.0,14580.0,1.4
JYOTI CNC AUTOMATION LIMITED,JYOTI CNC AUTOMATION LIMITED,12.0,0.0,92.0,14.5,4.2
Jindal Saw Limited,Jindal Saw Limited,14.5,0.0,92.0,18.4,1.2
Jindal Stainless Limited,Jindal Stainless Limited,22.5,0.0,99.5,145.0,12.5
Jio Financial Services Limited,Jio Financial Services Limited,0.0,0.0,98.0,0.8,145.0
Jubilant FoodWorks Limited,Jubilant FoodWorks Limited,15.0,12450.0,65.0,18450.0,2.1
Jubilant Pharmova Limited,Jubilant Pharmova Limited,100.0,0.0,82.0,285.0,8.4
Juniper Hotels Limited,Juniper Hotels Limited,85.0,0.0,68.0,12.4,1.4
Jupiter Life Line Hospitals Limited,Jupiter Life Line Hospitals Limited,38.0,4500.0,22.0,18.4,12.5
Jupiter Wagons Limited,Jupiter Wagons Limited,14.5,4200.0,88.0,12.0,0.8
Just Dial Limited,Just Dial Limited,0.0,0.0,98.0,0.4,45.2
K.P.R. MILL LIMITED,K.P.R. MILL LIMITED,100.0,0.0,98.0,145.0,1.4
KARUR VYSYA BANK LIMITED,KARUR VYSYA BANK LIMITED,0.0,0.0,88.0,2.8,112.4
KEC International Limited,KEC International Limited,14.2,4500.0,92.0,215.0,4.2
KEI INDUSTRIES LIMITED,KEI INDUSTRIES LIMITED,10.5,1240.0,94.5,412.0,1.8
KFin Technologies Limited,KFin Technologies Limited,0.0,0.0,98.0,0.4,45.2
KIOCL (Kudremukh Iron Ore Company),KIOCL (Kudremukh Iron Ore Company),82.0,0.0,68.0,8.4,1.4
KIOCL Limited,KIOCL Limited,82.0,0.0,68.0,8.4,2.1
KNR Constructions Limited,KNR Constructions Limited,5.0,0.0,42.0,4.2,0.6
KOTAK MAHINDRA BANK LIMITED,KOTAK MAHINDRA BANK LIMITED,0.0,412000.0,92.0,14.5,1250.0
KPI GREEN ENERGY LIMITED,KPI GREEN ENERGY LIMITED,0.0,0.0,78.0,1.2,8.4
KPIT Technologies Limited,KPIT Technologies Limited,38.0,0.0,94.0,0.8,85.2
KPR MILL LIMITED,KPR MILL LIMITED,100.0,0.0,98.0,145.0,1.4
Kajaria Ceramics Limited,Kajaria Ceramics Limited,42.5,0.0,95.0,185.0,2.1
Kalpataru Projects International Limited,Kalpataru Projects International Limited,12.0,4200.0,88.0,84.0,14.5
Kalyan Jewellers India Limited,Kalyan Jewellers India Limited,0.0,0.0,92.0,45.2,2.8
Kalyani Steels,Kalyani Steels,74.0,0.0,99.5,12.5,1.4
Kaynes Technology India Limited,Kaynes Technology India Limited,14.0,0.0,82.0,12.5,45.8
Keystone Realtors Limited,Keystone Realtors Limited,82.0,0.0,65.0,4.2,0.8
Kirloskar Brothers Limited,Kirloskar Brothers Limited,22.5,0.0,94.0,42.0,2.1
Kirloskar Oil Engines Limited,Kirloskar Oil Engines Limited,18.5,0.0,91.0,124.0,5.4
Krishna Institute of Medical Sciences Limited,Krishna Institute of Medical Sciences Limited,32.0,12450.0,18.5,14.2,12.5
L&T Finance Limited,L&T Finance Limited,0.0,0.0,95.0,1.2,45.2
LAURUS LABS LIMITED,LAURUS LABS LIMITED,45.0,0.0,82.5,185.0,4.2
LIC Housing Finance Limited,LIC Housing Finance Limited,0.0,0.0,95.0,0.8,14.5
LT Technology Services Limited,LT Technology Services Limited,38.0,0.0,95.0,1.2,85.2
LTIMindtree Limited,LTIMindtree Limited,45.2,0.0,,1.4,1480.0
Larsen & Toubro Limited,Larsen & Toubro Limited,22.4,124500.0,,415.0,112.4
Latent View Analytics Limited,Latent View Analytics Limited,0.0,0.0,98.0,0.4,12.4
Lemon Tree Hotels Limited,Lemon Tree Hotels Limited,85.0,0.0,62.0,18.4,2.8
Life Insurance Corporation of India,Life Insurance Corporation of India,0.0,1245000.0,92.0,24.5,1485.0
Linde India Limited,Linde India Limited,14.2,12500.0,78.0,12.5,1.4
Lloyds Metals and Energy Limited,Lloyds Metals and Energy Limited,82.0,0.0,99.5,14.2,2.1
Lupin Limited,Lupin Limited,42.0,0.0,84.5,1245.0,12.8
