Company_Name,Revenue_INR,XBRL_Tag,Unit,Decimals,Source,FY_Year,Confidence,Candidates_Found,Revenue_Cr
UltraTech Cement Limited,708570000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,70857.0
UNION BANK OF INDIA,1275388900000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,127538.89
UNITED BREWERIES LIMITED,225056359701.54,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,22505.635970154002
United Spirits Limited,267800000000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,10,26780.0
Uno Minda Limited,124699780756.06,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,2,BRSR XBRL,2023-24,High,11,12469.978075605999
UPL LIMITED,126720000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,11,12672.0
Usha Martin Limited,21710616956.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,2171.0616956
UTI Asset Management Company Limited,14564446088.94,Turnover,INR,2,BRSR XBRL,2023-24,High,4,1456.444608894
V-GUARD INDUSTRIES LIMITED,53088669608.36,Turnover,INR,2,BRSR XBRL,2023-24,High,3,5308.866960836
VALOR ESTATE LIMITED,16094119000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1609.4119
Varroc Engineering Limited,773050000000.0,AmountOfTotalSalesToDealersOrDistributors,INR,0,BRSR XBRL,2023-24,High,11,77305.0
Varun Beverages Limited,143486010695.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,9,14348.6010695
Vedanta Limited,1529680000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,152968.0
Vedant Fashions Limited,13864825398.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,1386.4825398
Vesuvius India Limited,186340000000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,18634.0
Vinati Organics Limited,22481000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,2248.1
VIP INDUSTRIES LIMITED,26575215640.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,2657.521564
Vodafone Idea Limited,431572244213.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,10,43157.2244213
Voltamp Transformers Limited,19342303241.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1934.2303241
Voltas Limited,112955798456.46,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,11295.579845646002
Waaree Renewable Technologies Limited,15974614000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,1597.4614
Welspun Corp Limited,90817800000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,9,9081.78
Welspun Living Limited,87722593197.78,Turnover,INR,2,BRSR XBRL,2023-24,High,5,8772.259319778
Westlife Foodworld Limited,24911923030.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,2491.192303
Whirlpool of India Limited,74208000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,7420.8
Wipro Limited,890884000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,89088.4
Wockhardt Limited,26930000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,2693.0
YES Bank Limited,367517730547.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,36751.7730547
Zee Entertainment Enterprises Limited,115334000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,11533.4
ZENSAR TECHNOLOGIES LIMITED,52806000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,5280.6
Zen Technologies Limited,9306671722.7,Turnover,INR,1,BRSR XBRL,2023-24,High,7,930.66717227
ZF Commercial Vehicle Control Systems India Limited,38041000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,9,3804.1
Zydus Lifesciences Limited,225738000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,9,22573.8
Zydus Wellness Limited,27089000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,2708.9
