Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Data_Tier,Estimated
HDFC Bank Limited,EST_14,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_15,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_16,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_17,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_18,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_19,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_20,Office,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_21,Data Center,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
HDFC Bank Limited,EST_22,Branch,"Estimated facility - HDFC Bank House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_1,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_2,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_3,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_4,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_5,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_6,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_7,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_8,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_9,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_10,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_11,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_12,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_13,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_14,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_15,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_16,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_17,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_18,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_19,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_20,Office,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_21,Data Center,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
ICICI Bank Limited,EST_22,Branch,"Estimated facility - ICICI Bank Tower, Near Chakli Circle, Old Padra Road, Vadodara, Gujarat 390007",Vadodara,Gujarat,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_1,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_2,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_3,Data Center,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_4,Store,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_5,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_6,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_7,Data Center,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_8,Store,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_9,Office,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
Bharti Airtel Limited,EST_10,Tower,"Estimated facility - Airtel Centre, Plot No. 16, Udyog Vihar, Phase-IV, Gurugram, Haryana- 122 015, India",Gurugram,Haryana,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_1,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_2,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_3,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_4,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_5,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_6,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_7,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_8,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_9,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_10,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_11,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_12,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_13,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_14,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_15,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_16,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_17,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_18,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_19,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_20,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_21,Data Center,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_22,Branch,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
STATE BANK OF INDIA,EST_23,Office,"Estimated facility - State Bank of India, State Bank Bhavan, Corporate
Centre, Madame Cama Road, Nariman Point,
Mumbai, Maharashtra - 400021, India",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Infosys Limited,EST_1,Office,"Estimated facility - Electronics City, Hosur Road, Bengaluru, Karnataka 560 100, India",Hosur,Karnataka,India,Imputation_Estimated,Tier_3,True
Infosys Limited,EST_2,Data Center,"Estimated facility - Electronics City, Hosur Road, Bengaluru, Karnataka 560 100, India",Hosur,Karnataka,India,Imputation_Estimated,Tier_3,True
Infosys Limited,EST_3,Development Center,"Estimated facility - Electronics City, Hosur Road, Bengaluru, Karnataka 560 100, India",Hosur,Karnataka,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_1,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_2,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_3,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_4,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_5,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_6,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_7,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_8,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_9,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_10,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_11,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_12,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_13,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_14,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_15,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_16,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_17,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_18,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_19,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_20,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_21,Data Center,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_22,Branch,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Life Insurance Corporation of India,EST_23,Office,"Estimated facility - Central Office- Yogakshema, J.B. Marg, Nariman Point, Mumbai- 400021",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_1,Factory,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_2,Warehouse,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_3,Distribution Center,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_4,Office,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_5,Factory,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_6,Warehouse,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_7,Distribution Center,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_8,Office,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_9,Factory,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_10,Warehouse,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_11,Distribution Center,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_12,Office,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
Hindustan Unilever Limited,EST_13,Factory,"Estimated facility - Unilever House, B. D. Sawant Marg, Chakala, Andheri (East),Mumbai-400099",Mumbai,Maharashtra,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_1,Factory,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_2,Warehouse,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_3,Distribution Center,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_4,Office,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_5,Factory,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_6,Warehouse,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_7,Distribution Center,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_8,Office,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_9,Factory,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
ITC Limited,EST_10,Warehouse,"Estimated facility - Virginia House, 37 Jawaharlal Nehru Road, Kolkata 700 071",Kolkata,West Bengal,India,Imputation_Estimated,Tier_3,True
