Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag
Gujarat State Petronet Limited,Oil & Gas,Bangalore,Karnataka,18433.0,0.48,0.0971185610539406,0.0154274999999999,0.0025289919875164,0.0154274999999999,0.0179564919875163,0.2843751074999981,Tier 2,75%,1269.33,6493.71,611.63,38822.0,63.34,0.0,8374.67,454.33,2106.11,3.44,0.0,OK
HCL Technologies Limited,Information Technology,Chennai,Tamil Nadu,109913.0,0.52,0.0009696637386769,0.000396,4.587493236577912e-06,0.000396,0.0004005874932365,0.043525548,Tier 2,75%,12900.5,109074.02,269567.38,849928.34,1803.01,0.0,391541.9,3562.29,7732.74,16.4,0.0,OK
HDFC Asset Management Company Limited,Financial Services,Kolkata,West Bengal,3162.0,0.58,0.0011797441546504,0.000297,0.000216398358538,0.000297,0.000513398358538,0.000939114,Tier 2,75%,441.0,3023.0,9025.0,22305.0,5.86,,12489.0,3949.72,7054.08,1.85,,OK
HDFC Bank Limited,Financial Services,Hyderabad,Telangana,285234.0,0.45,0.0011797441546504,0.000297,1.861225764083805e-06,0.000297,0.000298861225764,0.084714498,Tier 2,75%,77999.5,284877.91,230310.04,2602703.66,4073.1,0.0,593187.45,2079.65,9124.8,14.28,0.0,OK
HDFC Life Insurance Company Limited,Financial Services,Pune,Maharashtra,109503.0,0.42,0.0011797441546504,0.000297,4.52492210216312e-06,0.000297,0.0003015249221021,0.032522391,Tier 2,75%,226.9,11870.3,21996.0,499415.5,35.3,,34093.2,311.34,4560.75,0.32,,OK
HEG Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2389.0,0.51,0.0374641669027132,0.005225,0.0079977920135553,0.005225,0.0132227920135553,0.012482525,Tier 2,75%,178393.0,306219.0,360639.0,394428.0,4751.3027,0.0,845251.0,353809.54,165101.72,1988.82,0.0,OK
HERO MOTOCORP LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,37456.0,0.55,0.0374641669027132,0.005225,0.0005501199219482,0.005225,0.0057751199219482,0.1957075999999999,Tier 2,75%,19938.0,70547.0,18940829.0,784577.0,19076.13,0.0,19031314.0,508097.87,20946.63,509.29,0.0,OK
HFCL Limited,Chemicals & Fertilizers,Delhi,Delhi,4465.0,0.62,0.0374641669027132,0.005225,0.0052021911488649,0.005225,0.0104271911488649,0.0233296249999999,Tier 2,75%,3572.0,19842.0,73611.0,165802.0,1377.24,0.0,97025.0,21730.12,37133.71,308.45,0.0,OK
HINDALCO INDUSTRIES LIMITED,Steel & Iron,Bangalore,Karnataka,215962.0,0.48,0.0840934065650114,0.0096249999999999,0.000186907118619,0.0096249999999999,0.0098119071186189,2.078634249999978,Tier 2,75%,25200000.0,410000.0,2250000.0,76570000.0,9529354.67,0.0,27860000.0,129004.18,354553.12,44125.15,0.0,OK
HINDUSTAN AERONAUTICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,30381.0,0.52,0.0374641669027132,0.005225,0.0006412352058658,0.005225,0.0058662352058658,0.158740725,Tier 2,75%,75808.0,106510.0,,14681052.0,18286.26,0.0,182318.0,6001.05,483231.36,601.9,0.0,OK
HINDUSTAN COPPER LIMITED,Steel & Iron,Kolkata,West Bengal,1720.0,0.58,0.0840934065650114,0.0096249999999999,0.0283570789579689,0.0096249999999999,0.0379820789579688,0.0165549999999998,Tier 2,75%,9186.43,107638.0,0.0,11420715.0,3200997.216,0.0,116824.43,67921.18,6639950.58,1861044.89,0.0,OUTLIER - VERIFY
HONEYWELL AUTOMATION INDIA LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,4020.0,0.45,0.0374641669027132,0.005225,0.0041937500264231,0.005225,0.0094187500264231,0.0210045,Tier 2,75%,232.09,3772.93,0.0,32455.0,191.175,0.0,4005.02,996.27,8073.38,47.56,0.0,OK
Happiest Minds Technologies Limited,Information Technology,Pune,Maharashtra,1710.0,0.42,0.0009696637386769,0.000396,0.0002381630235346,0.000396,0.0006341630235346,0.00067716,Tier 2,75%,1012.0,2872.0,4672.0,71618.6,149.29,5.6,8556.0,5003.51,41882.22,87.3,5.6,OK
Happy Forgings Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1330.0,0.51,0.0374641669027132,0.005225,0.0143659587371306,0.005225,0.0195909587371306,0.0069492499999999,Tier 2,75%,8771.0,96761.0,,260263.0,27341.96,0.0,105532.0,79347.37,195686.47,20557.86,0.0,OK
Hindustan Petroleum Corporation Limited,Oil & Gas,Mumbai,Maharashtra,461638.0,0.55,0.0971185610539406,0.0154274999999999,0.0001157079975644,0.0154274999999999,0.0155432079975643,7.121920244999954,Tier 2,75%,5513044.0,1199251.0,143923201.0,56497276.0,134594.2,0.0,150635496.0,326306.53,122384.37,291.56,0.0,OK
Hindustan Unilever Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,60469.0,0.62,0.0144770016599194,0.003465,0.0001484354136689,0.003465,0.0036134354136689,0.209525085,Tier 2,75%,8944.0,0.0,11337855.0,2907721.0,90977.0,0.0,11346799.0,187646.55,48086.14,1504.52,0.0,OK
Hindustan Zinc Limited,Steel & Iron,Bangalore,Karnataka,28932.0,0.48,0.0840934065650114,0.0096249999999999,0.0013951622822896,0.0096249999999999,0.0110201622822895,0.278470499999997,Tier 2,75%,4467830.0,385798.0,1539762.0,27756734.0,19756818.0,0.0,6393390.0,220979.88,959378.34,682870.8,0.0,OK
Hitachi Energy India Limited,Power Generation,Chennai,Tamil Nadu,5246.0,0.52,0.1562256571307733,0.0054449999999999,0.0154855779085021,0.0054449999999999,0.020930577908502,0.0285644699999994,Tier 2,75%,4447.0,0.0,729348.61,367776.0,8968.31,,733795.61,139877.17,70105.99,1709.55,,OK
Home First Finance Company India Limited,Financial Services,Kolkata,West Bengal,1154.0,0.58,0.0011797441546504,0.000297,0.0005929390032038,0.000297,0.0008899390032038,0.000342738,Tier 2,75%,16.47,781.15,,2151.7,0.0,,797.62,691.18,1864.56,0.0,,OK
Honasa Consumer Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1920.0,0.45,0.0374641669027132,0.005225,0.0087806641178234,0.005225,0.0140056641178234,0.010032,Tier 2,75%,79.2,988.79,,430.0,162.45,,1067.99,556.24,223.96,84.61,,OK
ICICI Bank Limited,Financial Services,Pune,Maharashtra,178433.0,0.42,0.0011797441546504,0.000297,2.7769109130775587e-06,0.000297,0.000299776910913,0.052994601,Tier 2,75%,26337.16,120039.73,133459.49,1573448.0,334.61,,279836.38,1568.3,8818.14,1.88,,OK
ICICI Lombard General Insurance Company Limited,Financial Services,Ahmedabad,Gujarat,19165.0,0.51,0.0011797441546504,0.000297,3.139418308748782e-05,0.000297,0.0003283941830874,0.005692005,Tier 2,75%,1424.92,5875.87,5660.4,186490.76,76.81,,12961.19,676.29,9730.8,4.01,,OK
ICICI Prudential Life Insurance Company Limited,Financial Services,Mumbai,Maharashtra,82883.0,0.55,0.0011797441546504,0.000297,7.828617268411134e-06,0.000297,0.0003048286172684,0.024616251,Tier 2,75%,759.0,6579.0,18062.0,158792.0,42.68,,25400.0,306.46,1915.86,0.51,,OK
IDBI Bank Limited,Financial Services,Delhi,Delhi,30037.0,0.62,0.0011797441546504,0.000297,2.435134586953584e-05,0.000297,0.0003213513458695,0.008920989,Tier 2,75%,2360.87,57763.14,1573.92,333091.94,408.71,,61697.93,2054.06,11089.39,13.61,,OK
IDFC FIRST Bank Limited,Financial Services,Bangalore,Karnataka,34221.0,0.48,0.0011797441546504,0.000297,1.654765185798755e-05,0.000297,0.0003135476518579,0.010163637,Tier 2,75%,19417.16,42284.12,42680.95,580914.84,799.8,,104382.23,3050.24,16975.39,23.37,,OK
IFCI Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,2216.0,0.52,0.0374641669027132,0.005225,0.0087912305006366,0.005225,0.0140162305006366,0.0115786,Tier 2,75%,,,,530.0,0.0,,,,239.17,0.0,,PARTIAL ENV DATA
IIFL Finance Limited,Financial Services,Kolkata,West Bengal,10490.0,0.58,0.0011797441546504,0.000297,6.522894277380667e-05,0.000297,0.0003622289427738,0.00311553,Tier 2,75%,23.65,12360.26,21818.79,94906.0,34.46,,34202.7,3260.51,9047.28,3.29,,OK
INDIAN OVERSEAS BANK,Financial Services,Hyderabad,Telangana,29142.0,0.45,0.0011797441546504,0.000297,1.82171734813218e-05,0.000297,0.0003152171734813,0.008655174,Tier 2,75%,5675.71,60842.54,0.0,250019.55,11.36,,66518.25,2282.56,8579.35,0.39,,OK
INDIAN RAILWAY FINANCE CORPORATION LIMITED,Financial Services,Pune,Maharashtra,27507.14285714286,0.42,0.0011797441546504,0.000297,1.801323196402065e-05,0.000297,0.000315013231964,0.0081696214285714,Tier 2,75%,20.97,77.77,,496.8,0.0805,,98.74,3.59,18.06,0.0,,OK
INOX India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1159.0,0.51,0.0374641669027132,0.005225,0.016485526419658,0.005225,0.021710526419658,0.0060557749999999,Tier 2,75%,715.68,9549.87,,112930.86,3406.398,0.0,10265.55,8857.25,97438.19,2939.08,0.0,OK
INTELLECT DESIGN ARENA LIMITED,Chemicals & Fertilizers,Mumbai,Maharashtra,2513.0,0.55,0.0374641669027132,0.005225,0.0081994794255838,0.005225,0.0134244794255838,0.013130425,Tier 2,75%,466.38,2828.91,471.62,42991.06,111.945,0.0,3766.91,1498.97,17107.47,44.55,0.0,OK
IRB Infrastructure Developers Limited,Cement Manufacturing,Delhi,Delhi,7406.0,0.62,0.0777832037429109,0.0033,0.0065116913746428,0.0033,0.0098116913746428,0.0244397999999999,Tier 2,75%,82256.49,45835.77,37062.12,1706929.68,745297.75,0.0,165154.38,22300.08,230479.3,100634.32,0.0,OK
ISGEC Heavy Engineering Limited,Chemicals & Fertilizers,Bangalore,Karnataka,6111.0,0.48,0.0374641669027132,0.005225,0.0029426935220589,0.005225,0.0081676935220589,0.031929975,Tier 2,75%,13919.6,33321.1,,255878.0,10077.2,0.0,47240.7,7730.44,41871.71,1649.03,0.0,OK
ITC Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,70919.0,0.52,0.0144770016599194,0.003465,0.000106149845079,0.003465,0.003571149845079,0.245734335,Tier 2,75%,1101.0,153.0,1062.0,31200000.0,722010.0,7.8,2316.0,15.52475359212623,439938.5214117514,10180.769610400597,7.8,OK
Indegene Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2590.0,0.58,0.0374641669027132,0.005225,0.0083896589975187,0.005225,0.0136146589975187,0.0135327499999999,Tier 2,75%,197.03,273.14,,2638.04,18.0114,0.0,470.17,181.53,1018.55,6.95,0.0,OK
Indian Energy Exchange Limited,Power Generation,Hyderabad,Telangana,535.0,0.45,0.1562256571307733,0.0054449999999999,0.1314047583342953,0.0054449999999999,0.1368497583342952,0.0029130749999999,Tier 2,75%,44.15,445.0,174.74,581.0,0.0,,663.89,1240.92,1085.98,0.0,,OK
Indian Oil Corporation Limited,Oil & Gas,Pune,Maharashtra,866345.0,0.42,0.0971185610539406,0.0154274999999999,4.7082623715327095e-05,0.0154274999999999,0.0154745826237152,13.365537487499912,Tier 2,75%,21240000.0,1290000.0,353880000.0,117305900.0,464362.0,0.25,376410000.0,434480.49,135403.22,536.0,0.25,OK
Indian Renewable Energy Development Agency Limited,Power Generation,Ahmedabad,Gujarat,6755.291479820628,0.51,0.1562256571307733,0.0054449999999999,0.0117944703607089,0.0054449999999999,0.0172394703607088,0.0367825621076226,Tier 2,75%,21.74,541.18,,14102.07,0.0,,562.92,83.33,2087.56,0.0,,OK
Indus Towers Limited,Information Technology,Mumbai,Maharashtra,28690.0,0.55,0.0009696637386769,0.000396,1.858888310464605e-05,0.000396,0.0004145888831046,0.0113612399999999,Tier 2,75%,691756.0,6727950.0,2489309.0,334772.0,65360.0,0.0,9909015.0,345382.19,11668.6,2278.15,0.0,OK
IndusInd Bank Limited,Financial Services,Delhi,Delhi,55144.0,0.62,0.0011797441546504,0.000297,1.3264206003975916e-05,0.000297,0.0003102642060039,0.016377768,Tier 2,75%,20424.64,66311.97,19956.0,548048.0,48.37,,106692.61,1934.8,9938.49,0.88,,OK
Infibeam Avenues Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3171.0,0.48,0.0374641669027132,0.005225,0.0056710186418487,0.005225,0.0108960186418487,0.016568475,Tier 2,75%,,,,0.0,0.0,,,57.39514348785872,11768.527278461053,103.12204351939451,,OK
Infosys Limited,Information Technology,Chennai,Tamil Nadu,153670.0,0.52,0.0009696637386769,0.000396,3.281220434124996e-06,0.000396,0.0003992812204341,0.0608533199999999,Tier 2,75%,8745.0,38586.0,179370.0,2085580.0,11689.77,0.0,226701.0,1475.25,13571.81,76.07,0.0,OK
Inox Wind Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1743.0,0.58,0.0374641669027132,0.005225,0.0124665615625781,0.005225,0.0176915615625781,0.009107175,Tier 2,75%,250.0,2444.0,,43590.0,1759.68,0.0,2694.0,1545.61,25008.61,1009.57,0.0,OK
InterGlobe Aviation Limited,Transportation & Logistics,Hyderabad,Telangana,68904.0,0.45,0.065,0.0125,0.0004245036572622,0.0125,0.0129245036572622,0.8613000000000001,Tier 2,75%,9706392.55,10990.77,2917844.0,89715.2,10846.19,0.0,12635227.32,141027.8503425055,1302.0289097875304,157.40740740740742,0.0,OK
Ion Exchange India Limited,Chemicals & Fertilizers,Pune,Maharashtra,2425.0,0.42,0.0374641669027132,0.005225,0.00648863921614,0.005225,0.01171363921614,0.012670625,Tier 2,75%,3591.0,10530.0,,323100.0,16236.035,0.0,14121.0,5823.09,133237.11,6695.27,0.0,OK
Ipca Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,7738.0,0.51,0.0374641669027132,0.005225,0.0024692071750302,0.005225,0.0076942071750302,0.0404310499999999,Tier 2,75%,169992.0,124512.0,287887.0,1021221.0,37813.0,0.0,582391.0,75263.76,131974.8,4886.66,0.0,OK
Ircon International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,12351.0,0.55,0.0374641669027132,0.005225,0.0016683095940808,0.005225,0.0068933095940808,0.064533975,Tier 2,75%,52849.92,6744.06,,4088380.4,16.06,0.0,59593.98,4825.03,331016.14,1.3,0.0,OK
JAI BALAJI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,6351.0,0.62,0.0374641669027132,0.005225,0.0036573426987375,0.005225,0.0088823426987375,0.033183975,Tier 2,75%,2796666.0,378270.0,,1435377.0,318224.25,0.0,3174936.0,499911.2,226008.03,50106.16,0.0,OK
JAIPRAKASH POWER VENTURES LIMITED,Power Generation,Bangalore,Karnataka,6762.0,0.48,0.1562256571307733,0.0054449999999999,0.0110896651024506,0.0054449999999999,0.0165346651024505,0.0368190899999993,Tier 2,75%,7845953.0,373458.0,,26240542.0,2509222.098,0.0,8219411.0,1215529.58,3880588.88,371076.91,0.0,OK
JBM Auto Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5009.0,0.52,0.0374641669027132,0.005225,0.0038892726670814,0.005225,0.0091142726670814,0.0261720249999999,Tier 2,75%,4180.0,70817.75,,393365.58,83629.23,0.0,74997.75,14972.6,78531.76,16695.79,0.0,OK
JINDAL STEEL  POWER LIMITED,Steel & Iron,Kolkata,West Bengal,52713.0,0.58,0.0840934065650114,0.0096249999999999,0.0009252779353803,0.0096249999999999,0.0105502779353802,0.5073626249999947,Tier 2,75%,21.49,1.01,,22.0,10074263.21,0.0,22.5,0.43,0.42,191115.35,0.0,OK
JK CEMENT LIMITED,Cement Manufacturing,Hyderabad,Telangana,11470.0,0.45,0.0777832037429109,0.0033,0.0030516514110121,0.0033,0.0063516514110121,0.0378509999999999,Tier 2,75%,10472587.0,420227.0,1452883.0,3251616.0,10540.88,2.66,12345697.0,67726.93984306887,1689526.503923278,284.9171752397559,2.66,OK
JK LAKSHMI CEMENT LIMITED,Cement Manufacturing,Pune,Maharashtra,6432.0,0.42,0.0777832037429109,0.0033,0.0050791271100781,0.0033,0.0083791271100781,0.0212256,Tier 2,75%,7007134.0,237401.5,80371.29,1522439.0,23316.28,0.0,7324906.79,1138822.57,236697.61,3625.04,0.0,OK
JK Tyre  Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,14810.0,0.51,0.0374641669027132,0.005225,0.0012901232356774,0.005225,0.0065151232356774,0.07738225,Tier 2,75%,99676.1,87847.55,136967.2,555274.0,33330.66,0.0,324490.85000000003,21910.25,37493.18,2250.55,0.0,OK
JM Financial Limited,Financial Services,Mumbai,Maharashtra,1037.0,0.55,0.0011797441546504,0.000297,0.0006257080858801,0.000297,0.0009227080858801,0.000307989,Tier 2,75%,8.03,438.49,533.53,4499.34,2.47,,980.05,945.08,4338.8,2.38,,OK
JSW Energy Limited,Power Generation,Delhi,Delhi,11486.0,0.62,0.1562256571307733,0.0054449999999999,0.008432866743956,0.0054449999999999,0.0138778667439559,0.0625412699999988,Tier 2,75%,20522777.86,36661.4,2664131.43,126678383.13,2154531.928,0.0,23223570.69,1789956.3816820479,11028938.098554764,187578.8786348598,0.0,OUTLIER - VERIFY
JSW Infrastructure Limited,Steel & Iron,Bangalore,Karnataka,3727.0,0.48,0.0840934065650114,0.0096249999999999,0.0108303823856199,0.0096249999999999,0.0204553823856198,0.0358723749999996,Tier 2,75%,29642.0,81996.0,63449.0,490404.0,43429.6151,0.0,175087.0,46978.0,131581.43,11652.7,0.0,OK
JSW Steel Limited,Steel & Iron,Chennai,Tamil Nadu,175012.0,0.52,0.0840934065650114,0.0096249999999999,0.0002498604176502,0.0096249999999999,0.0098748604176501,1.6844904999999823,Tier 2,75%,53100751.63,1653056.65,8693479.0,95735450.66,19109339.3468,0.0,63447287.28,362531.07,547022.21,109188.74,0.0,OK
JUBILANT INGREVIA LIMITED,Chemicals & Fertilizers,Kolkata,West Bengal,4130.0,0.58,0.0374641669027132,0.005225,0.0052613115747151,0.005225,0.0104863115747151,0.0215792499999999,Tier 2,75%,657.4,79.11,,2990134.0,149352.19,0.0,736.51,178.33,724003.39,36162.76,0.0,OK
JYOTHY LABS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,2757.0,0.45,0.0144770016599194,0.003465,0.0023629491283872,0.003465,0.0058279491283872,0.009553005,Tier 2,75%,16289.0,17486.0,,283880.0,2008.22,0.0,33775.0,12250.63,102966.99,728.41,0.0,OK
JYOTI CNC AUTOMATION LIMITED,Chemicals & Fertilizers,Pune,Maharashtra,1615.0,0.42,0.0374641669027132,0.005225,0.0097430031573619,0.005225,0.0149680031573619,0.008438375,Tier 2,75%,0.0,0.0,,13906.0,143.377,0.0,0.0,0.0,8610.53,88.78,0.0,OK
Jindal Stainless Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,38562.0,0.51,0.0374641669027132,0.005225,0.0004954806576521,0.005225,0.0057204806576521,0.2014864499999999,Tier 2,75%,2995798.0,622511.0,3216693.0,15077894.0,1945438.27,0.0,6835002.0,177247.08,391003.94,50449.62,0.0,OK
Jio Financial Services Limited,Financial Services,Mumbai,Maharashtra,1854.0,0.55,0.0011797441546504,0.000297,0.0003499780394054,0.000297,0.0006469780394054,0.000550638,Tier 2,75%,0.0,128.0,0.0,1812.0,3.511,,128.0,69.04,977.35,1.89,,OK
Jubilant FoodWorks Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,5417.0,0.62,0.0144770016599194,0.003465,0.0016569579156636,0.003465,0.0051219579156636,0.018769905,Tier 2,75%,48316.0,123068.0,,137266.0,1167.35726,0.0,171384.0,31638.18,25339.86,215.5,0.0,OK
Jubilant Pharmova Limited,Chemicals & Fertilizers,Bangalore,Karnataka,7088.0,0.48,0.0374641669027132,0.005225,0.0025370767654207,0.005225,0.0077620767654207,0.0370348,Tier 2,75%,10084.0,64219.0,527407.0,532922.0,9854.09,0.0,601710.0,84891.37,75186.51,1390.25,0.0,OK
Juniper Hotels Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,1939.0,0.52,0.0374641669027132,0.005225,0.0100471205721561,0.005225,0.0152721205721561,0.0101312749999999,Tier 2,75%,1833.8,25392.58,0.0,560602.0,585.51,0.0,27226.38,945.3326456936564,289119.1335740072,301.7019082001031,0.0,OK
Jupiter Life Line Hospitals Limited,Financial Services,Kolkata,West Bengal,1060.0,0.58,0.0011797441546504,0.000297,0.0006455203865068,0.000297,0.0009425203865068,0.00031482,Tier 2,75%,92.57,6664.12,,182390.1,462.45,0.0,6756.69,6374.24,172066.13,436.27,0.0,OK
Jupiter Wagons Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3644.0,0.45,0.0374641669027132,0.005225,0.0046264750565919,0.005225,0.0098514750565919,0.0190399,Tier 2,75%,9577.83,38087.49,592410.41,158025.0,14237.79,0.0,640075.73,175651.96,43365.81,3907.19,0.0,OK
Just Dial Limited,Information Technology,Pune,Maharashtra,1034.0,0.42,0.0009696637386769,0.000396,0.0003938672826347,0.000396,0.0007898672826347,0.000409464,Tier 2,75%,35.0,7261.0,,0.0,9.38,,7296.0,7056.09,0.0,9.07,,OK
KARUR VYSYA BANK LIMITED,Financial Services,Ahmedabad,Gujarat,9859.0,0.51,0.0011797441546504,0.000297,6.102743877388215e-05,0.000297,0.0003580274387738,0.002928123,Tier 2,75%,543.92,21099.39,0.0,122459.36,174.81,,21643.31,2195.28,12421.07,17.73,,OK
KEC International Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,19914.0,0.55,0.0374641669027132,0.005225,0.0010347138594201,0.005225,0.0062597138594201,0.10405065,Tier 2,75%,61095.06,35442.83,0.0,1728858.92,36175.34,0.0,96537.89,4847.74,86816.26,1816.58,0.0,OK
KEI INDUSTRIES LIMITED,Chemicals & Fertilizers,Delhi,Delhi,8104.0,0.62,0.0374641669027132,0.005225,0.0028662121766636,0.005225,0.0080912121766636,0.0423433999999999,Tier 2,75%,7297.46,79336.47,336735.4,102582.0,13913.1809,0.0,423369.33,52242.02,12658.19,1716.83,0.0,OK
KFin Technologies Limited,Information Technology,Bangalore,Karnataka,837.0,0.48,0.0009696637386769,0.000396,0.0005560795633989,0.000396,0.0009520795633989,0.000331452,Tier 2,75%,16.8,3182.04,265.05,7624.96,17.89,0.0,3463.8900000000003,4138.46,9109.87,21.37,0.0,OK
KIOCL Limited,Steel & Iron,Chennai,Tamil Nadu,1822.0,0.52,0.0840934065650114,0.0096249999999999,0.0240003136189933,0.0096249999999999,0.0336253136189932,0.0175367499999998,Tier 2,75%,156229.0,37833.0,,500540.0,270.48,0.0,194062.0,150091.10867178923,274720.08781558723,148.18880351262348,0.0,OK
KNR Constructions Limited,Cement Manufacturing,Kolkata,West Bengal,3176.0,0.58,0.0777832037429109,0.0033,0.0142047412376852,0.0033,0.0175047412376852,0.0104808,Tier 2,75%,183389.74,7580.66,,5169504.0,11111.13,0.0,190970.4,60129.22,1627677.58,3498.47,0.0,OK
KOTAK MAHINDRA BANK LIMITED,Financial Services,Hyderabad,Telangana,86178.0,0.45,0.0011797441546504,0.000297,6.160329429699924e-06,0.000297,0.0003031603294296,0.025594866,Tier 2,75%,14701.1,87287.2,42397.1,263789.9,1536.79,,144385.4,419.09768154285314,16310.171969644223,13.773816983452853,,OK
KPI GREEN ENERGY LIMITED,Power Generation,Pune,Maharashtra,1023.0,0.42,0.1562256571307733,0.0054449999999999,0.0641395659774435,0.0054449999999999,0.0695845659774434,0.0055702349999998,Tier 2,75%,445.15,288.42,,1687.98,0.0,,733.5699999999999,717.08,1650.03,0.0,,OK
KPIT Technologies Limited,Information Technology,Ahmedabad,Gujarat,4872.0,0.51,0.0009696637386769,0.000396,0.0001015042090979,0.000396,0.0004975042090979,0.0019293119999999,Tier 2,75%,768.52,2647.36,0.0,73708.0,68.457,0.0,3415.88,701.12,15128.9,14.05,0.0,OK
KPR MILL LIMITED,Textiles & Apparel,Mumbai,Maharashtra,6095.0,0.55,0.04,0.006,0.0036095159967186,0.006,0.0096095159967186,0.03657,Tier 2,75%,59287.07,120130.15,,987571.25,33526.64,0.0,179417.22,29436.79,162029.74,5500.68,0.0,OK
Kajaria Ceramics Limited,Chemicals & Fertilizers,Delhi,Delhi,4395.0,0.62,0.0374641669027132,0.005225,0.00528504743565,0.005225,0.01051004743565,0.0229638749999999,Tier 2,75%,437311.0,187602.0,,1523477.0,122144.65,0.0,624913.0,142187.26,346638.68,27791.73,0.0,OK
Kalpataru Projects International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,19626.0,0.48,0.0374641669027132,0.005225,0.0009162743357435,0.005225,0.0061412743357435,0.10254585,Tier 2,75%,82563.0,25682.0,0.0,3442256.0,61206.2,0.0,108245.0,5515.39,175392.64,3118.63,0.0,OK
Kalyan Jewellers India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,18548.0,0.52,0.0144770016599194,0.003465,0.0004058680646516,0.003465,0.0038708680646516,0.06426882,Tier 2,75%,2335.89,28871.45,,194734.8,865.49,,31207.34,1682.52,10498.96,46.66,,OK
Kaynes Technology India Limited,Information Technology,Hyderabad,Telangana,1805.0,0.45,0.0009696637386769,0.000396,0.0002417444223848,0.000396,0.0006377444223848,0.0007147799999999,Tier 2,75%,527.75,5802.78,,78077.35,302.78,0.0,6330.53,3507.22,43256.15,167.75,0.0,OK
Keystone Realtors Limited,Chemicals & Fertilizers,Pune,Maharashtra,551.0,0.42,0.0374641669027132,0.005225,0.0285570782198539,0.005225,0.0337820782198539,0.0028789749999999,Tier 2,75%,2199.99,5494.23,42058.35,683258.42,224130.04,0.0,49752.57,90295.05,1240033.43,406769.58,0.0,OK
Kirloskar Brothers Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,3984.0,0.51,0.0374641669027132,0.005225,0.0047958647390521,0.005225,0.0100208647390521,0.0208164,Tier 2,75%,2630.14,28542.59,208010.63,254242.0,48022.98,0.0,239183.36,60035.98,63815.76,12053.96,0.0,OK
Kirloskar Oil Engines Limited,Oil & Gas,Mumbai,Maharashtra,5898.0,0.55,0.0971185610539406,0.0154274999999999,0.009056495181361,0.0154274999999999,0.0244839951813609,0.0909913949999994,Tier 2,75%,7414.0,10483.0,226242.0,212521.0,5871.29,0.0,244139.0,41393.52,36032.72,995.47,0.0,OK
Krishna Institute of Medical Sciences Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,1384.073717176584,0.62,0.0144770016599194,0.003465,0.0064850165982921,0.003465,0.0099500165982921,0.0047958154300168,Tier 2,75%,1057.44,9773.09,,310925.0,280.435,0.0,10830.53,7825.11,224644.83,202.62,0.0,OK
LAURUS LABS LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,5041.0,0.48,0.0144770016599194,0.003465,0.0013784885532158,0.003465,0.0048434885532158,0.017467065,Tier 2,75%,315457.0,181901.0,91787.0,1568994.0,53734.3,0.0,589145.0,116870.66,311246.58,10659.45,0.0,OK
LIC Housing Finance Limited,Financial Services,Chennai,Tamil Nadu,27464.0,0.52,0.0011797441546504,0.000297,2.233713080462453e-05,0.000297,0.0003193371308046,0.008156808,Tier 2,75%,4.43,3827.89,7176.59,30705.3,0.0,,11008.91,400.85,1118.02,0.0,,OK
