Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_Reported_ha,Land_Degraded_HA_Calculated,Land_Degradation_Pct,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD
Max Financial Services Limited,Financial Services,Hyderabad,Telangana,32613.73,0.45,0.0011797441546504,0.000297,1.2439601415110717e-05,0.000297,0.0003094396014151,9.68627781,Tier 2,75%,293.2,7759.43,450.0,365971.41,64.67372,,8502.630000000001,260.7070703044393,11221.390806877962,1.9830212612908737,,OK,,5.0,5.0,,,,,,12.0,0.22,,,0.0,1.1,0.15330966436528418,0.0,925.0,18500.0,11221.390806877962,High (3-4),3.228680826944928,0.0,0.0,95.0,0.6,12.5,0.012675069
Mazagon Dock Shipbuilders Limited,Transportation & Logistics,Pune,Maharashtra,11431.8819688,0.42,0.065,0.0125,0.002883701278124,0.0125,0.015383701278124,142.89852461,Tier 2,75%,594.84,10282.39,316.19,381718.0,70372.46,0.0,11193.42,979.1406201139223,33390.65265384897,6155.807083388473,0.0,OK,98.5,12.0,110.5,,,,,,15.4,1.815384615384616,,,0.0,200.6,9.665950042309538,0.0,50050.0,325000.0,33390.65265384897,Medium-High (2-3),2.278735819349852,14.5,12450.0,88.0,18.4,4.2,0.1183375
MedPlus Health Services Limited,Pharmaceuticals & Healthcare,Ahmedabad,Gujarat,6136.053,0.51,0.0144770016599194,0.003465,0.001315856504466,0.003465,0.004780856504466,21.261423645,Tier 2,75%,1531.67,37135.47,8900.0,5710.16,1442.47,,47567.14,7752.074501312163,930.5917012124896,235.0810855121362,,OK,,450.0,450.0,,,,,,,0.2251111111111111,,,0.0,101.3,73.33704581756383,0.0,0.0,18500.0,930.5917012124896,Extremely High (4-5),5.0,10.0,0.0,72.0,1450.0,1.4,0.019442115
Metro Brands Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,2449.61,0.55,0.0374641669027132,0.005225,0.0087495931195296,0.005225,0.0139745931195295,12.79921225,Tier 2,75%,345.54,19752.29,31653.52,102768.03,91.968,,51751.350000000006,21126.362972064944,41952.81289674683,37.54393556525324,,OK,,850.0,850.0,,,,,,,0.2250588235294117,,,0.0,191.3,346.9940112915933,0.0,0.0,12400.0,41952.81289674683,Medium-High (2-3),2.278735819349852,0.0,0.0,84.0,215.0,2.1,0.012304875
Metropolis Healthcare Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,1216.543,0.62,0.0144770016599194,0.003465,0.0075426395202941,0.003465,0.011007639520294,4.215321495,Tier 2,75%,132.12,9267.93,2387.15,3490118.0,460.304,,11787.2,9689.094425762181,2868881.7411304,378.3705138248299,,OK,,45.0,45.0,,,,,,,0.2244444444444444,,,0.0,10.1,36.990061181561195,0.0,1225.0,24500.0,2868881.7411304,Medium-High (2-3),2.725198127760862,12.0,1245.0,18.5,12.4,5.4,0.00412335
Mishra Dhatu Nigam Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1105.022995638,0.48,0.0374641669027132,0.005225,0.0167750001056924,0.005225,0.0220000001056924,5.773745152208551,Tier 2,75%,15295.01,44831.51,16585.484910265117,357682.0,112.41,12.0,76712.00491026512,69421.1841862842,323687.38154040626,101.7263898070271,0.0,OK,320.0,115.0,435.0,,,,45.0,,5.5,0.7250574712643678,0.1034482758620689,,0.0,315.4,393.6569661600995,0.0,124500.0,1245000.0,323687.38154040626,Extremely High (4-5),5.0,22.5,0.0,95.0,8.4,1.4,0.0056012
Motherson Sumi Wiring India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,9319.4037378,0.52,0.0374641669027132,0.005225,0.0023398230590212,0.005225,0.0075648230590211,48.69388453000499,Tier 2,75%,1491.0,23471.0,54000.0,671518.0,7188.31,0.0,78962.0,8472.859661581771,72055.89744720332,771.3272439140962,0.0,OK,82.4,14.5,96.9,,,,,,8.2,2.330237358101136,,,0.0,225.8,10.397660915469134,0.0,11890.0,145000.0,72055.89744720332,High (3-4),3.089809769666929,14.0,4200.0,92.0,312.0,12.5,0.0435033499999999
Motilal Oswal Financial Services Limited,Financial Services,Kolkata,West Bengal,5359.34817,0.58,0.0011797441546504,0.000297,737.621441167932,0.000297,737.621738167932,1.59172640649,Tier 2,75%,6.76,6369.77,11116.16,57986.63,25.93,,17492.690000000002,3263.9584974006275,10819.716905983363,4.8382749501419315,,OK,,15.0,15.0,,,,,,,0.2266666666666666,,,0.0,3.4,2.7988478307801374,0.0,0.0,12500.0,10819.716905983363,Low-Medium (1-2),1.6740104458720415,0.0,0.0,98.0,0.8,18.4,2.755108741935429e-10
Mphasis Limited,Information Technology,Hyderabad,Telangana,9271.047,0.45,0.0009696637386769,0.000396,3.286500582997703e-05,0.000396,0.0004288650058299,3.671334612,Tier 2,75%,158.32,18047.77,2996.76,77987.0,195.9,,21202.85,2286.9962799239393,8411.887028509293,21.130299522804705,,OK,0.0,42.0,42.0,0.0,9.5,22.61904761904762,0.0,MSA_PROXY_HIGH,32.0,0.2261904761904762,0.0,0.2261904761904762,0.0,9.5,4.530232669514025,0.0,35968.0,112400.0,8411.887028509293,Extremely High (4-5),4.550497834483458,38.0,0.0,92.0,1.2,148.0,0.005257692
NATCO Pharma Limited,Pharmaceuticals & Healthcare,Pune,Maharashtra,4415.8,0.42,0.0144770016599194,0.003465,0.0014750947833979,0.003465,0.0049400947833979,15.300747,Tier 2,75%,28494.95,43630.35,11200.0,328629.0,5038.795,0.0,83325.3,18869.808415236195,74421.1694370216,1141.0831559400333,0.0,OK,315.0,12.0,327.0,0.0,171.7,52.50764525993884,0.0,MSA_PROXY_HIGH,5.2,0.5250764525993884,0.0,0.5250764525993884,0.0,171.7,74.05226685991214,0.0,84500.0,845000.0,74421.1694370216,Extremely High (4-5),4.992918278302652,100.0,0.0,84.0,145.0,4.2,0.01428273
NAVA LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,1612.0307316,0.51,0.0374641669027132,0.005225,0.01185280714664,0.005225,0.01707780714664,8.42286057261,Tier 2,75%,2712160.36,124214.95,124000.0,4449454.0,776828.41941,210.0,2960375.31,1836426.100302516,2760154.575703251,481894.2990242928,0.0,OK,2450.0,115.0,2565.0,,,,118.0,,,0.0553606237816764,0.0460038986354775,,0.0,142.0,1591.1607326828953,0.0,0.0,22500000.0,2760154.575703251,Extremely High (4-5),4.995278852201768,22.5,0.0,99.5,14.5,2.1,0.0084226999999999
NBCC India Limited,Cement Manufacturing,Mumbai,Maharashtra,8725.3555,0.55,0.0777832037429109,0.0033,0.0041005235367201,0.0033,0.0074005235367201,28.79367315,Tier 2,75%,2052.1,887.04,562879.1750547139,17848.06,20.83,,565818.3150547139,64847.594468181145,2045.539577155338,2.3872952798312914,,OK,0.0,15.0,15.0,0.0,7.1,47.333333333333336,0.0,MSA_PROXY_MED,,0.4733333333333333,0.0,0.4733333333333333,0.0,7.1,1.719127661904435,0.0,9270.0,185400.0,2045.539577155338,Extremely High (4-5),4.762846964793892,100.0,0.0,62.0,4.2,0.8,0.0344289
NCC LIMITED,Chemicals & Fertilizers,Delhi,Delhi,19392.0,0.62,0.0374641669027132,0.005225,0.0011143095936522,0.005225,0.0063393095936522,101.3232,Tier 2,75%,119629.0,26248.0,1587895.0,2657535.0,4612.7,,1733772.0,89406.5594059406,137042.85272277228,237.8661303630363,,OK,45.0,850.0,895.0,0.0,425.1,47.49720670391061,0.0,MSA_PROXY_HIGH,0.8,0.4749720670391061,0.0,0.4749720670391061,0.0,425.1,46.15305280528053,0.0,0.0,1245000.0,137042.85272277228,Extremely High (4-5),4.992918278302652,5.0,0.0,45.0,2.8,1.4,0.1089151249999999
NETWEB TECHNOLOGIES INDIA LIMITED,Information Technology,Bangalore,Karnataka,1149.0202125,0.48,0.0009696637386769,0.000396,0.0006349776187788,0.000396,0.0010309776187788,0.45501200415,Tier 2,75%,147.05,1104.58,353.04,9463.45,98.569,0.0,1604.6699999999998,1396.5550671285514,8236.10402763041,85.7852620238393,0.0,OK,22.0,15.0,37.0,,,,,,,0.5243243243243243,,,0.0,19.4,32.20134824216593,0.0,0.0,3250.0,8236.10402763041,Extremely High (4-5),5.0,0.0,0.0,92.0,1.2,24.5,0.000290268
NHPC Limited,Power Generation,Chennai,Tamil Nadu,10573.4090897,0.52,0.1562256571307733,0.0054449999999999,0.0084341093965949,0.0054449999999999,0.0138791093965948,57.57221249341544,Tier 2,75%,4016.0,41528.0,5400.0,1686583.0,25790.47,0.0,50944.0,4818.124369142842,159511.75119507776,2439.1820822598806,0.0,OK,14500.0,2100.0,16600.0,0.0,4565.0,27.500000000000004,850.0,MSA_PROXY_HIGH,100.0,0.275,0.0512048192771084,0.2237951807228915,0.0,4565.0,1569.9761410130961,0.0,84500.0,84500.0,159511.75119507776,Extremely High (4-5),4.995278852201768,0.0,4120000.0,45.0,4.2,5.4,0.052446239999999
NLC India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,15282.98,0.58,0.0374641669027132,0.005225,0.001758311765947,0.005225,0.0069833117659469,79.85357049999999,Tier 2,75%,30079691.55,44935.21,540000.0,229891269.69,3516480.17,5450.0,30664626.76,2006455.989604122,15042306.519409172,230091.26296049592,0.0,OUTLIER - VERIFY,28500.0,2400.0,30900.0,,,,12400.0,,1.2,0.4692556634304207,0.401294498381877,,0.0,14500.0,2021.8569938585276,0.0,1500000.0,125000000.0,15042306.519409172,Extremely High (4-5),4.95278852201768,72.0,12500000.0,99.5,18.4,12.5,0.0645705499999999
NMDC Limited,Steel & Iron,Hyderabad,Telangana,23688.0,0.45,0.0840934065650114,0.0096249999999999,0.0017771218631659,0.0096249999999999,0.0114021218631657,227.99699999999763,Tier 2,75%,103482.0,84202.0,67620577.0,9245028.0,13851916.95,0.0,67808261.0,2862557.4552516043,390283.18135764945,584765.1532421479,0.0,OK,21500.0,3200.0,24700.0,,,,950.0,,2.1,0.048582995951417,0.0384615384615384,,0.0,1200.0,1042.722053360351,0.0,89376.0,4256000.0,390283.1813576495,Extremely High (4-5),4.993705136269024,85.0,0.0,62.0,14.2,8.4,0.2049547499999978
NMDC Steel Limited,Steel & Iron,Pune,Maharashtra,3390.0,0.42,0.0840934065650114,0.0096249999999999,0.0151714908751309,0.0096249999999999,0.0247964908751308,32.628749999999656,Tier 2,75%,5574359.0,575885.0,1250000.0,12717.0,1464471.29,3120.0,7400244.0,2182962.8318584072,3751.3274336283184,431997.43067846604,0.0,OUTLIER - VERIFY,2450.0,115.0,2565.0,0.0,1859.6,72.49902534113059,0.0,MSA_PROXY_HIGH,,0.724990253411306,0.0,0.724990253411306,0.0,1859.6,756.6371681415928,0.0,0.0,14500000.0,3751.3274336283184,Low-Medium (1-2),1.6603718029356906,22.5,0.0,99.5,14.5,2.1,0.0224069999999997
NTPC LIMITED,Power Generation,Ahmedabad,Gujarat,170037.37,0.51,0.1562256571307733,0.0054449999999999,0.0004808190670079,0.0054449999999999,0.0059258190670077,925.8534796499828,Tier 2,75%,326959946.44,64979.66,1973049.64,6205341639.88,60294.19,8.66,328997975.74,1934856.88316633,36493987.40923833,354.59375783099915,8.66,OUTLIER - VERIFY,34500.0,2100.0,36600.0,,,,1850.0,,0.85,0.0065573770491803,0.0505464480874316,,0.0,240.0,215.24680133549467,0.0,425000.0,4250000.0,36493987.40923833,Extremely High (4-5),4.461684522988024,78.0,12500000.0,99.8,42.0,112.4,0.9022746149999832
NUVAMA WEALTH MANAGEMENT LIMITED,Financial Services,Mumbai,Maharashtra,4169.308000008,0.55,0.0011797441546504,0.000297,0.0002126013384854,0.000297,0.0005096013384854,1.238284476002376,Tier 2,75%,0.0,1231.95,6203.54,20222.0,218.442,,7435.49,1783.3870752618259,4850.205357810265,52.39286711357877,,OK,,8.0,8.0,,,,,,,0.225,,,0.0,1.8,1.9187836446682878,0.0,0.0,4500.0,4850.205357810265,Low-Medium (1-2),1.8228312153423785,0.0,0.0,90.0,0.6,18.5,0.000906444
Narayana Hrudayalaya Ltd,Pharmaceuticals & Healthcare,Delhi,Delhi,3732.29,0.62,0.0144770016599194,0.003465,0.0017940717627723,0.003465,0.0052590717627723,12.93238485,Tier 2,75%,17922.68,29412.45,180306.11,985908.0,7766.82,39.77,227641.24,60992.377334022814,264156.32225791673,2080.9797738117886,39.77,OK,85.0,315.0,400.0,,,,,,12.0,0.225,,,0.0,90.0,107.17280811512502,0.0,17250.0,345000.0,264156.32225791673,Extremely High (4-5),4.581557928347924,32.0,12450.0,22.0,18.4,14.5,0.017335395
Navin Fluorine International Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3554.61194,0.48,0.0374641669027132,0.005225,0.0086580645706799,0.005225,0.0138830645706799,18.5728473865,Tier 2,75%,164451.34,46196.79,614868.6,1323835.64,83991.405,450.0,825516.73,232238.21444767894,372427.61301251914,23628.85356200092,0.0,OK,215.0,15.0,230.0,,,,,,4.5,0.6252173913043478,,,0.0,143.8,64.70467209424835,0.0,92700.0,1854000.0,372427.6130125192,Medium-High (2-3),2.097318207306509,100.0,0.0,42.0,145.0,2.1,0.010852325
Nestle India Limited,Pharmaceuticals & Healthcare,Chennai,Tamil Nadu,24393.8887548,0.52,0.0144770016599194,0.003465,0.0003937053952804,0.003465,0.0038587053952804,84.524824535382,Tier 2,75%,147573.0,181638.0,1254300.0,2665764.0,71617.0,0.0,1583511.0,64914.25028280543,109279.99331289301,2935.8582684324115,0.0,OK,342.0,15.0,357.0,0.0,187.4,52.49299719887956,0.0,MSA_PROXY_HIGH,13.5,0.5249299719887955,0.0,0.5249299719887955,0.0,187.4,14.634812988960315,0.0,330750.0,2450000.0,109279.993312893,Extremely High (4-5),4.462864809937582,42.0,0.0,92.0,28450.0,2.4,0.066254265
Neuland Laboratories Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1558.5805,0.58,0.0374641669027132,0.005225,0.0147216916013371,0.005225,0.0199466916013371,8.1435831125,Tier 2,75%,27760.95,31059.61,128243.58,141490.4,7899.57,0.0,187064.14,120022.12269433629,90781.5797772396,5068.43887755557,0.0,OK,42.0,12.0,54.0,,,,,,5.0,0.5259259259259259,,,0.0,28.4,34.64691108351477,0.0,42560.0,425600.0,90781.5797772396,Extremely High (4-5),4.992918278302652,100.0,0.0,82.0,185.0,1.4,0.0077120999999999
Newgen Software Technologies Limited,Information Technology,Hyderabad,Telangana,1354.3539,0.45,0.0009696637386769,0.000396,0.0003507626064345,0.000396,0.0007467626064345,0.5363241444,Tier 2,75%,566.08,2331.04,3800.0,25507.58,42.6,0.0,6697.12,4944.881836276323,18833.762726271176,31.454112547687867,0.0,OK,,15.0,15.0,,,,,,100.0,0.2266666666666666,,,0.0,3.4,11.075391742143614,0.0,1850.0,18500.0,18833.762726271176,Extremely High (4-5),4.466405670786255,38.0,0.0,95.0,0.8,45.2,0.000492624
Nippon Life India Asset Management Limited,Financial Services,Pune,Maharashtra,2348.288831892,0.42,0.0011797441546504,0.000297,0.0002109989513712,0.000297,0.0005079989513712,0.6974417830719241,Tier 2,75%,72.32,1836.54,680.5,6205.71,38.53,,2589.3599999999997,1102.6582270604977,2642.6519241247265,16.407692050792853,,OK,,8.0,8.0,,,,,,5.4,0.225,,,0.0,1.8,3.4067359565622324,0.0,459.0,8500.0,2642.6519241247265,Low-Medium (1-2),1.6740104458720415,0.0,0.0,98.0,0.4,12.5,0.0006974503185664
Nuvoco Vistas Corporation Limited,Cement Manufacturing,Ahmedabad,Gujarat,103566.672787644,0.51,0.0777832037429109,0.0033,0.003696024774889,0.0033,0.006996024774889,341.7700201992252,Tier 2,75%,8931380.0,159751.0,984000.0,2727486.0,307060.743,18200.0,10075131.0,97281.59386425719,26335.556859999873,2964.8605553796824,0.0,OK,3850.0,850.0,4700.0,,,,92.0,,12.4,0.0244680851063829,0.0195744680851063,,0.0,115.0,45.38139416370951,0.0,4774000.0,38500000.0,26335.556859999877,Medium-High (2-3),2.278735819349852,14.8,0.0,98.0,8450.0,4.2,0.0354189
Oberoi Realty Limited,Real Estate & Construction,Mumbai,Maharashtra,5286.2745303,0.55,0.07,0.0035,0.0079892093795393,0.0035,0.0114892093795393,18.50196085605,Tier 2,75%,2806.81,24092.36,305689.7816760385,121369.0,345999.033,0.0,332588.9516760385,62915.565540475975,22959.269198815564,65452.33907486153,0.0,OK,1150.0,,1150.0,,,,,,1.2,0.4750434782608695,,,0.0,546.3,217.54450954228756,0.0,4140.0,345000.0,22959.269198815564,Medium-High (2-3),2.811657900764125,100.0,0.0,92.0,12.4,1.4,0.0168665
Oil India Limited,Oil & Gas,Delhi,Delhi,22130.0,0.62,0.0971185610539406,0.0154274999999999,0.0018790883739059,0.0154274999999999,0.0173065883739058,341.4105749999978,Tier 2,75%,1245928.0,22477.0,16880000.0,2901555.79,8729.22,4.2,18148405.0,820081.5634884771,131114.13420695887,394.45187528242207,4.2,OK,12400.0,2100.0,14500.0,0.0,9787.5,67.5,85.0,MSA_PROXY_HIGH,0.42,0.675,0.0058620689655172,0.6691379310344827,0.0,9787.5,655.2191595119747,0.0,52290.0,12450000.0,131114.13420695887,High (3-4),3.3355654532364825,42.5,124500.0,68.5,124.5,18.4,0.4943588099999967
Olectra Greentech Limited,Information Technology,Bangalore,Karnataka,1763.0586092,0.48,0.0009696637386769,0.000396,0.0004033263384444,0.000396,0.0007993263384444,0.6981712092432,Tier 2,75%,17.98,3595.0,12400.0,15010.0,756.77,0.0,16012.98,9082.500103196227,8513.613740164254,429.23700667182555,0.0,OK,15.0,450.0,465.0,,,,,,100.0,0.5249462365591397,,,0.0,244.1,263.7461951483263,0.0,8540.0,85400.0,8513.613740164254,Extremely High (4-5),5.0,14.0,0.0,95.0,14.5,12.5,0.0004569839999999
One 97 Communications Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,7660.7989067,0.52,0.0374641669027132,0.005225,0.0019524320294057,0.005225,0.0071774320294056,40.02767428750749,Tier 2,75%,182.08,1817.46,34289.52,37318.31,327.16,0.0,36289.06,4736.981148044784,4871.333976324853,42.70572873461953,0.0,OK,,45.0,45.0,,,,,,,0.2244444444444444,,,0.0,10.1,5.8740609886840645,0.0,2125.0,42500.0,4871.333976324853,Extremely High (4-5),4.375112708684848,0.0,0.0,98.0,1.2,145.0,0.0521350499999999
Oracle Financial Services Software Limited,Information Technology,Kolkata,West Bengal,5099.116664041,0.58,0.0009696637386769,0.000396,8.824807287503561e-05,0.000396,0.000484248072875,2.019250198960236,Tier 2,75%,373.63,6819.0,15600.0,35464.0,112.3,0.0,22792.63,4469.9173409256855,6954.930105853889,22.02342236880757,0.0,OK,12.0,45.0,57.0,,,,,,25.0,0.2245614035087719,,,0.0,12.8,11.178406723259407,0.0,28100.0,112400.0,6954.930105853889,Medium-High (2-3),2.278735819349852,42.0,0.0,95.0,1.4,112.4,0.002523708
PATANJALI FOODS LIMITED,Pharmaceuticals & Healthcare,Hyderabad,Telangana,34289.401455365994,0.45,0.0144770016599194,0.003465,0.0002053734354832,0.003465,0.0036703734354832,118.81277604284318,Tier 2,75%,512498.0,81766.0,124500.0,3041377.0,64670.0,0.0,718764.0,20961.69572792352,88697.29044290597,1886.005507683766,0.0,OK,1450.0,250.0,1700.0,,,,,,4.2,0.525,,,0.0,892.5,49.578001593666336,0.0,345000.0,3450000.0,88697.29044290597,Medium-High (2-3),2.048422943446999,18.5,4500.0,82.0,42500.0,1.4,0.109913265
PB FINTECH LIMITED,Information Technology,Pune,Maharashtra,5252.8969445,0.42,0.0009696637386769,0.000396,0.000116259997215,0.000396,0.000512259997215,2.080147190022,Tier 2,75%,1954.0,8945.0,2100.0,10343.0,12.34,0.37,12999.0,2474.6344992757736,1969.008741134651,2.349179915459885,0.37,OK,0.0,12.0,12.0,0.0,2.7,22.5,0.0,MSA_PROXY_HIGH,,0.225,0.0,0.225,0.0,2.7,2.2844537265412175,0.0,622.5,12450.0,1969.008741134651,Extremely High (4-5),5.0,0.0,0.0,98.0,0.2,24.5,0.001387188
PI INDUSTRIES LIMITED,Chemicals & Fertilizers,Ahmedabad,Gujarat,7571.2,0.51,0.0374641669027132,0.005225,0.00249272343384,0.005225,0.00771772343384,39.55952,Tier 2,75%,37199.79,113143.76,32400.0,880411.2,118030.56,14.2,182743.55,24136.66922020287,116284.23499577346,15589.412510566357,0.0,OK,118.0,25.0,143.0,0.0,89.4,62.51748251748253,0.0,MSA_PROXY_HIGH,9.2,0.6251748251748253,0.0,0.6251748251748253,0.0,89.4,18.887362637362635,0.0,124500.0,1245000.0,116284.23499577346,Extremely High (4-5),4.991906603774459,100.0,0.0,42.0,145.0,2.8,0.040049625
PNB Housing Finance Limited,Financial Services,Mumbai,Maharashtra,7661.22,0.55,0.0011797441546504,0.000297,9.22461309436622e-05,0.000297,0.0003892461309436,2.27538234,Tier 2,75%,6.97,4656.17,530.75,27464.22,3.81,,5193.89,677.9455491423038,3584.8363576558304,0.4973098279386312,,OK,,8.0,8.0,,,,,,,0.225,,,0.0,1.8,1.0442201111572307,0.0,0.0,18500.0,3584.8363576558304,Extremely High (4-5),4.375112708684848,0.0,0.0,95.0,0.6,8.4,0.0020890979999999
PNC Infratech Limited,Information Technology,Delhi,Delhi,7699.195336862,0.62,0.0009696637386769,0.000396,6.950190959302636e-05,0.000396,0.000465501909593,3.048881353397352,Tier 2,75%,214342.13,4945.07,24053.84608010491,3732778.0,2089.13,0.0,243341.04608010492,31606.036141860597,484827.0288881107,271.3439403203241,0.0,OK,,650.0,650.0,,,,,,0.0,0.4750769230769231,,,0.0,308.8,84.4244069101543,0.0,0.0,845000.0,484827.0288881107,Extremely High (4-5),4.548256337291198,5.0,0.0,42.0,2.8,0.6,0.0034254
POLY MEDICURE LIMITED,Pharmaceuticals & Healthcare,Bangalore,Karnataka,1601.7997547,0.48,0.0144770016599194,0.003465,0.0050796497052348,0.003465,0.0085446497052347,5.5502361500355,Tier 2,75%,3602.58,40088.73,9723.709996110943,76120.91,2227.45,0.0,53415.01999611095,33346.87737301784,47522.11365786895,1390.5920471421082,0.0,OK,45.0,12.0,57.0,,,,,,15.2,0.5245614035087719,,,0.0,29.9,35.584972361714144,0.0,22040.0,145000.0,47522.11365786895,Extremely High (4-5),4.525693929587782,14.0,0.0,92.0,12.5,2.1,0.00474012
PTC Industries Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,246.6108718,0.52,0.0374641669027132,0.005225,0.0086776689485126,0.005225,0.0139026689485125,1.288541805155,Tier 2,75%,1305.67,9267.06,3701.42604189401,7980.0,4436.64,0.0,14274.15604189401,57881.29265229745,32358.670733996405,17990.447734997222,0.0,OK,45.0,12.0,57.0,,,,,,,0.624561403508772,,,0.0,35.6,231.1333623856886,0.0,0.0,84500.0,32358.670733996405,Extremely High (4-5),4.988669245284243,22.5,0.0,95.0,8.4,1.4,0.011730125
PUNJAB NATIONAL BANK,Financial Services,Kolkata,West Bengal,138070.1,0.58,0.0011797441546504,0.000297,5.676834832472432e-06,0.000297,0.0003026768348324,41.0068197,Tier 2,75%,10621.0,174100.0,67800402.6,1233678.0,24.74,,67985123.6,492395.7004449189,8935.156851483413,0.1791843418669212,,OK,82.0,0.0,82.0,0.0,18.5,22.5609756097561,0.0,MSA_PROXY_HIGH,1.8,0.2256097560975609,0.0,0.2256097560975609,0.0,18.5,0.5939012139485667,0.0,0.0,1361000.0,8935.156851483413,Extremely High (4-5),4.294510492225512,0.0,0.0,90.0,4.5,1480.0,0.035798598
PVR INOX LIMITED,Chemicals & Fertilizers,Hyderabad,Telangana,5897.0234389,0.45,0.0374641669027132,0.005225,0.0027605821362732,0.005225,0.0079855821362731,30.811947468252495,Tier 2,75%,11705.0,220755.0,31200.0,1008998.0,66.3552,0.0,263660.0,44710.692221562844,171102.93192055097,11.252320884852638,0.0,OK,0.0,1150.0,1150.0,0.0,201.3,17.504347826086956,0.0,MSA_PROXY_HIGH,1.5,0.1750434782608695,0.0,0.1750434782608695,0.0,201.3,195.01363898504619,0.0,62250.0,1245000.0,171102.93192055097,Medium-High (2-3),2.811657900764125,15.0,12450.0,65.0,1450.0,4.2,0.0319090749999999
Page Industries Limited,Chemicals & Fertilizers,Pune,Maharashtra,49349.6,0.42,0.0374641669027132,0.005225,0.0034340790264381,0.005225,0.0086590790264381,257.85166,Tier 2,75%,993.0,11945.0,518189.68,175627.81,6204.84,0.0,531127.6799999999,10762.55288796667,3558.8497171203007,125.73232609788124,0.0,OK,42.0,850.0,892.0,,,,,,14.2,0.475,,,0.0,423.7,18.0751211762608,0.0,14250.0,142500.0,3558.8497171203007,Extremely High (4-5),4.737604002292998,82.0,0.0,92.0,412.0,5.8,0.0239409499999999
Persistent Systems Limited,Information Technology,Ahmedabad,Gujarat,13218.85,0.51,0.0009696637386769,0.000396,5.034906401193433e-05,0.000396,0.0004463490640119,5.2346646,Tier 2,75%,274.51,4541.04,3105.59,87333.81,122.19,0.0,7921.14,599.2306441180588,6606.763069404676,9.243618015182864,0.0,OK,45.0,22.0,67.0,,,,,,42.0,0.2253731343283582,,,0.0,15.1,5.068519576211243,0.0,28100.0,112400.0,6606.763069404676,Extremely High (4-5),4.632364690764643,38.0,0.0,92.0,1.2,148.0,0.003889512
Petronet LNG Limited,Oil & Gas,Mumbai,Maharashtra,53345.17,0.55,0.0971185610539406,0.0154274999999999,0.0010130138743322,0.0154274999999999,0.0164405138743321,822.9826101749946,Tier 2,75%,242656.83,177244.17,90552625.27,12693.42,15.93,12.0,90972526.27,1705356.3850297974,237.94881523481885,0.29862122475193165,0.0,OK,250.0,85.0,335.0,0.0,226.1,67.49253731343283,0.0,MSA_PROXY_HIGH,0.2,0.6749253731343283,0.0,0.6749253731343283,0.0,226.1,6.27985626440032,0.0,2490.0,1245000.0,237.94881523481885,Extremely High (4-5),4.516251633991319,14.5,0.0,82.0,12.4,2.8,0.8134766474999947
Pfizer Limited,Pharmaceuticals & Healthcare,Delhi,Delhi,2373.678604645,0.62,0.0144770016599194,0.003465,0.0034089407630649,0.003465,0.0068739407630649,8.224796365094926,Tier 2,75%,56.0,1619.0,11200.0,35255.0,143.2,0.0,12875.0,5424.070459583362,14852.474101173702,60.328302121346596,0.0,OK,115.0,15.0,130.0,0.0,68.3,52.53846153846153,0.0,MSA_PROXY_HIGH,18.0,0.5253846153846153,0.0,0.5253846153846153,0.0,68.3,54.767313378317446,0.0,15372.0,85400.0,14852.474101173702,Medium-High (2-3),2.725198127760862,100.0,0.0,84.0,14.2,2.1,0.009123345
