Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Estimated,Data_Tier,City_State_Key,Latitude,Longitude,Geocoded_Address,Geocoding_Method,Geocoding_Status,Water_Stress_Score,Basin_Match,Basin_State,Basin_ID,Master_Company_Name
Adani Energy Solutions Limited,1,Registered Office,"“Adani Corporate House”, Shantigram, Near VaishnoDevi Circle, S. G. Highway, Khodiyar, Ahmedabad – 382421, Gujarat, India",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Adani Energy Solutions Limited
Adani Energy Solutions Limited,2,Corporate Office,"“Adani Corporate House”, Shantigram, Near VaishnoDevi Circle, S. G. Highway, Khodiyar, Ahmedabad – 382421, Gujarat, India.",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Ahmedabad, Gujarat, India",13.0836939,80.270186,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Adani Energy Solutions Limited
Adani Energy Solutions Limited,3,Plant,"1) Mahendergarh HVDC in Haryana
2) Badaun substation in Uttar Pradesh 
3) Sami Substation in Gujrat, 
4) MES Gwalior Substation and
5) Morena Substation in Madhya Pradesh 
Plus, following 7 substations in Rajasthan
6) Bar Substation
7) Peeplu Substation
8) Khatoti Substation
9) Riyabari Substation
10) Sorda Substation
11) Ahore Substation
12) Deedwana Substation",Gwalior,Rajasthan,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Gwalior, Rajasthan, India",26.4886738,74.5561792,"Gwalior Ghat, Pushkar, Pushkar Tehsil, Ajmer, Rajasthan, 305022, India",City_Level,Success,5.0,Within,Rajasthan,3370,Adani Energy Solutions Limited
Adani Energy Solutions Limited,4,Facility,Ahmedabad have been certified as Zero Waste to Landfill sites by,Ahmedabad,Gujarat,India,XBRL_TextExtraction,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Adani Energy Solutions Limited
Adani Enterprises Limited,1,Registered Office,"Adani Corporate House, Shantigram, Near Vaishnodevi Circle, S. G. Highway, Khodiyar, Ahmedabad –382421, Gujarat, India.",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Adani Enterprises Limited
Adani Ports and Special Economic Zone Limited,1,Registered Office,"Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, Ahmedabad-382421 Gujarat",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Adani Ports and Special Economic Zone Limited
Adani Ports and Special Economic Zone Limited,2,Plant,"Patli, Kishangarh, Kilaraipur, Malur, Loni, Kanech, Dewas, Kannauj, Kotkapura, Panipat,
Ujjain, Moga, Kaithal and Malur",Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Loni, , India",13.0836939,80.270186,"Loni, Burhanpur Nagar Tahsil, Burhanpur, Madhya Pradesh, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Adani Ports and Special Economic Zone Limited
ADANI POWER LIMITED,1,Registered Office,"Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, NA Ahmedabad Ahmedabad GJ 382421 IN",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,ADANI POWER LIMITED
ADANI POWER LIMITED,2,Plant,"Kawai, Atru Tehsil, Baran Dist, - APL. Kawai.",Chennai,Tamil Nadu,India,Forensic_Web_Search,False,Tier_1,"Industrial Area, , India",13.0836939,80.270186,"Industrial Area, Chikalthana MIDC, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,ADANI POWER LIMITED
ADANI POWER LIMITED,3,Facility,Mundra,Mundra,,India,XBRL_TextExtraction,False,Tier_1,"Mundra, , India",22.8393153,69.7249477,"મુન્દ્રા, Mundra Taluka, Kutch, Gujarat, 370421, India",City_Level,Success,5.0,Within,Gujarat,1766,ADANI POWER LIMITED
Adani Total Gas Limited,1,Registered Office,"“Adani Corporate House”, Shantigram, Near VaishnoDevi
Circle, S. G. Highway, Khodiyar, Ahmedabad – 382421,
Gujarat, India.",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Adani Total Gas Limited
Adani Total Gas Limited,2,Facility,its city gas station situated in Ramol,Chennai,Tamil Nadu,India,XBRL_TextExtraction,False,Tier_1,"Ramol, , India",13.0836939,80.270186,"Ramol -Jantanagar, Vatva Taluka, Ahmedabad, Gujarat, 380026, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Adani Total Gas Limited
Aditya Birla Capital Limited,1,Registered Office,"Indian Rayon Compound, Veraval – 362266, Gujarat",Dahej,Gujarat,India,Forensic_Web_Search,False,Tier_1,"Dahej, Gujarat, India",21.709301,72.5893963,"Dahej, SH206, Dahej, Vagra Taluka, Bharuch, Gujarat, 393125, India",City_Level,Success,5.0,Within,Gujarat,3371,Aditya Birla Capital Limited
Aditya Birla Capital Limited,2,Corporate Office,"18th floor, One World Centre, Jupiter Mills Compound, 841, Senapati Bapat, Mumbai – 400013, 
Maharashtra",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Aditya Birla Capital Limited
Aditya Birla Capital Limited,3,Plant,"Jaipur, Indore, Lucknow, Chennai, Bengaluru, Gurgaon",Jaipur,Karnataka,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Jaipur, Karnataka, India",12.9697099,77.6368108,"Cottons Jaipur, 12th Main Road, Motappanapalya, Indiranagar, Jogpalya, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560008, India",City_Level,Success,4.400663779311278,Within,Karnataka,3370,Aditya Birla Capital Limited
Aditya Birla Fashion and Retail Limited,1,Registered Office,"Piramal Agastya Corporate Park, Building ‘A’, 4th and 5th Floor, Unit No. 401, 403, 501, 502, L.B.S. Road, Kurla, Mumbai, Maharashtra - 400 070",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Aditya Birla Fashion and Retail Limited
Aditya Birla Fashion and Retail Limited,2,Corporate Office,"KH No 118/110/1 Building2 Divyashree Technopolis, Yemalur Post, HAL Old Airport Rd, Bengaluru, Karnataka - 560 037",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Bengaluru, Karnataka, India",13.0836939,80.270186,"Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Aditya Birla Fashion and Retail Limited
Aditya Birla Fashion and Retail Limited,3,Plant,Banglore and Gurugram,Gurugram,Haryana,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Gurugram, Haryana, India",28.4646148,77.0299194,"Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Aditya Birla Fashion and Retail Limited
Aditya Birla Sun Life AMC Limited,1,Registered Office,"One World Center, Tower 1, 17th Floor, Jupiter Mills, Senapati Bapat Marg Elphinstone Road, Mumbai - 400013",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Aditya Birla Sun Life AMC Limited
Aditya Birla Sun Life AMC Limited,2,Corporate Office,"One World Center, Tower 1, 17th Floor, Jupiter Mills, Senapati Bapat Marg, Elphinstone Road, Mumbai - 400013",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Aditya Birla Sun Life AMC Limited
Aditya Birla Sun Life AMC Limited,3,Facility,"Mumbai
Fuel consumption pertains to the use of diesel in diesel generator",Mumbai,Maharashtra,India,XBRL_TextExtraction,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Aditya Birla Sun Life AMC Limited
Aegis Logistics Limited,1,Registered Office,"502, 5th Floor, Skylon Co. Op. Housing Society Limited., GIDC, Char Rasta, Vapi- 396195, Dist. Valsad, Gujarat State, India",Vapi,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Vapi, Gujarat, India",20.3735482,72.9084376,"Vapi, Daman Road, Vapi, Vapi Taluka, Valsad, Gujarat, 396191, India",City_Level,Success,3.6090998640731424,Within,Gujarat,3377,Aegis Logistics Limited
Aegis Logistics Limited,2,Corporate Office,"1202, Tower B, Peninsula Business Park, G K MARG, Lower Parel (WEST) Mumbai-400013 MH",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Aegis Logistics Limited
Aether Industries Limited,1,Registered Office,"Aether Industries Limited, Plot No. 8203, GIDC Sachin, Surat-394230, Gujarat.",Surat,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Surat, Gujarat, India",21.2094892,72.8317058,"Surat, Katargam Taluka, Surat, Gujarat, 395008, India",City_Level,Success,3.5519768597079224,Within,Gujarat,3371,Aether Industries Limited
AIA ENGINEERING LIMITED,1,Registered Office,"115, G.V.M.M. ESTATE, ODAV ROAD, ODHAV, 
AHMEDABAD - 382415",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,AIA ENGINEERING LIMITED
AIA ENGINEERING LIMITED,2,Corporate Office,"11/12, SIGMA COPRORATES, B/H. HOF 
SHOWROOM, OFF. S.G. HIGHWAY, SINDHU BHAVAN 
ROAD, BODAKDEV, AHMEDABAD - 380054",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Ahmedabad, Gujarat, India",13.0836939,80.270186,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,AIA ENGINEERING LIMITED
AIA ENGINEERING LIMITED,3,Facility,Bavla District,Bavla,,India,XBRL_TextExtraction,False,Tier_1,"Bavla, , India",22.8278859,72.3684741,"Bavla, Bavla Taluka, Ahmedabad, Gujarat, 382220, India",City_Level,Success,5.0,Within,Gujarat,3371,AIA ENGINEERING LIMITED
Ajanta Pharma Limited,1,Registered Office,"Ajanta House 98, Govt Industrial Area, Charkop, Kandivli (West), Mumbai- 400067, Maharashtra, India.",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Ajanta Pharma Limited
Ajanta Pharma Limited,2,Corporate Office,Same as above,Chennai,Tamil Nadu,India,Forensic_Web_Search,False,Tier_1,"Industrial Area, , India",13.0836939,80.270186,"Industrial Area, Chikalthana MIDC, Chhatrapati Sambhaji Nagar, Chhatrapati Sambhajinagar, Maharashtra, 431002, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Ajanta Pharma Limited
Akzo Nobel India Limited,1,Registered Office,"801A, South City Business Park, 770, Anandapur, Eastern Metropolitan Bypass, Near Fortis Hospital, E.K.T., Kolkata – 700 107, West Bengal",Kolkata,West Bengal,India,XBRL_RegisteredOffice,False,Tier_1,"Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India",City_Level,Success,0.3750773484780123,Within,West Bengal,3366,Akzo Nobel India Limited
Akzo Nobel India Limited,2,Corporate Office,"9th Floor, Magnum Towers 1, Sector 58, Gurugram 122 011, India",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Gurugram, Haryana, India",13.0836939,80.270186,"Gurugram, Haryana, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Akzo Nobel India Limited
ALEMBIC PHARMACEUTICALS LIMITED,1,Registered Office,"ALEMBIC ROAD, VADODARA, Gujarat, India, 390003",Vadodara,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Vadodara, Gujarat, India",22.2973142,73.1942567,"Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India",City_Level,Success,5.0,Within,Gujarat,3371,ALEMBIC PHARMACEUTICALS LIMITED
Alkem Laboratories Limited,1,Registered Office,"Alkem House, Senapati Bapat Marg, Lower Parel, Mumbai - 400 013, Maharashtra, India",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Alkem Laboratories Limited
Alkem Laboratories Limited,2,Plant,"Daman, Ahmedabad, Jaipur, Patna",Chennai,Tamil Nadu,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Daman, Gujarat, India",13.0836939,80.270186,"Daman Ganga, Gujarat, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Alkem Laboratories Limited
ALKYL AMINES CHEMICALS LIMITED,1,Registered Office,"401-407 Nirman Vyapar Kendra, Sector 17, Vashi, Navi Mumbai - 400703",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,ALKYL AMINES CHEMICALS LIMITED
ALKYL AMINES CHEMICALS LIMITED,2,Corporate Office,"207A, Kakad Chambers, 132, Dr. Annie Besant Road, Worli, Mumbai - 400018",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,ALKYL AMINES CHEMICALS LIMITED
ALKYL AMINES CHEMICALS LIMITED,3,Facility,Gujarat this year,Dahej,Gujarat,India,Forensic_Web_Search,False,Tier_1,"Dahej, Gujarat, India",21.709301,72.5893963,"Dahej, SH206, Dahej, Vagra Taluka, Bharuch, Gujarat, 393125, India",City_Level,Success,5.0,Within,Gujarat,3371,ALKYL AMINES CHEMICALS LIMITED
ALKYL AMINES CHEMICALS LIMITED,4,Facility,Patalganga MIDC,Patalganga,,India,XBRL_TextExtraction,False,Tier_1,"Patalganga, , India",18.8388649,73.3169822,"Patalganga, Jambrung, Khalapur Taluka, Raigad, Maharashtra, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,ALKYL AMINES CHEMICALS LIMITED
ALOK INDUSTRIES LIMITED,1,Registered Office,"Survey Nos. 17/5/1 & 521/1, Village Rakholi/ Sayli, Silvassa, Union Territory of Dadra and Nagar Haveli and Daman and Diu – 396230",Silvassa,Dadra and Nagar Haveli,India,XBRL_RegisteredOffice,False,Tier_1,"Silvassa, Dadra and Nagar Haveli, India",20.2736768,73.0045787,"Silvassa, Nagar Haveli, Dadra and Nagar Haveli, Dadra and Nagar Haveli and Daman and Diu, 396230, India",City_Level,Success,3.6090998640731424,Within,Dadra and Nagar Haveli,3377,ALOK INDUSTRIES LIMITED
ALOK INDUSTRIES LIMITED,2,Corporate Office,"Dhirubhai Ambani Knowledge City (DAKC), Building No. 24, 5th and 6th floor, MIDC, Plot no. 1 of 2, TTC Industrial area, Kopar Khairane, Navi Mumbai - 400 710.",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,ALOK INDUSTRIES LIMITED
Amara Raja Energy  Mobility Limited,1,Registered Office,"Renignuta-Cuddapah Road, Karakambadi, Tirupati, Andhra Pradesh – 517520.",,Andhra Pradesh,India,XBRL_RegisteredOffice,False,Tier_1,", Andhra Pradesh, India",15.9240905,80.1863809,"Andhra Pradesh, India",City_Level,Success,3.998598686018819,Within,Andhra Pradesh,3383,Amara Raja Energy  Mobility Limited
Amara Raja Energy  Mobility Limited,2,Corporate Office,"TERMINAL A, 1-18/1/AMR/NR, Nanakramguda, Gachibowli, Hyderabad – 500032.",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Hyderabad, Telangana, India",13.0836939,80.270186,"Hyderabad, Bahadurpura mandal, Hyderabad, Telangana, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Amara Raja Energy  Mobility Limited
Amber Enterprises India Limited,1,Registered Office,C – 1 Phase – II Focal Point Rajpura Town Punjab – 140401,,Punjab,India,XBRL_RegisteredOffice,False,Tier_1,", Punjab, India",30.9293211,75.5004841,"Punjab, India",City_Level,Success,2.97833302953605,Within,Punjab,1648,Amber Enterprises India Limited
Amber Enterprises India Limited,2,Corporate Office,Universal Trade Tower 1st Floor Sector – 49 Sohna Road Gurgaon – 122018,Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Gurgaon, Haryana, India",13.0836939,80.270186,"Gurugram, Haryana, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Amber Enterprises India Limited
Amber Enterprises India Limited,3,Plant,Faridabad Manesar Pune Rajpura Kothputli,Faridabad,Maharashtra,India,XBRL_Context_D_FacilityOrPlantLocatedInAreasOfWaterStress1,False,Tier_1,"Faridabad, Maharashtra, India",19.0543115,72.8329515,"Faridabad, Bazar Road, Vaidya Nagar, H/W Ward, Zone 3, Mumbai, Mumbai Suburban, Maharashtra, 400050, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Amber Enterprises India Limited
Ambuja Cements Limited,1,Registered Office,"Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S.G. Highway,
Ahmedabad – 382421",Ahmedabad,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success,5.0,Within,Gujarat,3371,Ambuja Cements Limited
Anand Rathi Wealth Limited,1,Registered Office,"Express Zone, A Wing, 10th Floor, Western Express Highway, Goregaon (E), Mumbai - 400063",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Anand Rathi Wealth Limited
Anand Rathi Wealth Limited,2,Corporate Office,"Floor No. 2&3, Block B & C, E Wing, Trade Link, Kamala Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai - 400013",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Mumbai, Maharashtra, India",13.0836939,80.270186,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Anand Rathi Wealth Limited
Anant Raj Limited,1,Registered Office,"Plot No. CP-1, Sector-8 IMT Manesar, Gurugram-122051, Haryana, India",Manesar,Haryana,India,XBRL_RegisteredOffice,False,Tier_1,"Manesar, Haryana, India",28.3247096,76.9263787,"Manesar, Gurugram, Haryana, India",City_Level,Success,5.0,Within,Haryana,1648,Anant Raj Limited
Anant Raj Limited,2,Corporate Office,"H-65, Connaught Circus, New Delhi-110001",Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Delhi, Delhi, India",13.0836939,80.270186,"New Delhi, Delhi, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Anant Raj Limited
Angel One Limited,1,Registered Office,"601, 6th Floor, Ackruti Star, Central Road, MIDC, Andheri East,Mumbai-400093",Mumbai,Maharashtra,India,XBRL_RegisteredOffice,False,Tier_1,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success,1.3716477591331362,Within,Maharashtra,3377,Angel One Limited
Anupam Rasayan India Limited,1,Registered Office,1101 to 1107 11th Floor Icon Rio Behind Icon Business Centre Dumas Road Surat 395007 Gujarat India,Surat,Gujarat,India,XBRL_RegisteredOffice,False,Tier_1,"Surat, Gujarat, India",21.2094892,72.8317058,"Surat, Katargam Taluka, Surat, Gujarat, 395008, India",City_Level,Success,3.5519768597079224,Within,Gujarat,3371,Anupam Rasayan India Limited
Anupam Rasayan India Limited,2,Corporate Office,10th Floor Icon Rio Behind Icon Business Centre Dumas Road Surat 395007 Gujarat India,Chennai,Tamil Nadu,India,XBRL_CorporateOffice,False,Tier_1,"Surat, Gujarat, India",13.0836939,80.270186,"Surat, Katargam Taluka, Surat, Gujarat, 395008, India",City_Level,Success,4.943346226421216,Within,Tamil Nadu,3383,Anupam Rasayan India Limited
