Company_Name,Facility_ID,Facility_Type,Latitude,Longitude,City,State,Facility_Name
LAURUS LABS LIMITED,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
Lemon Tree Hotels Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
LIC Housing Finance Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Life Insurance Corporation of India,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Linde India Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Lloyds Metals and Energy Limited,1,Registered Office,22.3511148,78.6677428,,,Registered Office
Lloyds Metals and Energy Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
LTIMindtree Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
LTIMindtree Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
LT Finance Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
LT Technology Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
LT Technology Services Limited,2,Corporate Office,22.2973142,73.1942567,Vadodara,Gujarat,Corporate Office
LT Technology Services Limited,3,Plant,13.4938975,77.0003543,Chennai,Karnataka,Plant
Lupin Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Lupin Limited,2,Plant,21.6293206,72.9945103,Ankleshwar,Gujarat,Plant
MACROTECH DEVELOPERS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
MACROTECH DEVELOPERS LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Mahanagar Gas Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
MAHARASHTRA SCOOTERS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
MAHARASHTRA SCOOTERS LIMITED,2,Corporate Office,18.5213738,73.8545071,Pune,Maharashtra,Corporate Office
Maharashtra Seamless Limited,1,Registered Office,19.5670323,76.4164557,,Maharashtra,Registered Office
Maharashtra Seamless Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Mahindra Holidays  Resorts India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Mahindra Lifespace Developers Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Mahindra Lifespace Developers Limited,2,Plant,13.4938975,77.0003543,Chennai,Karnataka,Plant
Mahindra  Mahindra Financial Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Mahindra  Mahindra Financial Services Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Mahindra  Mahindra Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Mahindra  Mahindra Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Manappuram Finance Limited,1,Registered Office,10.3528744,76.5120396,,Kerala,Registered Office
Manappuram Finance Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
MANKIND PHARMA LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
MANKIND PHARMA LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Man Infraconstruction Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Marico Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Marico Limited,2,Plant,20.8428827,75.5261246,Jalgaon,Maharashtra,Plant
Maruti Suzuki India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Maruti Suzuki India Limited,2,Plant,28.4646148,77.0299194,Gurugram,Haryana,Plant
Maruti Suzuki India Limited,3,Facility,28.3247096,76.9263787,Manesar,,Facility
Mastek Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
Mastek Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Max Financial Services Limited,1,Registered Office,30.9293211,75.5004841,,Punjab,Registered Office
Max Financial Services Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
MAX HEALTHCARE INSTITUTE LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
MAX HEALTHCARE INSTITUTE LIMITED,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
MAX HEALTHCARE INSTITUTE LIMITED,3,Plant,28.3996098,77.3364029,Gurgaon,Delhi,Plant
Mazagon Dock Shipbuilders Limited,1,Registered Office,18.9674767,72.8445477,Mumbai,Maharashtra,Registered Office
MedPlus Health Services Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Metropolis Healthcare Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Metropolis Healthcare Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Metro Brands Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Minda Corporation Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Minda Corporation Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Minda Corporation Limited,7,Plant,22.3511148,78.6677428,,,Plant
Mishra Dhatu Nigam Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
MMTC LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
MOIL Limited,1,Registered Office,21.1498134,79.0820556,Nagpur,Maharashtra,Registered Office
Motherson Sumi Wiring India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Motherson Sumi Wiring India Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Motilal Oswal Financial Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Mphasis Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
MRF Limited,1,Registered Office,13.0649954,80.2551609,Chennai,Tamil Nadu,Registered Office
MUTHOOT FINANCE LIMITED,1,Registered Office,9.9968438,76.3140229,Kochi,,Registered Office
Narayana Hrudayalaya Ltd,1,Registered Office,12.9767936,77.590082,Bangalore,Karnataka,Registered Office
Narayana Hrudayalaya Ltd,2,Corporate Office,12.9767936,77.590082,Bangalore,Karnataka,Corporate Office
Narayana Hrudayalaya Ltd,3,Plant,12.9767936,77.590082,Bangalore,Karnataka,Plant
NATCO Pharma Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
NATCO Pharma Limited,2,Plant,13.0836939,80.270186,Chennai,Tamil Nadu,Plant
NAVA LIMITED,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
NAVA LIMITED,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
Navin Fluorine International Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
NBCC India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
NCC LIMITED,1,Registered Office,17.4364725,78.3880087,Hyderabad,Telangana,Registered Office
Nestle India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Nestle India Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Nestle India Limited,3,Plant,29.028405,79.4832094,Pantnagar,,Plant
NETWEB TECHNOLOGIES INDIA LIMITED,1,Registered Office,28.4031478,77.3105561,Faridabad,Haryana,Registered Office
Neuland Laboratories Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Neuland Laboratories Limited,2,Plant,17.360589,78.4740613,Hyderabad,Telangana,Plant
Newgen Software Technologies Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
NHPC Limited,1,Registered Office,28.4031478,77.3105561,Faridabad,Haryana,Registered Office
NHPC Limited,2,Plant,32.7185614,74.8580917,Jammu,,Plant
Nippon Life India Asset Management Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
NLC India Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
NLC India Limited,2,Corporate Office,11.535987,79.4824392,,Tamil Nadu,Corporate Office
NMDC Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
NMDC Steel Limited,1,Registered Office,21.6637359,81.8406351,,Chhattisgarh,Registered Office
NMDC Steel Limited,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
NTPC LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
NUVAMA WEALTH MANAGEMENT LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
NUVAMA WEALTH MANAGEMENT LIMITED,2,Facility,19.054999,72.8692035,Mumbai,Maharashtra,Facility
Nuvoco Vistas Corporation Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Oberoi Realty Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Oberoi Realty Limited,2,Plant,22.3511148,78.6677428,,,Plant
Oil India Limited,2,Corporate Office,28.5683047,77.3158364,Noida,Uttar Pradesh,Corporate Office
Olectra Greentech Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
One 97 Communications Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
One 97 Communications Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Oracle Financial Services Software Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Page Industries Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Page Industries Limited,2,Corporate Office,12.9767936,77.590082,Bengaluru,Karnataka,Corporate Office
Page Industries Limited,3,Plant,13.0613607,80.1396767,Bengaluru,Tamil Nadu,Plant
PATANJALI FOODS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
PATANJALI FOODS LIMITED,2,Corporate Office,22.7203616,75.8681996,Indore,Madhya Pradesh,Corporate Office
PB FINTECH LIMITED,1,Registered Office,28.4646148,77.0299194,Gurugram,Haryana,Registered Office
Persistent Systems Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Persistent Systems Limited,2,Plant,22.3511148,78.6677428,,,Plant
Petronet LNG Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Pfizer Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Pidilite Industries Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Pidilite Industries Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Pidilite Industries Limited,3,Plant,20.4169701,72.833173,Daman,,Plant
Piramal Enterprises Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Piramal Enterprises Limited,2,Corporate Office,22.3511148,78.6677428,,,Corporate Office
Piramal Pharma Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Piramal Pharma Limited,2,Plant,17.6631684,77.7105684,,Telangana,Plant
PI INDUSTRIES LIMITED,1,Registered Office,24.578721,73.6862571,Udaipur,Rajasthan,Registered Office
PI INDUSTRIES LIMITED,2,Corporate Office,21.2747038,77.5145062,Gurugram,Maharashtra,Corporate Office
PNB Housing Finance Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
PNB Housing Finance Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
PNC Infratech Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
PNC Infratech Limited,2,Corporate Office,28.5849775,77.258993,Agra,Delhi,Corporate Office
Polycab India Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
Polycab India Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
POLY MEDICURE LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Poonawalla Fincorp Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Poonawalla Fincorp Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Power Finance Corporation Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Power Finance Corporation Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Power Grid Corporation of India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Power Grid Corporation of India Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Power Mech Projects Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Praj Industries Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Prestige Estates Projects Limited,1,Registered Office,12.9767936,77.590082,Bangalore,Karnataka,Registered Office
Prism Johnson Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Prism Johnson Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Procter  Gamble Health Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
PTC Industries Limited,1,Registered Office,26.8381,80.9346001,Lucknow,,Registered Office
PUNJAB NATIONAL BANK,1,Registered Office,30.9587052,74.610057,Delhi,Punjab,Registered Office
Punjab  Sind Bank,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Punjab  Sind Bank,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
PVR INOX LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
PVR INOX LIMITED,2,Corporate Office,28.4646148,77.0299194,Gurgaon,Haryana,Corporate Office
Quess Corp Limited,1,Registered Office,16.3113039,75.9164329,Hosur,Karnataka,Registered Office
Quess Corp Limited,2,Corporate Office,16.3113039,75.9164329,Hosur,Karnataka,Corporate Office
Radico Khaitan Limited,1,Registered Office,27.1303344,80.859666,,Uttar Pradesh,Registered Office
Radico Khaitan Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Railtel Corporation of India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Rail Vikas Nigam Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
RAJESH EXPORTS LIMITED,1,Registered Office,12.9767936,77.590082,Bangalore,Karnataka,Registered Office
RAJESH EXPORTS LIMITED,2,Corporate Office,12.9767936,77.590082,Bangalore,Karnataka,Corporate Office
Ramkrishna Forgings Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
RateGain Travel Technologies Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
RateGain Travel Technologies Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Ratnamani Metals  Tubes Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
Ratnamani Metals  Tubes Limited,2,Corporate Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Corporate Office
RATTANINDIA ENTERPRISES LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
RATTANINDIA ENTERPRISES LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Raymond Limited,1,Registered Office,19.5670323,76.4164557,,Maharashtra,Registered Office
Raymond Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
RBL Bank Limited,1,Registered Office,16.7028412,74.2405329,Kolhapur,Maharashtra,Registered Office
RBL Bank Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
REC Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
REC Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Redington Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Redtape Limited,1,Registered Office,28.5122394,77.4142559,Noida,Uttar Pradesh,Registered Office
Relaxo Footwears Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Reliance Industries Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Reliance Infrastructure Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
RELIANCE POWER LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Responsive Industries Limited,1,Registered Office,22.3511148,78.6677428,,,Registered Office
RHI Magnesita India Ltd,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
RHI Magnesita India Ltd,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
RHI Magnesita India Ltd,3,Plant,26.8105777,73.7684549,,Rajasthan,Plant
RITES Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
RITES Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Route Mobile Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Route Mobile Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Route Mobile Limited,3,Plant,22.3511148,78.6677428,,,Plant
R R Kabel Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
R R Kabel Limited,2,Corporate Office,22.2973142,73.1942567,Vadodara,Gujarat,Corporate Office
Safari Industries India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,4,Plant,18.5213738,73.8545071,Pune,Maharashtra,Plant
Sandur Manganese  Iron Ores Limited,1,Registered Office,14.9562045,75.7896741,,Karnataka,Registered Office
Sandur Manganese  Iron Ores Limited,2,Corporate Office,12.9767936,77.590082,Bengaluru,Karnataka,Corporate Office
Sandur Manganese  Iron Ores Limited,3,Plant,14.9562045,75.7896741,,Karnataka,Plant
Sanofi India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SAPPHIRE FOODS INDIA LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SARDA ENERGY  MINERALS LIMITED,1,Registered Office,21.1514614,79.100324,Nagpur,Maharashtra,Registered Office
SARDA ENERGY  MINERALS LIMITED,2,Corporate Office,21.2380912,81.6336993,Raipur,Chhattisgarh,Corporate Office
SARDA ENERGY  MINERALS LIMITED,4,Facility,21.2380912,81.6336993,Raipur,,Facility
SAREGAMA India Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
SAREGAMA India Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
SBFC Finance Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SBI Cards and Payment Services Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
SBI Cards and Payment Services Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
SBI Life Insurance Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Schaeffler India Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Schneider Electric Infrastructure Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
Schneider Electric Infrastructure Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Schneider Electric Infrastructure Limited,3,Facility,22.5726459,88.3638953,Kolkata,West Bengal,Facility
Sheela Foam Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Sheela Foam Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
SHIPPING CORPORATION OF INDIA LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Shoppers Stop Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Shoppers Stop Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Shree Renuka Sugars Limited,1,Registered Office,14.9562045,75.7896741,,Karnataka,Registered Office
Shree Renuka Sugars Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Shriram Finance Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Shriram Finance Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Shyam Metalics and Energy Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Shyam Metalics and Energy Limited,2,Plant,22.3511148,78.6677428,,,Plant
Siemens Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Signatureglobal India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Signatureglobal India Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
SJVN Limited,1,Registered Office,31.9292352,77.1828462,,Himachal Pradesh,Registered Office
SKF INDIA LIMITED,1,Registered Office,18.6403548,73.7917128,Pune,Maharashtra,Registered Office
Sobha Limited,1,Registered Office,12.9767936,77.590082,Bangalore,Karnataka,Registered Office
Solar Industries India Limited,1,Registered Office,21.1545412,77.6442962,Amravati,,Registered Office
Sonata Software Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Sonata Software Limited,2,Corporate Office,12.3051828,76.6553609,Mysore,Karnataka,Corporate Office
Sona BLW Precision Forgings Limited,1,Registered Office,28.4646148,77.0299194,Gurgaon,Haryana,Registered Office
Sona BLW Precision Forgings Limited,2,Corporate Office,28.4646148,77.0299194,Gurgaon,Haryana,Corporate Office
SRF LIMITED,1,Registered Office,28.6138731,77.3217707,Noida,Delhi,Registered Office
SRF LIMITED,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Star Cement Limited,1,Registered Office,25.5379432,91.2999102,,Meghalaya,Registered Office
Star Cement Limited,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
Star Health and Allied Insurance Company Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Star Health and Allied Insurance Company Limited,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
STATE BANK OF INDIA,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Steel Authority of India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Sterling and Wilson Renewable Energy Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Sterling and Wilson Renewable Energy Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
SUMITOMO CHEMICAL INDIA LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SUMITOMO CHEMICAL INDIA LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
SUMITOMO CHEMICAL INDIA LIMITED,3,Plant,21.7718836,72.1416449,Bhavnagar,,Plant
SUNDARAM FINANCE LIMITED,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
SUNDARAM FINANCE LIMITED,2,Facility,13.0836939,80.270186,Chennai,Tamil Nadu,Facility
Sundram Fasteners Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Sun Pharmaceutical Industries Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
Sun Pharmaceutical Industries Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Sun Pharmaceutical Industries Limited,3,Plant,12.9767936,77.590082,Bengaluru,Karnataka,Plant
Sun Pharma Advanced Research Company Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
Sun Pharma Advanced Research Company Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Sun TV Network Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Supreme Industries Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Supreme Industries Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
SUPREME PETROCHEM LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
SUZLON ENERGY LIMITED,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
SUZLON ENERGY LIMITED,2,Corporate Office,18.5213738,73.8545071,Pune,Maharashtra,Corporate Office
SUZLON ENERGY LIMITED,3,Plant,26.8105777,73.7684549,,Rajasthan,Plant
Syngene International Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Syngene International Limited,2,Corporate Office,12.9767936,77.590082,Bengaluru,Karnataka,Corporate Office
Syrma SGS Technology Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Syrma SGS Technology Limited,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
Syrma SGS Technology Limited,3,Plant,13.4938975,77.0003543,Chennai,Karnataka,Plant
Tamilnad Mercantile Bank Limited,1,Registered Office,8.8006323,78.1244927,,,Registered Office
Tanla Platforms Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
TATA CHEMICALS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
TATA CHEMICALS LIMITED,2,Plant,19.0488479,72.8287996,Ankleshwar,Maharashtra,Plant
TATA COMMUNICATIONS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
TATA COMMUNICATIONS LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Tata Consultancy Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Tata Consultancy Services Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Tata Consumer Products Limited,1,Registered Office,22.5400153,88.3482964,Kolkata,West Bengal,Registered Office
Tata Consumer Products Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Tata Elxsi Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Tata Investment Corporation Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Tata Motors Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Tata Steel Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Tata Steel Limited,2,Plant,22.8015194,86.2029579,Jamshedpur,,Plant
Tata Technologies Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
