Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence
Aarti Industries Limited,Chemicals & Fertilizers,Hyderabad,Telangana,8046.015833447909,0.45,0.0374641669027132,0.005225,0.00209530722474312,0.005225,0.00732030722474312,0.04204043272976532,Tier 2,75%
Aavas Financiers Limited,Financial Services,Pune,Maharashtra,2358.276986442422,0.42,0.0011797441546504,0.000297,0.00021010786595540803,0.000297,0.000507107865955408,0.0007004082649733994,Tier 2,75%
Adani Energy Solutions Limited,Power Generation,Ahmedabad,Gujarat,24446.54528252705,0.51,0.1562256571307733,0.0054449999999999,0.003259155198245596,0.0054449999999999,0.008704155198245495,0.13311143906335735,Tier 2,75%
Adani Enterprises Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,41308.111387490135,0.55,0.0374641669027132,0.005225,0.0004988195079461421,0.005225,0.0057238195079461415,0.21583488199963594,Tier 2,75%
Adani Ports and Special Economic Zone Limited,Cement,Delhi,Delhi,30561.93548387097,0.62,0.0777832037429109,0.0033,0.0015779624410913295,0.0033,0.00487796244109133,0.1008543870967742,Tier 2,75%
Adani Total Gas Limited,Oil & Gas,Bangalore,Karnataka,5411.674412959513,0.48,0.0971185610539406,0.0154274999999999,0.008614137833986549,0.0154274999999999,0.024041637833986447,0.08348860700593233,Tier 2,75%
Aditya Birla Capital Limited,Financial Services,Chennai,Tamil Nadu,40585.55147058824,0.52,0.0011797441546504,0.000297,1.511540285125308e-05,0.000297,0.0003121154028512531,0.012053908786764706,Tier 2,75%
Aditya Birla Fashion and Retail Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0014972999999271,0.58,0.0374641669027132,0.005225,14512.26661633046,0.005225,14512.271841330461,7.823392499619098e-09,Tier 2,75%
Aditya Birla Sun Life AMC Limited,Chemicals & Fertilizers,Hyderabad,Telangana,1659.129916567342,0.45,0.0374641669027132,0.005225,0.010161274857306607,0.005225,0.015386274857306606,0.008668953814064361,Tier 2,75%
Aegis Logistics Limited,Chemicals & Fertilizers,Pune,Maharashtra,2976.7790765536674,0.42,0.0374641669027132,0.005225,0.005285897842763832,0.005225,0.010510897842763833,0.01555367067499291,Tier 2,75%
Aether Industries Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.0008328340012372,0.51,0.0374641669027132,0.005225,22941.816847054895,0.005225,22941.822072054896,4.35155765646437e-09,Tier 2,75%
Ajanta Pharma Limited,Pharmaceuticals,Mumbai,Maharashtra,4648.091193438521,0.55,0.0144770016599194,0.003465,0.0017130367244506143,0.003465,0.0051780367244506145,0.016105635985264478,Tier 2,75%
Akzo Nobel India Limited,Chemicals & Fertilizers,Delhi,Delhi,4091.2610032877296,0.62,0.0374641669027132,0.005225,0.005677414240014602,0.005225,0.010902414240014601,0.021376838742178387,Tier 2,75%
Alkem Laboratories Limited,Pharmaceuticals,Bangalore,Karnataka,10551.182898481458,0.48,0.0144770016599194,0.003465,0.0006585954260883314,0.003465,0.004123595426088332,0.036559848743238255,Tier 2,75%
Amara Raja Energy  Mobility Limited,Power Generation,Chennai,Tamil Nadu,0.0012404889999999,0.52,0.1562256571307733,0.0054449999999999,65488.15967574777,0.0054449999999999,65488.16512074777,6.7544626049993306e-09,Tier 2,75%
Amber Enterprises India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,9972.90478956304,0.58,0.0374641669027132,0.005225,0.002178825253231533,0.005225,0.007403825253231532,0.05210842752546688,Tier 2,75%
Ambuja Cements Limited,Cement,Hyderabad,Telangana,18857.00072182446,0.45,0.0777832037429109,0.0033,0.0018562040804187513,0.0033,0.005156204080418751,0.06222810238202072,Tier 2,75%
Anand Rathi Wealth Limited,Chemicals & Fertilizers,Pune,Maharashtra,905.1129317980512,0.42,0.0374641669027132,0.005225,0.017384515839234886,0.005225,0.022609515839234887,0.004729215068644817,Tier 2,75%
Anant Raj Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1228.597134563935,0.51,0.0374641669027132,0.005225,0.015551660168217199,0.005225,0.0207766601682172,0.00641942002809656,Tier 2,75%
Anupam Rasayan India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,1436.9742026988515,0.55,0.0374641669027132,0.005225,0.014339360969593231,0.005225,0.01956436096959323,0.007508190209101499,Tier 2,75%
Apollo Tyres Limited,Chemicals & Fertilizers,Delhi,Delhi,17870.583886533117,0.62,0.0374641669027132,0.005225,0.0012997775353711938,0.005225,0.006524777535371193,0.09337380080713552,Tier 2,75%
Aptus Value Housing Finance India Limited,Financial Services,Bangalore,Karnataka,1750.0013883052864,0.48,0.0011797441546504,0.000297,0.0003235867114257428,0.000297,0.0006205867114257428,0.0005197504123266701,Tier 2,75%
Asahi India Glass Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4311.6100731346005,0.52,0.0374641669027132,0.005225,0.004518350792154922,0.005225,0.009743350792154923,0.022528162632128285,Tier 2,75%
Ashok Leyland Limited,Chemicals & Fertilizers,Kolkata,West Bengal,38752.43620236856,0.58,0.0374641669027132,0.005225,0.0005607187297877689,0.005225,0.005785718729787769,0.20248147915737572,Tier 2,75%
Asian Paints Limited,Chemicals & Fertilizers,Hyderabad,Telangana,29552.67592538788,0.45,0.0374641669027132,0.005225,0.0005704686488893532,0.005225,0.005795468648889353,0.15441273171015166,Tier 2,75%
Aster DM Healthcare Limited,Pharmaceuticals,Pune,Maharashtra,4138.456776832813,0.42,0.0144770016599194,0.003465,0.0014692289964713537,0.003465,0.004934228996471354,0.0143397527317257,Tier 2,75%
AstraZeneca Pharma India Limited,Pharmaceuticals,Ahmedabad,Gujarat,1716.2616962347486,0.51,0.0144770016599194,0.003465,0.004301949325535153,0.003465,0.007766949325535153,0.005946846777453404,Tier 2,75%
Astral Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,5296.010351035105,0.55,0.0374641669027132,0.005225,0.0038907196985491087,0.005225,0.009115719698549109,0.02767165408415842,Tier 2,75%
Atul Limited,Chemicals & Fertilizers,Delhi,Delhi,5074.68122914792,0.62,0.0374641669027132,0.005225,0.00457719065116181,0.005225,0.00980219065116181,0.02651520942229788,Tier 2,75%
Avenue Supermarts Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0057789810000077,0.52,0.0374641669027132,0.005225,3371.0729952884267,0.005225,3371.0782202884266,3.019517572504023e-08,Tier 2,75%
Axis Bank Limited,Financial Services,Kolkata,West Bengal,14461.24892696344,0.58,0.0011797441546504,0.000297,4.731621820169515e-05,0.000297,0.00034431621820169516,0.004294990931308142,Tier 2,75%
BAJAJ ELECTRICALS LIMITED,Power Generation,Hyderabad,Telangana,4828.298730267674,0.45,0.1562256571307733,0.0054449999999999,0.014560314022854707,0.0054449999999999,0.020005314022854607,0.026290086586306997,Tier 2,75%
BANK OF INDIA,Financial Services,Pune,Maharashtra,79815.7766778279,0.42,0.0011797441546504,0.000297,6.207952432176373e-06,0.000297,0.00030320795243217637,0.023705285673314886,Tier 2,75%
BANK OF MAHARASHTRA,Financial Services,Ahmedabad,Gujarat,28400.662881950244,0.51,0.0011797441546504,0.000297,2.1185051960674097e-05,0.000297,0.0003181850519606741,0.008434996875939224,Tier 2,75%
BASF India Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,15162.375127133011,0.55,0.0374641669027132,0.005225,0.001358975201689818,0.005225,0.006583975201689817,0.07922341003926998,Tier 2,75%
BATA INDIA LIMITED,Chemicals & Fertilizers,Delhi,Delhi,3488.134803688564,0.62,0.0374641669027132,0.005225,0.006659084234680302,0.005225,0.011884084234680303,0.018225504349272743,Tier 2,75%
BEML Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3839.229995909212,0.48,0.0374641669027132,0.005225,0.004683960099411451,0.005225,0.009908960099411451,0.020059976728625632,Tier 2,75%
BHARAT ELECTRONICS LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0023658009999904,0.52,0.0374641669027132,0.005225,8234.575431107654,0.005225,8234.580656107655,1.2361310224949839e-08,Tier 2,75%
BHARAT HEAVY ELECTRICALS LIMITED,Power Generation,Kolkata,West Bengal,28339.44641582102,0.58,0.1562256571307733,0.0054449999999999,0.0031973412538243264,0.0054449999999999,0.008642341253824227,0.1543082857341426,Tier 2,75%
BLS International Services Limited,Chemicals & Fertilizers,Hyderabad,Telangana,138.4905799234619,0.45,0.0374641669027132,0.005225,0.12173300967862331,0.005225,0.1269580096786233,0.0007236132801000883,Tier 2,75%
Bajaj Auto Limited,Chemicals & Fertilizers,Pune,Maharashtra,50010.310416946166,0.42,0.0374641669027132,0.005225,0.0003146341218031653,0.005225,0.005539634121803165,0.2613038719285437,Tier 2,75%
Bajaj Finance Limited,Financial Services,Ahmedabad,Gujarat,69734.2906774754,0.51,0.0011797441546504,0.000297,8.628029525021712e-06,0.000297,0.0003056280295250217,0.020711084331210192,Tier 2,75%
Bajaj Finserv Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,133844.3453587353,0.55,0.0374641669027132,0.005225,0.00015394966250733332,0.005225,0.005378949662507333,0.6993367044993919,Tier 2,75%
Bajaj Holdings  Investment Limited,Financial Services,Delhi,Delhi,1600.254864705497,0.62,0.0011797441546504,0.000297,0.0004570780517626227,0.000297,0.0007540780517626227,0.0004752756948175326,Tier 2,75%
Balkrishna Industries Limited,Chemicals & Fertilizers,Bangalore,Karnataka,0.104128799999892,0.48,0.0374641669027132,0.005225,172.69766014129607,0.005225,172.70288514129606,5.440729799994356e-07,Tier 2,75%
Balrampur Chini Mills Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,5415.378550876743,0.52,0.0374641669027132,0.005225,0.003597415509624319,0.005225,0.008822415509624319,0.02829535292833098,Tier 2,75%
Bandhan Bank Limited,Financial Services,Kolkata,West Bengal,24912.11310661062,0.58,0.0011797441546504,0.000297,2.746662263329483e-05,0.000297,0.00032446662263329484,0.007398897592663355,Tier 2,75%
Bharat Dynamics Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3345.089317235049,0.45,0.0374641669027132,0.005225,0.005039887879632459,0.005225,0.010264887879632457,0.017478091682553126,Tier 2,75%
Bharat Forge Limited,Chemicals & Fertilizers,Pune,Maharashtra,8843.741290269694,0.42,0.0374641669027132,0.005225,0.001779218724597008,0.005225,0.007004218724597008,0.04620854824165915,Tier 2,75%
Bharti Airtel Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,108942.37918215612,0.51,0.0374641669027132,0.005225,0.00017538376951027024,0.005225,0.00540038376951027,0.5692239312267656,Tier 2,75%
Bharti Hexacom Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,8547.885939036381,0.55,0.0374641669027132,0.005225,0.0024105716832734355,0.005225,0.007635571683273435,0.04466270403146509,Tier 2,75%
Bikaji Foods International Limited,Pharmaceuticals,Delhi,Delhi,0.0253686259999502,0.62,0.0144770016599194,0.003465,353.8126593520535,0.003465,353.8161243520535,8.790228908982745e-08,Tier 2,75%
Biocon Limited,Pharmaceuticals,Bangalore,Karnataka,0.0024848999999971,0.48,0.0144770016599194,0.003465,2796.4750278761408,0.003465,2796.4784928761405,8.610178499989951e-09,Tier 2,75%
Birla Corporation Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,9214.497085662084,0.52,0.0374641669027132,0.005225,0.0021142083619218035,0.005225,0.007339208361921803,0.04814574727258439,Tier 2,75%
Birlasoft Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2657.849598266678,0.58,0.0374641669027132,0.005225,0.008175487739315425,0.005225,0.013400487739315424,0.013887264150943393,Tier 2,75%
Blue Dart Express Limited,Chemicals & Fertilizers,Hyderabad,Telangana,5720.183219100787,0.45,0.0374641669027132,0.005225,0.0029472613831539396,0.005225,0.00817226138315394,0.029887957319801612,Tier 2,75%
Blue Star Limited,Chemicals & Fertilizers,Pune,Maharashtra,11325.516954094808,0.42,0.0374641669027132,0.005225,0.0013893361480025405,0.005225,0.00661433614800254,0.059175826085145364,Tier 2,75%
Bosch limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,18172.5,0.51,0.0374641669027132,0.005225,0.0010514087285945098,0.005225,0.006276408728594509,0.09495131249999998,Tier 2,75%
Brigade Enterprises Limited,Cement,Mumbai,Maharashtra,5074.207710948835,0.55,0.0777832037429109,0.0033,0.008431023027750936,0.0033,0.011731023027750937,0.016744885446131154,Tier 2,75%
Britannia Industries Limited,Pharmaceuticals,Delhi,Delhi,17295.866037299525,0.62,0.0144770016599194,0.003465,0.0005189529688651224,0.003465,0.0039839529688651225,0.05993017581924286,Tier 2,75%
CCL Products India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1717.9971000960393,0.48,0.0374641669027132,0.005225,0.010467305277929202,0.005225,0.0156923052779292,0.008976534848001805,Tier 2,75%
CE INFO SYSTEMS LIMITED,Information Technology,Chennai,Tamil Nadu,0.0038386999998908,0.52,0.0009696637386769,0.000396,131.35309978022033,0.000396,131.35349578022033,1.5201251999567566e-09,Tier 2,75%
CEAT Limited,Chemicals & Fertilizers,Kolkata,West Bengal,13171.669285723718,0.58,0.0374641669027132,0.005225,0.0016496934695380747,0.005225,0.0068746934695380745,0.06882197201790642,Tier 2,75%
CERA Sanitaryware Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.0191525120003619,0.45,0.0374641669027132,0.005225,880.2435474731659,0.005225,880.2487724731659,1.0007187520189092e-07,Tier 2,75%
CESC Limited,Power Generation,Pune,Maharashtra,9583.999406498822,0.42,0.1562256571307733,0.0054449999999999,0.00684628339505447,0.0054449999999999,0.01229128339505437,0.052184876768385124,Tier 2,75%
CG Power and Industrial Solutions Limited,Power Generation,Ahmedabad,Gujarat,9328.76195862199,0.51,0.1562256571307733,0.0054449999999999,0.008540799464076335,0.0054449999999999,0.013985799464076234,0.0507951088646958,Tier 2,75%
CHENNAI PETROLEUM CORPORATION LIMITED,Oil & Gas,Mumbai,Maharashtra,0.0071049909998973,0.55,0.0971185610539406,0.0154274999999999,7517.983989063382,0.0154274999999999,7517.9994165633825,1.0961224865091487e-07,Tier 2,75%
CITY UNION BANK LIMITED,Financial Services,Delhi,Delhi,6732.232042648709,0.62,0.0011797441546504,0.000297,0.00010864767750867245,0.000297,0.00040564767750867246,0.0019994729166666666,Tier 2,75%
COAL INDIA LIMITED,Steel & Iron,Bangalore,Karnataka,14336.893989228613,0.48,0.0840934065650114,0.0096249999999999,0.002815451881107009,0.0096249999999999,0.012440451881106908,0.13799260464632393,Tier 2,75%
COROMANDEL INTERNATIONAL LIMITED,Chemicals & Fertilizers,Chennai,Tamil Nadu,24063.96343549885,0.52,0.0374641669027132,0.005225,0.0008095660069310197,0.005225,0.006034566006931019,0.12573420895048149,Tier 2,75%
Campus Activewear Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1592.938299183485,0.58,0.0374641669027132,0.005225,0.013640965764155277,0.005225,0.018865965764155276,0.008323102613233707,Tier 2,75%
Can Fin Homes Limited,Chemicals & Fertilizers,Hyderabad,Telangana,3986.666666666667,0.45,0.0374641669027132,0.005225,0.004228814825975152,0.005225,0.00945381482597515,0.020830333333333333,Tier 2,75%
Canara Bank,Financial Services,Pune,Maharashtra,142214.23726559384,0.42,0.0011797441546504,0.000297,3.4841275703487075e-06,0.000297,0.0003004841275703487,0.04223762846788137,Tier 2,75%
Caplin Point Laboratories Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,1921.2272050166173,0.51,0.0374641669027132,0.005225,0.009945062754937655,0.005225,0.015170062754937656,0.010038412146211824,Tier 2,75%
Capri Global Capital Limited,Financial Services,Mumbai,Maharashtra,2410.1510824504835,0.55,0.0011797441546504,0.000297,0.0002692193405560296,0.000297,0.0005662193405560296,0.0007158148714877937,Tier 2,75%
Carborundum Universal Limited,Chemicals & Fertilizers,Delhi,Delhi,2786.2745098039213,0.62,0.0374641669027132,0.005225,0.008336502163714225,0.005225,0.013561502163714226,0.014558284313725488,Tier 2,75%
Cello World Limited,Chemicals & Fertilizers,Bangalore,Karnataka,1112.734375,0.48,0.0374641669027132,0.005225,0.016160910022486128,0.005225,0.02138591002248613,0.005814037109375,Tier 2,75%
Century Plyboards India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0406790970000061,0.58,0.0374641669027132,0.005225,534.1617293906597,0.005225,534.1669543906597,2.1254828182503184e-07,Tier 2,75%
Chalet Hotels Limited,Chemicals & Fertilizers,Hyderabad,Telangana,0.001717824999996,0.45,0.0374641669027132,0.005225,9814.081822222983,0.005225,9814.087047222984,8.9756356249791e-09,Tier 2,75%
Chemplast Sanmar Limited,Chemicals & Fertilizers,Pune,Maharashtra,2408.7398055336025,0.42,0.0374641669027132,0.005225,0.006532440765495556,0.005225,0.011757440765495557,0.012585665483913072,Tier 2,75%
Cholamandalam Financial Holdings Limited,Financial Services,Ahmedabad,Gujarat,33456.89655172414,0.51,0.0011797441546504,0.000297,1.7983422877896847e-05,0.000297,0.00031498342287789683,0.009936698275862068,Tier 2,75%
Cholamandalam Investment and Finance Company Limited,Financial Services,Mumbai,Maharashtra,26051.85078079815,0.55,0.0011797441546504,0.000297,2.4906456378752564e-05,0.000297,0.00032190645637875256,0.007737399681897052,Tier 2,75%
Cipla Limited,Pharmaceuticals,Delhi,Delhi,27547.60979401477,0.62,0.0144770016599194,0.003465,0.00032582649080139706,0.003465,0.003790826490801397,0.09545246793626119,Tier 2,75%
Clean Science and Technology Limited,Information Technology,Bangalore,Karnataka,922.3146191187452,0.48,0.0009696637386769,0.000396,0.000504641892166504,0.000396,0.000900641892166504,0.00036523658917102307,Tier 2,75%
Cochin Shipyard Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,4527.850814446703,0.52,0.0374641669027132,0.005225,0.0043025637521565425,0.005225,0.009527563752156541,0.02365802050548402,Tier 2,75%
Coforge Limited,Information Technology,Kolkata,West Bengal,5556.727186236422,0.58,0.0009696637386769,0.000396,0.00010121154945767988,0.000396,0.0004972115494576799,0.002200463965749623,Tier 2,75%
Computer Age Management Services Limited,Information Technology,Hyderabad,Telangana,1422.4932963476651,0.45,0.0009696637386769,0.000396,0.0003067492012264352,0.000396,0.0007027492012264352,0.0005633073453536753,Tier 2,75%
Concord Biotech Limited,Pharmaceuticals,Pune,Maharashtra,1200.0874441278045,0.42,0.0144770016599194,0.003465,0.005066581378647118,0.003465,0.008531581378647117,0.004158302993902843,Tier 2,75%
Container Corporation of India Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,8863.360711714871,0.51,0.0374641669027132,0.005225,0.0021556975668529446,0.005225,0.007380697566852944,0.0463110597187102,Tier 2,75%
Craftsman Automation Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,0.0384794359991981,0.55,0.0374641669027132,0.005225,535.4884046876797,0.005225,535.4936296876797,2.0105505309581007e-07,Tier 2,75%
CreditAccess Grameen Limited,Financial Services,Delhi,Delhi,5755.92504177608,0.62,0.0011797441546504,0.000297,0.00012707625109335168,0.000297,0.0004240762510933517,0.0017095097374074959,Tier 2,75%
Crompton Greaves Consumer Electricals Limited,Power Generation,Bangalore,Karnataka,7028.938636817909,0.48,0.1562256571307733,0.0054449999999999,0.01066851189025593,0.0054449999999999,0.01611351189025583,0.03827257087747281,Tier 2,75%
Cummins India Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,10166.1519769149,0.52,0.0374641669027132,0.005225,0.0019162970250345241,0.005225,0.0071412970250345235,0.05311814407938035,Tier 2,75%
Cyient Limited,Chemicals & Fertilizers,Kolkata,West Bengal,2413.619421778986,0.58,0.0374641669027132,0.005225,0.009002751886856248,0.005225,0.014227751886856248,0.012611161478795202,Tier 2,75%
DCM Shriram Limited,Financial Services,Pune,Maharashtra,12368.80644373932,0.42,0.0011797441546504,0.000297,4.005985114303166e-05,0.000297,0.00033705985114303166,0.003673535513790578,Tier 2,75%
DIVIS LABORATORIES LIMITED,Pharmaceuticals,Ahmedabad,Gujarat,9198.08368892662,0.51,0.0144770016599194,0.003465,0.0008026966372840747,0.003465,0.004267696637284075,0.03187135998213074,Tier 2,75%
DLF Limited,Cement,Mumbai,Maharashtra,7993.685441941074,0.55,0.0777832037429109,0.0033,0.00535181955423714,0.0033,0.00865181955423714,0.026379161958405544,Tier 2,75%
DOMS Industries Limited,Chemicals & Fertilizers,Delhi,Delhi,0.0170910000002113,0.62,0.0374641669027132,0.005225,1359.0652085539184,0.005225,1359.0704335539185,8.930047500110403e-08,Tier 2,75%
Dabur India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,9070.730265551108,0.48,0.0374641669027132,0.005225,0.001982508528734181,0.005225,0.007207508528734181,0.04739456563750454,Tier 2,75%
Dalmia Bharat Limited,Cement,Chennai,Tamil Nadu,13978.956999085089,0.52,0.0777832037429109,0.0033,0.0028934394711251283,0.0033,0.006193439471125129,0.046130558096980794,Tier 2,75%
Data Patterns India Limited,Information Technology,Kolkata,West Bengal,708.3478260869564,0.58,0.0009696637386769,0.000396,0.0007939672399920113,0.000396,0.0011899672399920112,0.0002805057391304347,Tier 2,75%
Deepak Nitrite Limited,Chemicals & Fertilizers,Hyderabad,Telangana,2526.472289615035,0.45,0.0374641669027132,0.005225,0.006672891357454694,0.005225,0.011897891357454693,0.013200817713238557,Tier 2,75%
Delhivery Limited,Chemicals & Fertilizers,Pune,Maharashtra,8931.904135787712,0.42,0.0374641669027132,0.005225,0.0017616568494162265,0.005225,0.006986656849416226,0.04666919910949079,Tier 2,75%
Devyani International Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,0.0033493329999967,0.51,0.0374641669027132,0.005225,5704.635854482835,0.005225,5704.641079482835,1.7500264924982758e-08,Tier 2,75%
Dixon Technologies India Limited,Information Technology,Mumbai,Maharashtra,5418.125,0.55,0.0009696637386769,0.000396,9.843166340243072e-05,0.000396,0.0004944316634024307,0.0021455775,Tier 2,75%
Dr Reddys Laboratories Limited,Pharmaceuticals,Delhi,Delhi,0.0326439000000683,0.62,0.0144770016599194,0.003465,274.95921226113444,0.003465,274.96267726113444,1.1311111350023667e-07,Tier 2,75%
EICHER MOTORS LIMITED,Chemicals & Fertilizers,Bangalore,Karnataka,0.0018451460000007,0.48,0.0374641669027132,0.005225,9746.003900664507,0.005225,9746.009125664508,9.640887850003656e-09,Tier 2,75%
EIH Limited,Chemicals & Fertilizers,Chennai,Tamil Nadu,0.0002743149999999,0.52,0.0374641669027132,0.005225,71018.23374375432,0.005225,71018.23896875432,1.4332958749994774e-09,Tier 2,75%
ESAB India Limited,Chemicals & Fertilizers,Kolkata,West Bengal,0.0137347000000253,0.58,0.0374641669027132,0.005225,1582.0670858142973,0.005225,1582.0723108142975,7.176380750013219e-08,Tier 2,75%
Easy Trip Planners Limited,Chemicals & Fertilizers,Hyderabad,Telangana,403.2814045499505,0.45,0.0374641669027132,0.005225,0.04180424615668783,0.005225,0.04702924615668783,0.002107145338773491,Tier 2,75%
Electronics Mart India Limited,Chemicals & Fertilizers,Pune,Maharashtra,6964.742416452442,0.42,0.0374641669027132,0.005225,0.0022592292949656983,0.005225,0.007484229294965698,0.03639077912596401,Tier 2,75%
Elgi Equipments Limited,Chemicals & Fertilizers,Ahmedabad,Gujarat,2080.906982736408,0.51,0.0374641669027132,0.005225,0.009181921767237405,0.005225,0.014406921767237405,0.01087273898479773,Tier 2,75%
Emami Limited,Chemicals & Fertilizers,Mumbai,Maharashtra,3123.513034674766,0.55,0.0374641669027132,0.005225,0.006596832338379461,0.005225,0.01182183233837946,0.01632035560617565,Tier 2,75%
Endurance Technologies Limited,Information Technology,Delhi,Delhi,8846.154628118917,0.62,0.0009696637386769,0.000396,6.79607742858908e-05,0.000396,0.00046396077428589074,0.003503077232735091,Tier 2,75%
Engineers India Limited,Chemicals & Fertilizers,Bangalore,Karnataka,3028.352547070541,0.48,0.0374641669027132,0.005225,0.005938146181394202,0.005225,0.0111631461813942,0.015823142058443575,Tier 2,75%
Equitas Small Finance Bank Limited,Financial Services,Chennai,Tamil Nadu,63.120003974950805,0.52,0.0011797441546504,0.000297,0.009719057696220404,0.000297,0.010016057696220404,1.874664118056039e-05,Tier 2,75%
Eris Lifesciences Limited,Chemicals & Fertilizers,Kolkata,West Bengal,1663.601981633639,0.58,0.0374641669027132,0.005225,0.013061547800175016,0.005225,0.018286547800175017,0.008692320354035762,Tier 2,75%
Escorts Kubota Limited,Chemicals & Fertilizers,Hyderabad,Telangana,11030.78947368421,0.45,0.0374641669027132,0.005225,0.0015283471003086952,0.005225,0.006753347100308695,0.05763587499999999,Tier 2,75%
